alnA	alnB	A	B	YNL093W_04	YNL093W_29	YNL093W_05	YNL093W_38	YNL093W_18	YNL093W_17	YNL093W_31	YNL093W_52	YNL093W_40	YNL093W_62	YNL093W_65	YNL093W_32	YNL093W_33	YNL093W_41	YNL093W_16	YNL093W_51	YNL093W_14	YNL093W_39	YNL093W_28	YNL093W_35	YNL093W_10	YNL093W_02	YNL093W_64	YNL093W_70	YNL093W_09	YNL093W_01	YNL093W_06	YNL093W_15	YNL093W_23	YNL093W_61	YNL093W_08	YNL093W_67	YNL093W_37	YNL093W_63	YNL093W_44	YNL093W_48	YNL093W_25	YNL093W_69	YNL093W_56	YNL093W_54	YNL093W_68	YNL093W_24	YNL093W_34	YNL093W_22	YNL093W_27	YNL093W_07	YNL093W_12	YNL093W_36	YNL093W_57	YNL093W_49	YNL093W_11	YNL093W_53	YNL093W_03	YNL093W_47	YNL093W_58
176	194	67	79	20000.0	20000.0	20000.0	3637.0	20000.0	2195.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	1773.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	6620.0	20000.0	20000.0	20000.0	502.0	20000.0	20000.0	20000.0	20000.0	20000.0	3632.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	3091.0	1237.0
176	226	67	104	5974.0	2474.0	1119.0	3598.0	6605.0	1950.0	3902.0	197.0	1984.0	5832.0	6127.0	6175.0	3666.0	3324.0	5763.0	1188.0	4224.0	1049.0	1544.0	2246.0	5557.0	710.0	187.0	4456.0	377.0	867.0	2766.0	2218.0	6668.0	7736.0	5263.0	1126.0	3300.0	7706.0	5355.0	6314.0	3620.0	5895.0	8378.0	365.0	1321.0	5385.0	9495.0	682.0	4921.0	3069.0	1201.0	3322.0	3458.0	8528.0	2546.0	3200.0	2212.0	3038.0	908.0
177	190	68	75	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
177	188	68	74	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
177	226	68	104	5974.0	2465.0	1120.0	3598.0	6603.0	1950.0	3905.0	203.0	2116.0	5832.0	6126.0	6174.0	3669.0	3326.0	5741.0	1190.0	4226.0	1049.0	1544.0	2249.0	5557.0	711.0	208.0	4460.0	376.0	923.0	2761.0	2219.0	6670.0	7737.0	5263.0	1128.0	3307.0	7707.0	5356.0	6314.0	3620.0	5894.0	8378.0	368.0	1321.0	5428.0	9494.0	684.0	4919.0	3070.0	1201.0	3325.0	3458.0	8530.0	2603.0	3202.0	2215.0	3038.0	908.0
190	226	75	104	6009.0	2465.0	1129.0	3600.0	6602.0	1956.0	3997.0	261.0	2154.0	5839.0	6115.0	6174.0	3719.0	3334.0	5764.0	1268.0	4318.0	1059.0	1543.0	2285.0	5564.0	726.0	273.0	4474.0	422.0	926.0	2764.0	2223.0	6685.0	7744.0	5277.0	1202.0	3318.0	7709.0	5418.0	6318.0	3631.0	5896.0	8388.0	374.0	1340.0	5456.0	9543.0	742.0	4950.0	3310.0	1212.0	3331.0	3497.0	8549.0	2613.0	3232.0	2286.0	3081.0	940.0
190	195	75	80	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
190	229	75	107	6024.0	2465.0	1131.0	3596.0	6604.0	1956.0	3928.0	262.0	2127.0	5838.0	6114.0	6175.0	3712.0	3317.0	5765.0	1271.0	4323.0	1058.0	1542.0	2284.0	5560.0	724.0	272.0	4471.0	420.0	925.0	2764.0	2230.0	6687.0	7745.0	5280.0	1201.0	3322.0	7709.0	5418.0	6325.0	3647.0	5942.0	8384.0	375.0	1344.0	5455.0	9513.0	742.0	4954.0	3310.0	1247.0	3331.0	3446.0	8547.0	2609.0	3234.0	2286.0	3082.0	917.0
190	236	75	111	6023.0	2463.0	1144.0	3592.0	6623.0	1956.0	3924.0	246.0	2124.0	5837.0	6111.0	6177.0	3755.0	3312.0	5769.0	1224.0	4324.0	942.0	1546.0	2287.0	5558.0	724.0	271.0	4471.0	417.0	922.0	2762.0	2234.0	6690.0	7837.0	5285.0	1198.0	3323.0	7706.0	5416.0	6331.0	3647.0	5948.0	8381.0	374.0	1366.0	5452.0	9542.0	742.0	5048.0	3314.0	1246.0	3336.0	3444.0	8551.0	2607.0	3239.0	2288.0	3083.0	913.0
191	236	76	111	6034.0	2464.0	1164.0	3595.0	6629.0	1958.0	3926.0	264.0	2238.0	5839.0	6113.0	6178.0	3756.0	3313.0	5770.0	1226.0	4328.0	952.0	1551.0	2303.0	5558.0	728.0	274.0	4475.0	418.0	923.0	2764.0	2234.0	6691.0	7838.0	5287.0	1200.0	3349.0	7706.0	5418.0	6333.0	3651.0	5949.0	8382.0	375.0	1365.0	5453.0	9546.0	743.0	5050.0	3348.0	1248.0	3643.0	3445.0	8553.0	2608.0	3242.0	2289.0	3084.0	916.0
191	234	76	110	6033.0	2463.0	1164.0	3598.0	6630.0	1956.0	3927.0	264.0	2126.0	5839.0	6141.0	6177.0	3756.0	3313.0	5771.0	1278.0	4328.0	953.0	1549.0	2288.0	5559.0	728.0	275.0	4474.0	419.0	924.0	2765.0	2235.0	6690.0	7838.0	5288.0	1200.0	3350.0	7706.0	5418.0	6333.0	3652.0	5948.0	8382.0	375.0	1367.0	5454.0	9628.0	743.0	5050.0	3348.0	1248.0	3643.0	3446.0	8553.0	2608.0	3241.0	2288.0	3083.0	916.0
195	205	80	86	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
203	389	84	173	5877.0	2386.0	1083.0	3500.0	6546.0	1942.0	3923.0	172.0	2041.0	5632.0	6123.0	6237.0	3500.0	3238.0	5727.0	1156.0	3979.0	912.0	1513.0	2276.0	5540.0	716.0	363.0	4521.0	377.0	893.0	2747.0	2242.0	6644.0	7736.0	5211.0	1176.0	3330.0	7692.0	5282.0	6328.0	3612.0	5929.0	8472.0	365.0	1184.0	5459.0	9538.0	513.0	4940.0	3316.0	1198.0	3376.0	3384.0	8295.0	2594.0	3134.0	2207.0	2983.0	893.0
207	366	88	153	5986.0	2418.0	1210.0	3601.0	6627.0	1997.0	3874.0	213.0	2163.0	5816.0	6152.0	6218.0	3782.0	3318.0	5774.0	1287.0	4308.0	1046.0	1583.0	2314.0	5563.0	748.0	370.0	4563.0	411.0	928.0	2856.0	2255.0	6701.0	7831.0	5298.0	1175.0	3350.0	7640.0	5464.0	6325.0	3584.0	6250.0	8393.0	370.0	1240.0	5469.0	9548.0	968.0	5132.0	3362.0	1216.0	3578.0	3406.0	8575.0	2620.0	3237.0	2269.0	3099.0	959.0
208	371	89	158	5979.0	2427.0	1178.0	3603.0	6629.0	2002.0	3885.0	224.0	2171.0	5814.0	6147.0	6224.0	3789.0	3424.0	5791.0	1289.0	4318.0	1044.0	1585.0	2326.0	5608.0	756.0	383.0	4603.0	409.0	945.0	2975.0	2257.0	6702.0	7807.0	5301.0	1194.0	3349.0	7698.0	5464.0	6338.0	3619.0	6223.0	8481.0	377.0	1237.0	5475.0	9556.0	964.0	5141.0	3357.0	1293.0	3577.0	3400.0	8578.0	2620.0	3253.0	2275.0	3107.0	956.0
211	371	92	158	5986.0	2441.0	1177.0	3607.0	6629.0	2001.0	3905.0	221.0	2170.0	5815.0	6148.0	6221.0	3789.0	3427.0	5824.0	1285.0	4324.0	1050.0	1585.0	2328.0	5603.0	758.0	384.0	4603.0	413.0	946.0	2973.0	2258.0	6700.0	7805.0	5303.0	1184.0	3349.0	7701.0	5459.0	6337.0	3598.0	6224.0	8467.0	380.0	1272.0	5464.0	9562.0	966.0	5141.0	3356.0	1287.0	3580.0	3402.0	8579.0	2625.0	3252.0	2309.0	3106.0	960.0
220	226	99	104	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
221	227	100	105	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	302	101	147	5988.0	2428.0	1178.0	3612.0	6623.0	1999.0	3880.0	224.0	2123.0	5743.0	6143.0	6202.0	3781.0	3411.0	5765.0	1275.0	4318.0	1027.0	1599.0	2320.0	5753.0	750.0	362.0	4622.0	426.0	934.0	2828.0	2251.0	6703.0	7815.0	5281.0	1124.0	3352.0	7656.0	5331.0	6327.0	3579.0	6246.0	8390.0	388.0	1268.0	5462.0	9552.0	971.0	4839.0	3360.0	1211.0	3546.0	3410.0	8550.0	2625.0	3236.0	2265.0	3092.0	967.0
222	366	101	153	5985.0	2422.0	1175.0	3601.0	6618.0	1998.0	3870.0	223.0	2133.0	5742.0	6139.0	6214.0	3779.0	3314.0	5799.0	1269.0	4308.0	956.0	1587.0	2320.0	5697.0	751.0	367.0	4592.0	419.0	920.0	2821.0	2244.0	6702.0	7759.0	5280.0	1122.0	3358.0	7652.0	5379.0	6327.0	3578.0	6248.0	8394.0	384.0	1240.0	5471.0	9549.0	942.0	4971.0	3367.0	1209.0	3567.0	3400.0	8560.0	2586.0	3231.0	2264.0	3069.0	970.0
226	231	104	109	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
252	388	119	172	5887.0	2405.0	1098.0	3505.0	6551.0	2010.0	3980.0	178.0	2040.0	5646.0	6122.0	6222.0	3508.0	3267.0	5757.0	1273.0	3982.0	922.0	1554.0	2324.0	5573.0	719.0	478.0	4532.0	428.0	959.0	2793.0	2239.0	6648.0	7739.0	5214.0	1169.0	3334.0	7704.0	5289.0	6329.0	3676.0	6079.0	8391.0	399.0	1191.0	5493.0	9552.0	535.0	5064.0	3406.0	1263.0	3387.0	3388.0	8303.0	2611.0	3143.0	2221.0	2986.0	984.0
254	370	121	157	5975.0	2429.0	1177.0	3615.0	6630.0	2040.0	4008.0	232.0	2188.0	5817.0	6156.0	6228.0	3818.0	3451.0	5812.0	1295.0	4324.0	1068.0	1605.0	2326.0	5652.0	765.0	489.0	4609.0	458.0	973.0	2961.0	2424.0	6727.0	7813.0	5300.0	1231.0	3391.0	7704.0	5457.0	6342.0	3628.0	6236.0	8612.0	398.0	1272.0	5569.0	9562.0	981.0	5168.0	3367.0	1310.0	3578.0	3406.0	8601.0	2630.0	3348.0	2276.0	3125.0	1023.0
256	381	123	166	5968.0	2435.0	1170.0	3604.0	6635.0	2023.0	3907.0	208.0	2187.0	5816.0	6137.0	6212.0	3815.0	3433.0	5810.0	1285.0	4317.0	1070.0	1604.0	2335.0	5603.0	749.0	557.0	4598.0	453.0	964.0	2966.0	2282.0	6704.0	7792.0	5303.0	1227.0	3343.0	7693.0	5446.0	6336.0	3671.0	6228.0	8554.0	385.0	1276.0	5604.0	9567.0	973.0	5145.0	3351.0	1284.0	3571.0	3397.0	8588.0	2620.0	3310.0	2291.0	3106.0	1013.0
257	283	124	137	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	3515.0	20000.0	1397.0	20000.0	20000.0	1697.0	20000.0	20000.0	1020.0	630.0	4678.0	571.0	20000.0	20000.0	20000.0	20000.0	7929.0	20000.0	20000.0	20000.0	20000.0	5652.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	9914.0	1166.0	20000.0	20000.0	20000.0	20000.0	3556.0	8892.0	20000.0	20000.0	2490.0	20000.0	20000.0
257	370	124	157	5973.0	2436.0	1180.0	3617.0	6637.0	2036.0	3918.0	224.0	2194.0	5817.0	6161.0	6225.0	3821.0	3455.0	5816.0	1294.0	4327.0	1071.0	1608.0	2327.0	5647.0	774.0	557.0	4610.0	459.0	970.0	2966.0	2411.0	6728.0	7808.0	5307.0	1234.0	3385.0	7699.0	5455.0	6342.0	3676.0	6231.0	8612.0	392.0	1279.0	5577.0	9564.0	981.0	5153.0	3357.0	1311.0	3583.0	3406.0	8598.0	2633.0	3345.0	2287.0	3114.0	1019.0
292	369	141	156	20000.0	2458.0	1234.0	20000.0	6801.0	2137.0	3919.0	336.0	2264.0	5998.0	6383.0	6201.0	20000.0	3521.0	20000.0	1312.0	20000.0	1073.0	1677.0	2468.0	5744.0	971.0	20000.0	4816.0	514.0	1096.0	2989.0	20000.0	6907.0	7817.0	5442.0	1270.0	3409.0	7970.0	20000.0	20000.0	3915.0	6242.0	20000.0	20000.0	1289.0	20000.0	9620.0	1078.0	5264.0	3368.0	20000.0	20000.0	3417.0	8719.0	20000.0	20000.0	2440.0	3222.0	1094.0
292	297	141	146	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
376	383	163	168	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
382	388	167	172	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
33	38	8	11	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
34	168	9	61	5925.0	2476.0	1108.0	3582.0	6606.0	1984.0	3907.0	200.0	1972.0	5854.0	6120.0	6197.0	3591.0	3285.0	5807.0	1203.0	4093.0	1007.0	1466.0	2203.0	5603.0	733.0	189.0	4450.0	405.0	844.0	2779.0	2205.0	6708.0	7737.0	5284.0	1118.0	3254.0	7743.0	5367.0	6381.0	3639.0	6006.0	8350.0	469.0	1468.0	5372.0	9501.0	677.0	4902.0	3079.0	1214.0	3325.0	3463.0	8625.0	2543.0	3196.0	2207.0	3101.0	912.0
37	138	10	49	5928.0	2473.0	1108.0	3628.0	6608.0	1935.0	3920.0	190.0	1973.0	5845.0	6117.0	6203.0	3594.0	3277.0	5798.0	1187.0	4089.0	1006.0	1472.0	2207.0	5605.0	729.0	189.0	4450.0	409.0	847.0	2779.0	2199.0	6711.0	7735.0	5283.0	1114.0	3257.0	7736.0	5377.0	6382.0	3649.0	5995.0	8355.0	468.0	1444.0	5373.0	9506.0	673.0	4949.0	3063.0	1214.0	3670.0	3469.0	8628.0	2576.0	3198.0	2207.0	3102.0	909.0
37	142	10	51	5925.0	2476.0	1108.0	3592.0	6595.0	1937.0	3912.0	197.0	1972.0	5847.0	6116.0	6195.0	3591.0	3343.0	5803.0	1189.0	4091.0	1008.0	1468.0	2206.0	5606.0	732.0	187.0	4449.0	420.0	844.0	2777.0	2204.0	6708.0	7737.0	5282.0	1116.0	3256.0	7737.0	5379.0	6383.0	3646.0	5998.0	8351.0	469.0	1471.0	5373.0	9503.0	675.0	4911.0	3065.0	1213.0	3685.0	3463.0	8628.0	2549.0	3196.0	2209.0	3102.0	910.0
43	136	12	47	5977.0	2469.0	1112.0	3629.0	6615.0	1935.0	3922.0	187.0	2014.0	5846.0	6119.0	6165.0	3601.0	3235.0	5796.0	1187.0	4088.0	1008.0	1482.0	2210.0	5607.0	723.0	180.0	4450.0	421.0	876.0	2832.0	2199.0	6713.0	7754.0	5286.0	1117.0	3265.0	7736.0	5380.0	6327.0	3653.0	5992.0	8441.0	464.0	1440.0	5450.0	9512.0	676.0	5101.0	3097.0	1218.0	3663.0	3470.0	8628.0	2593.0	3200.0	2207.0	3103.0	913.0
43	138	12	49	6002.0	2475.0	1111.0	3629.0	6613.0	1937.0	3920.0	191.0	1976.0	5849.0	6120.0	6343.0	3601.0	3245.0	5808.0	1190.0	4091.0	1012.0	1479.0	2208.0	5610.0	729.0	186.0	4450.0	426.0	863.0	2832.0	2202.0	6710.0	7750.0	5284.0	1119.0	3259.0	7737.0	5383.0	6336.0	3650.0	5995.0	8471.0	468.0	1451.0	5377.0	9506.0	677.0	5104.0	3094.0	1216.0	3681.0	3472.0	8629.0	2591.0	3200.0	2210.0	3104.0	913.0
46	52	15	21	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
47	176	16	67	6128.0	2474.0	1117.0	3662.0	6648.0	2003.0	3987.0	196.0	2152.0	5915.0	6134.0	6347.0	3674.0	3355.0	5842.0	1312.0	4287.0	1200.0	1519.0	2294.0	5566.0	727.0	278.0	4480.0	416.0	924.0	2830.0	2203.0	6702.0	7858.0	5289.0	1176.0	3379.0	7729.0	5384.0	6395.0	3643.0	5902.0	8469.0	470.0	1447.0	5472.0	9503.0	736.0	4948.0	3298.0	1223.0	3664.0	3482.0	8602.0	2593.0	3214.0	2220.0	3042.0	970.0
47	251	16	118	5934.0	2476.0	1159.0	3615.0	6634.0	1996.0	3960.0	229.0	2142.0	5834.0	6155.0	6225.0	3674.0	3314.0	5789.0	1267.0	4324.0	1054.0	1598.0	2312.0	5572.0	785.0	352.0	4534.0	409.0	939.0	2833.0	2226.0	6695.0	7789.0	5368.0	1173.0	3332.0	7715.0	5401.0	6361.0	3636.0	6181.0	8395.0	359.0	1320.0	5454.0	9635.0	772.0	5069.0	3365.0	1257.0	3641.0	3466.0	8628.0	2642.0	3239.0	2301.0	3064.0	953.0
48	176	17	67	6127.0	2475.0	1118.0	3663.0	6649.0	2003.0	3988.0	196.0	2152.0	5917.0	6134.0	6348.0	3680.0	3354.0	5842.0	1196.0	4290.0	1202.0	1572.0	2295.0	5566.0	722.0	274.0	4479.0	384.0	928.0	2831.0	2204.0	6688.0	7856.0	5286.0	1178.0	3379.0	7727.0	5384.0	6319.0	3639.0	5901.0	8467.0	470.0	1446.0	5473.0	9502.0	737.0	4947.0	3299.0	1278.0	3667.0	3483.0	8602.0	2594.0	3218.0	2219.0	3040.0	970.0
49	222	18	101	5981.0	2504.0	1164.0	3612.0	6642.0	1992.0	3967.0	237.0	2131.0	5838.0	6150.0	6187.0	3673.0	3322.0	5777.0	1253.0	4316.0	1164.0	1599.0	2298.0	5579.0	755.0	346.0	4525.0	415.0	930.0	2782.0	2226.0	6692.0	7751.0	5364.0	1175.0	3316.0	7711.0	5389.0	6340.0	3629.0	6184.0	8431.0	374.0	1323.0	5450.0	9549.0	764.0	5059.0	3380.0	1242.0	3639.0	3471.0	8577.0	2584.0	3218.0	2340.0	3066.0	962.0
49	207	18	88	5974.0	2478.0	1166.0	3622.0	6649.0	2007.0	3964.0	227.0	2146.0	5843.0	6157.0	6347.0	3677.0	3328.0	5812.0	1260.0	4322.0	1199.0	1601.0	2308.0	5583.0	849.0	354.0	4566.0	416.0	937.0	2837.0	2228.0	6707.0	7793.0	5370.0	1179.0	3347.0	7714.0	5399.0	6383.0	3636.0	6182.0	8441.0	427.0	1332.0	5457.0	9661.0	774.0	5066.0	3382.0	1255.0	3644.0	3474.0	8589.0	2639.0	3241.0	2345.0	3073.0	967.0
50	176	19	67	6013.0	2476.0	1118.0	3664.0	6649.0	2004.0	3989.0	198.0	2151.0	5920.0	6134.0	6349.0	3681.0	3350.0	5815.0	1195.0	4292.0	1061.0	1567.0	2300.0	5568.0	717.0	272.0	4479.0	379.0	936.0	2830.0	2203.0	6682.0	7847.0	5263.0	1181.0	3378.0	7722.0	5369.0	6313.0	3629.0	5896.0	8462.0	469.0	1443.0	5474.0	9498.0	722.0	4945.0	3300.0	1275.0	3334.0	3484.0	8565.0	2605.0	3224.0	2215.0	3037.0	968.0
53	210	22	91	5978.0	2513.0	1173.0	3614.0	6647.0	2021.0	3961.0	227.0	2139.0	5842.0	6152.0	6193.0	3672.0	3328.0	5747.0	1253.0	4322.0	1081.0	1600.0	2304.0	5580.0	816.0	354.0	4559.0	421.0	936.0	2833.0	2223.0	6701.0	7743.0	5365.0	1173.0	3349.0	7712.0	5414.0	6349.0	3630.0	6177.0	8435.0	401.0	1324.0	5456.0	9568.0	770.0	5065.0	3388.0	1237.0	3642.0	3481.0	8573.0	2586.0	3221.0	2340.0	3081.0	955.0
53	58	22	27	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
55	60	24	29	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
57	170	26	63	5968.0	2487.0	1110.0	3588.0	6628.0	1946.0	4002.0	211.0	1984.0	5921.0	6127.0	6179.0	3590.0	3398.0	5759.0	1195.0	4209.0	972.0	1467.0	2315.0	5569.0	730.0	202.0	4476.0	382.0	912.0	2814.0	2200.0	6668.0	7719.0	5287.0	1177.0	3267.0	7707.0	5359.0	6316.0	3619.0	5899.0	8465.0	476.0	1309.0	5415.0	9493.0	689.0	4903.0	3073.0	1209.0	3694.0	3485.0	8543.0	2636.0	3194.0	2208.0	3030.0	969.0
57	206	26	87	5931.0	2476.0	1163.0	3606.0	6647.0	1945.0	3958.0	221.0	2135.0	5834.0	6156.0	6195.0	3665.0	3312.0	5752.0	1230.0	4321.0	988.0	1507.0	2304.0	5578.0	812.0	343.0	4560.0	414.0	936.0	2846.0	2221.0	6672.0	7719.0	5316.0	1157.0	3347.0	7706.0	5413.0	6346.0	3628.0	6125.0	8437.0	399.0	1306.0	5498.0	9546.0	775.0	5063.0	3280.0	1238.0	3638.0	3477.0	8574.0	2582.0	3231.0	2348.0	3081.0	939.0
