alnA	alnB	A	B	YBR164C_13	YBR164C_53	YBR164C_52	YBR164C_43	YBR164C_04	YBR164C_03	YBR164C_46	YBR164C_10	YBR164C_01	YBR164C_47	YBR164C_59	YBR164C_49	YBR164C_28	YBR164C_37	YBR164C_44	YBR164C_11	YBR164C_27	YBR164C_56	YBR164C_38	YBR164C_06	YBR164C_15	YBR164C_33	YBR164C_51	YBR164C_14	YBR164C_08	YBR164C_48	YBR164C_57	YBR164C_62	YBR164C_70
231	249	110	118	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
231	241	110	115	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
253	342	122	144	6552.0	465.0	1953.0	299.0	1197.0	5336.0	3380.0	1484.0	1183.0	6405.0	690.0	7567.0	3115.0	4027.0	8382.0	1619.0	8237.0	4321.0	1390.0	1062.0	7326.0	4473.0	8757.0	5551.0	6504.0	9318.0	6616.0	3346.0	9484.0
254	368	123	154	6539.0	436.0	1923.0	334.0	1195.0	5340.0	3387.0	1498.0	1006.0	6393.0	688.0	7626.0	3087.0	4073.0	8395.0	1580.0	8237.0	4329.0	1401.0	1073.0	7278.0	4471.0	8877.0	5547.0	6314.0	9312.0	6619.0	3350.0	9505.0
259	371	128	157	6538.0	341.0	1916.0	282.0	1183.0	5387.0	3439.0	1572.0	994.0	6397.0	677.0	7592.0	3087.0	4067.0	8358.0	1546.0	8238.0	4399.0	1435.0	1114.0	7272.0	4469.0	8893.0	5555.0	6222.0	9306.0	6595.0	3358.0	9557.0
290	368	133	154	6536.0	330.0	1919.0	386.0	1192.0	5394.0	3434.0	1564.0	992.0	6401.0	678.0	7592.0	3079.0	4078.0	8351.0	1546.0	8238.0	4399.0	1437.0	1114.0	7272.0	4472.0	8943.0	5569.0	6223.0	9308.0	6596.0	3361.0	9561.0
293	302	136	143	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
342	367	144	153	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
373	381	159	165	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
377	383	163	167	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
383	389	167	172	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
43	196	18	82	6530.0	346.0	2048.0	457.0	1192.0	5289.0	3507.0	1437.0	1264.0	6467.0	678.0	7553.0	3077.0	4108.0	8413.0	1647.0	8258.0	4436.0	1496.0	1152.0	7329.0	4563.0	9031.0	5585.0	6397.0	9282.0	6645.0	3474.0	9594.0
43	193	18	79	6528.0	349.0	2045.0	456.0	1192.0	5280.0	3517.0	1438.0	1264.0	6466.0	674.0	7552.0	3075.0	4105.0	8412.0	1645.0	8258.0	4436.0	1494.0	1151.0	7326.0	4526.0	9034.0	5563.0	6347.0	9279.0	6647.0	3538.0	9585.0
43	194	18	80	6529.0	349.0	2044.0	457.0	1192.0	5281.0	3516.0	1438.0	1264.0	6466.0	675.0	7552.0	3075.0	4105.0	8413.0	1645.0	8259.0	4435.0	1494.0	1152.0	7326.0	4561.0	9034.0	5563.0	6349.0	9281.0	6643.0	3539.0	9587.0
43	195	18	81	6529.0	348.0	2048.0	457.0	1192.0	5287.0	3509.0	1437.0	1264.0	6468.0	676.0	7553.0	3078.0	4106.0	8413.0	1647.0	8259.0	4436.0	1494.0	1151.0	7328.0	4563.0	9032.0	5585.0	6396.0	9282.0	6645.0	3474.0	9594.0
44	203	19	85	6531.0	341.0	2053.0	457.0	1193.0	5352.0	3505.0	1436.0	1263.0	6470.0	682.0	7554.0	3234.0	4109.0	8413.0	1647.0	8259.0	4435.0	1495.0	1152.0	7332.0	4567.0	8989.0	5582.0	6449.0	9282.0	6641.0	3473.0	9597.0
44	390	19	173	6533.0	333.0	1928.0	325.0	1162.0	5266.0	3411.0	1368.0	993.0	6360.0	636.0	7484.0	3098.0	4043.0	8356.0	1522.0	8214.0	4314.0	1259.0	1077.0	7262.0	4438.0	8641.0	5461.0	6213.0	9266.0	6569.0	3353.0	9464.0
44	194	19	80	6529.0	349.0	2054.0	458.0	1194.0	5284.0	3517.0	1440.0	1264.0	6466.0	674.0	7553.0	3076.0	4105.0	8416.0	1645.0	8261.0	4436.0	1496.0	1152.0	7327.0	4527.0	9033.0	5586.0	6396.0	9281.0	6641.0	3541.0	9587.0
46	194	21	80	6530.0	350.0	2058.0	460.0	1201.0	5285.0	3523.0	1444.0	1262.0	6468.0	674.0	7554.0	3229.0	4105.0	8420.0	1645.0	8266.0	4440.0	1497.0	1152.0	7327.0	4521.0	9032.0	5585.0	6407.0	9284.0	6636.0	3608.0	9568.0
46	55	21	30	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
46	385	21	169	6532.0	341.0	1943.0	325.0	1165.0	5269.0	3409.0	1364.0	993.0	6367.0	639.0	7521.0	3102.0	4041.0	8355.0	1534.0	8217.0	4318.0	1263.0	1080.0	7264.0	4439.0	8651.0	5466.0	6214.0	9266.0	6573.0	3350.0	9466.0
46	190	21	76	6524.0	350.0	2057.0	487.0	1293.0	5279.0	3542.0	1446.0	1264.0	6444.0	668.0	7553.0	3076.0	4100.0	8419.0	1640.0	8269.0	4440.0	1493.0	1150.0	7322.0	4477.0	9031.0	5565.0	6341.0	9274.0	6637.0	3609.0	9563.0
47	194	22	80	6529.0	350.0	2059.0	458.0	1296.0	5286.0	3526.0	1445.0	1261.0	6468.0	673.0	7554.0	3227.0	4103.0	8421.0	1642.0	8267.0	4440.0	1498.0	1152.0	7327.0	4518.0	9032.0	5581.0	6481.0	9285.0	6633.0	3472.0	9566.0
47	177	22	67	6526.0	362.0	2058.0	494.0	1092.0	5276.0	3584.0	1449.0	1273.0	6425.0	681.0	7557.0	3071.0	4091.0	8495.0	1641.0	8307.0	4448.0	1472.0	1148.0	7320.0	4474.0	8893.0	5586.0	6335.0	9272.0	6554.0	3498.0	9564.0
47	190	22	76	6524.0	350.0	2058.0	487.0	1293.0	5279.0	3543.0	1447.0	1262.0	6441.0	668.0	7554.0	3078.0	4099.0	8422.0	1639.0	8276.0	4441.0	1493.0	1150.0	7322.0	4476.0	8996.0	5587.0	6342.0	9278.0	6635.0	3364.0	9563.0
48	173	23	65	6526.0	364.0	2159.0	497.0	1093.0	5281.0	3637.0	1451.0	1276.0	6429.0	686.0	7561.0	3080.0	4094.0	8499.0	1648.0	8332.0	4476.0	1444.0	1150.0	7320.0	4476.0	8985.0	5574.0	6347.0	9283.0	6557.0	3577.0	9566.0
48	207	23	89	6528.0	342.0	2054.0	398.0	1199.0	5346.0	3503.0	1435.0	1215.0	6472.0	718.0	7559.0	3100.0	4081.0	8414.0	1642.0	8268.0	4444.0	1405.0	1148.0	7332.0	4576.0	8983.0	5579.0	6448.0	9281.0	6619.0	3451.0	9570.0
49	213	24	95	6524.0	333.0	1907.0	380.0	1199.0	5340.0	3419.0	1429.0	1203.0	6470.0	695.0	7562.0	3088.0	4052.0	8389.0	1637.0	8264.0	4441.0	1399.0	1146.0	7327.0	4566.0	8953.0	5568.0	6367.0	9269.0	6591.0	3446.0	9574.0
49	226	24	105	6517.0	332.0	1903.0	370.0	1192.0	5270.0	3418.0	1415.0	1175.0	6433.0	672.0	7557.0	3079.0	4062.0	8380.0	1637.0	8259.0	4439.0	1395.0	1142.0	7325.0	4524.0	8846.0	5559.0	6244.0	9269.0	6608.0	3356.0	9575.0
50	54	25	29	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
52	254	27	123	6507.0	350.0	1904.0	335.0	1183.0	5272.0	3404.0	1375.0	1084.0	6408.0	651.0	7525.0	3087.0	4040.0	8369.0	1639.0	8247.0	4349.0	1316.0	1100.0	7270.0	4446.0	8857.0	5546.0	6242.0	9279.0	6611.0	3333.0	9483.0
55	134	30	52	6457.0	346.0	2095.0	550.0	1103.0	5343.0	3524.0	1457.0	1145.0	6421.0	681.0	7557.0	3097.0	4106.0	8373.0	1644.0	8364.0	4447.0	1446.0	1155.0	7290.0	4476.0	8891.0	5579.0	6328.0	9270.0	6530.0	3526.0	9558.0
56	256	31	125	6507.0	352.0	1907.0	336.0	1227.0	5274.0	3403.0	1374.0	1087.0	6415.0	652.0	7527.0	3065.0	4041.0	8372.0	1636.0	8243.0	4346.0	1314.0	1098.0	7268.0	4447.0	8847.0	5548.0	6240.0	9263.0	6581.0	3334.0	9483.0
56	381	31	165	6523.0	344.0	1953.0	318.0	1173.0	5273.0	3409.0	1354.0	991.0	6390.0	644.0	7521.0	3020.0	4033.0	8352.0	1526.0	8217.0	4327.0	1289.0	1078.0	7262.0	4467.0	8840.0	5586.0	6205.0	9256.0	6571.0	3328.0	9451.0
58	134	33	52	6457.0	336.0	2095.0	553.0	1105.0	5344.0	3527.0	1506.0	1273.0	6423.0	677.0	7560.0	3181.0	4108.0	8378.0	1679.0	8454.0	4448.0	1444.0	1157.0	7293.0	4512.0	8894.0	5576.0	6328.0	9269.0	6530.0	3573.0	9559.0
58	135	33	53	6554.0	346.0	2160.0	589.0	1108.0	5348.0	3654.0	1506.0	1280.0	6434.0	678.0	7566.0	3179.0	4300.0	8491.0	1723.0	8454.0	4453.0	1444.0	1194.0	7325.0	4513.0	8897.0	5573.0	6332.0	9301.0	6562.0	3633.0	9566.0
58	136	33	54	6553.0	347.0	2161.0	599.0	1109.0	5356.0	3659.0	1507.0	1228.0	6543.0	676.0	7578.0	3180.0	4302.0	8548.0	1752.0	8453.0	4459.0	1443.0	1193.0	7325.0	4513.0	8897.0	5572.0	6370.0	9380.0	6561.0	3635.0	9614.0
58	171	33	63	6534.0	330.0	2059.0	525.0	1116.0	5435.0	3719.0	1505.0	1220.0	6453.0	679.0	7613.0	3021.0	4314.0	8524.0	1747.0	8446.0	4520.0	1437.0	1183.0	7323.0	4511.0	8895.0	5566.0	6366.0	9376.0	6555.0	3419.0	9611.0
59	137	34	55	6551.0	347.0	2077.0	603.0	1118.0	5505.0	3721.0	1506.0	1225.0	6542.0	680.0	7614.0	3181.0	20000.0	8549.0	1812.0	8454.0	4522.0	1442.0	1207.0	7325.0	4515.0	8897.0	5569.0	6370.0	9390.0	6562.0	3424.0	9780.0
61	387	36	170	6513.0	338.0	1949.0	318.0	1171.0	5275.0	3382.0	1356.0	989.0	6392.0	642.0	7519.0	3008.0	4034.0	8353.0	1520.0	8209.0	4325.0	1286.0	1081.0	7260.0	4469.0	8837.0	5583.0	6205.0	9255.0	6570.0	3343.0	9457.0
63	137	38	55	6544.0	347.0	2055.0	606.0	1239.0	5507.0	3718.0	1507.0	1221.0	6543.0	674.0	7672.0	3013.0	20000.0	8552.0	1813.0	8498.0	4527.0	1440.0	1272.0	7325.0	4552.0	8895.0	5565.0	6377.0	9395.0	6746.0	3422.0	9782.0
135	194	53	80	6479.0	325.0	2063.0	533.0	1047.0	5515.0	3509.0	1435.0	1194.0	6489.0	754.0	7561.0	3067.0	4152.0	8367.0	1785.0	8305.0	4409.0	1403.0	1208.0	7367.0	4539.0	8964.0	5642.0	6369.0	9323.0	6580.0	3519.0	9625.0
136	172	54	64	6720.0	20000.0	20000.0	20000.0	20000.0	20000.0	3751.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
140	382	57	166	6456.0	333.0	1900.0	317.0	1055.0	5224.0	3402.0	1353.0	994.0	6383.0	642.0	7522.0	3026.0	4037.0	8352.0	1522.0	8213.0	4321.0	1265.0	1070.0	7263.0	4449.0	8821.0	5468.0	6169.0	9247.0	6554.0	3321.0	9451.0
172	194	64	80	6547.0	377.0	2063.0	546.0	1100.0	5516.0	3514.0	1438.0	1261.0	6491.0	763.0	7564.0	3039.0	4146.0	8420.0	1662.0	8294.0	4437.0	1409.0	1152.0	7307.0	4558.0	9010.0	5640.0	6363.0	9322.0	6646.0	3606.0	9627.0
172	176	64	66	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
173	190	65	76	6619.0	20000.0	2135.0	632.0	1452.0	20000.0	3541.0	20000.0	20000.0	6517.0	917.0	7781.0	3266.0	20000.0	8432.0	1906.0	20000.0	4657.0	20000.0	1411.0	7519.0	4566.0	20000.0	5690.0	6380.0	20000.0	6656.0	20000.0	9635.0
173	177	65	67	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
176	190	66	76	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	7838.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
176	188	66	74	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
176	194	66	80	6549.0	519.0	2065.0	613.0	1447.0	5520.0	3517.0	1499.0	1484.0	6514.0	911.0	7667.0	3154.0	4250.0	8426.0	1735.0	8570.0	4652.0	1411.0	1156.0	7513.0	4563.0	9038.0	5642.0	6371.0	9326.0	6651.0	3648.0	9629.0
176	226	66	105	6504.0	328.0	1900.0	274.0	1058.0	5247.0	3405.0	1424.0	1169.0	6414.0	683.0	7503.0	3054.0	4064.0	8357.0	1590.0	8213.0	4420.0	1360.0	1102.0	7273.0	4435.0	8831.0	5546.0	6166.0	9276.0	6526.0	3359.0	9471.0
177	190	67	76	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
177	188	67	74	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
177	226	67	105	6505.0	327.0	1900.0	275.0	1059.0	5253.0	3407.0	1425.0	1169.0	6413.0	683.0	7504.0	3055.0	4065.0	8358.0	1604.0	8250.0	4439.0	1361.0	1107.0	7273.0	4440.0	8842.0	5546.0	6239.0	9277.0	6527.0	3358.0	9474.0
190	226	76	105	6504.0	325.0	1901.0	357.0	1101.0	5257.0	3416.0	1426.0	1161.0	6405.0	686.0	7503.0	3024.0	4080.0	8374.0	1598.0	8245.0	4364.0	1305.0	1102.0	7246.0	4444.0	8835.0	5560.0	6230.0	9316.0	6536.0	3350.0	9472.0
190	195	76	81	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
190	229	76	108	6508.0	331.0	1899.0	277.0	1102.0	5260.0	3415.0	1426.0	1162.0	6409.0	688.0	7506.0	3061.0	4079.0	8373.0	1590.0	8242.0	4372.0	1363.0	1103.0	7250.0	4444.0	8833.0	5556.0	6231.0	9315.0	6542.0	3350.0	9470.0
190	236	76	112	6510.0	333.0	1897.0	272.0	1114.0	5262.0	3406.0	1426.0	1160.0	6413.0	689.0	7507.0	3059.0	4079.0	8367.0	1559.0	8215.0	4373.0	1378.0	1104.0	7265.0	4442.0	8831.0	5555.0	6232.0	9314.0	6574.0	3351.0	9468.0
191	236	77	112	6511.0	335.0	1897.0	272.0	1118.0	5263.0	3404.0	1396.0	1160.0	6413.0	690.0	7507.0	3062.0	4080.0	8369.0	1560.0	8214.0	4372.0	1393.0	1102.0	7264.0	4443.0	8831.0	5557.0	6231.0	9314.0	6576.0	3351.0	9470.0
191	234	77	111	6510.0	334.0	1898.0	273.0	1116.0	5262.0	3406.0	1428.0	1161.0	6412.0	694.0	7507.0	3063.0	4080.0	8368.0	1563.0	8215.0	4372.0	1393.0	1101.0	7265.0	4443.0	8833.0	5558.0	6231.0	9314.0	6575.0	3350.0	9472.0
195	205	81	87	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
203	389	85	172	6580.0	352.0	1902.0	328.0	1161.0	5265.0	3407.0	1370.0	995.0	6359.0	634.0	7471.0	3090.0	4045.0	8355.0	1534.0	8215.0	4312.0	1257.0	1075.0	7259.0	4439.0	8640.0	5457.0	6214.0	9263.0	6566.0	3351.0	9464.0
207	366	89	152	6506.0	378.0	1898.0	294.0	1180.0	5268.0	3370.0	1384.0	1076.0	6369.0	680.0	7529.0	3072.0	4063.0	8360.0	1548.0	8215.0	4320.0	1349.0	1065.0	7250.0	4440.0	8762.0	5539.0	6233.0	9290.0	6585.0	3338.0	9484.0
208	371	90	157	6540.0	336.0	1904.0	286.0	1176.0	5270.0	3403.0	1381.0	999.0	6391.0	675.0	7533.0	3072.0	4063.0	8355.0	1544.0	8230.0	4331.0	1327.0	1102.0	7251.0	4445.0	8846.0	5541.0	6225.0	9291.0	6582.0	3341.0	9493.0
211	371	93	157	6538.0	332.0	1905.0	273.0	1154.0	5270.0	3405.0	1362.0	992.0	6392.0	668.0	7527.0	3071.0	4062.0	8355.0	1544.0	8234.0	4333.0	1318.0	1103.0	7250.0	4443.0	8845.0	5543.0	6215.0	9291.0	6589.0	3337.0	9465.0
220	226	100	105	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
221	227	101	106	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	302	102	143	6532.0	380.0	1896.0	267.0	1150.0	5270.0	3379.0	1410.0	1068.0	6361.0	665.0	7549.0	3103.0	4058.0	8371.0	1582.0	8212.0	4327.0	1319.0	1066.0	7265.0	4452.0	8751.0	5542.0	6283.0	9315.0	6617.0	3305.0	9446.0
222	366	102	152	6454.0	255.0	1834.0	280.0	1094.0	5223.0	3289.0	1419.0	920.0	6355.0	627.0	7493.0	3022.0	4077.0	8345.0	1549.0	8138.0	4272.0	1244.0	1063.0	7232.0	4422.0	8711.0	5483.0	6112.0	9275.0	6517.0	3294.0	9443.0
226	231	105	110	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
252	388	121	171	6531.0	376.0	1912.0	374.0	1173.0	5318.0	3445.0	1427.0	993.0	6363.0	642.0	7480.0	3085.0	4058.0	8357.0	1573.0	8231.0	4319.0	1262.0	1095.0	7305.0	4463.0	8648.0	5467.0	6228.0	9270.0	6598.0	3375.0	9468.0
254	370	123	156	6540.0	380.0	1919.0	285.0	1187.0	5347.0	3441.0	1523.0	1003.0	6394.0	684.0	7619.0	3088.0	4072.0	8390.0	1552.0	8237.0	4334.0	1403.0	1119.0	7277.0	4470.0	8881.0	5547.0	6309.0	9312.0	6598.0	3352.0	9558.0
256	381	125	165	6540.0	355.0	1915.0	280.0	1180.0	5329.0	3444.0	1610.0	993.0	6389.0	688.0	7589.0	3086.0	4063.0	8356.0	1549.0	8238.0	4334.0	1324.0	1115.0	7310.0	4461.0	8856.0	5545.0	6217.0	9299.0	6594.0	3404.0	9552.0
257	283	126	132	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
257	370	126	156	6538.0	376.0	1923.0	285.0	1186.0	5387.0	3441.0	1565.0	998.0	6397.0	683.0	7595.0	3089.0	4072.0	8362.0	1549.0	8238.0	4400.0	1434.0	1117.0	7276.0	4470.0	8887.0	5553.0	6310.0	9308.0	6597.0	3357.0	9558.0
292	369	135	155	6590.0	360.0	2013.0	390.0	1193.0	5481.0	3437.0	1635.0	996.0	6402.0	676.0	7595.0	3104.0	4079.0	8356.0	1545.0	8241.0	4408.0	1443.0	1111.0	7318.0	4482.0	8946.0	5575.0	6224.0	9313.0	6602.0	3410.0	9596.0
292	297	135	140	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
376	383	162	167	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
382	388	166	171	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
33	38	12	17	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
34	168	13	60	6469.0	386.0	2068.0	492.0	1100.0	5379.0	3592.0	1439.0	1273.0	6436.0	706.0	7577.0	3033.0	4169.0	8396.0	1646.0	8308.0	4414.0	1352.0	1161.0	7300.0	4471.0	8916.0	5573.0	6338.0	9333.0	6569.0	3504.0	9586.0
37	138	16	56	6478.0	363.0	2069.0	493.0	1110.0	5377.0	3596.0	1445.0	1150.0	6436.0	685.0	7559.0	3027.0	4108.0	8389.0	1644.0	8296.0	4432.0	1349.0	1160.0	7299.0	4471.0	8920.0	5570.0	6331.0	9257.0	6588.0	3364.0	9586.0
37	142	16	58	6473.0	385.0	2071.0	496.0	1107.0	5378.0	3596.0	1443.0	1274.0	6436.0	694.0	7577.0	3030.0	4179.0	8398.0	1647.0	8308.0	4469.0	1418.0	1159.0	7300.0	4473.0	8918.0	5571.0	6337.0	9290.0	6575.0	3510.0	9586.0
43	136	18	54	6578.0	351.0	2064.0	491.0	1113.0	5277.0	3431.0	1448.0	1151.0	6431.0	680.0	7552.0	3037.0	4097.0	8499.0	1642.0	8281.0	4420.0	1350.0	1158.0	7301.0	4474.0	8963.0	5567.0	6331.0	9257.0	6588.0	3365.0	9569.0
43	138	18	56	6528.0	358.0	2110.0	497.0	1109.0	5379.0	3597.0	1448.0	1242.0	6439.0	686.0	7562.0	3033.0	4103.0	8507.0	1645.0	8305.0	4459.0	1476.0	1159.0	7302.0	4478.0	8964.0	5569.0	6337.0	9276.0	6665.0	3509.0	9587.0
46	52	21	27	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
47	176	22	66	6526.0	363.0	2061.0	496.0	1093.0	5278.0	3586.0	1450.0	1274.0	6428.0	684.0	7559.0	3071.0	4093.0	8498.0	1644.0	8315.0	4452.0	1493.0	1150.0	7319.0	4476.0	8986.0	5577.0	6339.0	9276.0	6556.0	3575.0	9565.0
47	251	22	120	6517.0	340.0	1905.0	338.0	1186.0	5289.0	3409.0	1390.0	1142.0	6419.0	674.0	7534.0	3088.0	4052.0	8379.0	1643.0	8215.0	4368.0	1346.0	1101.0	7290.0	4448.0	8860.0	5563.0	6237.0	9283.0	6616.0	3354.0	9494.0
48	176	23	66	6526.0	363.0	2158.0	496.0	1092.0	5279.0	3587.0	1450.0	1274.0	6428.0	685.0	7559.0	3081.0	4094.0	8498.0	1645.0	8397.0	4476.0	1447.0	1150.0	7321.0	4475.0	8895.0	5576.0	6338.0	9279.0	6556.0	3574.0	9564.0
49	222	24	102	6520.0	331.0	1903.0	373.0	1227.0	5339.0	3417.0	1422.0	1179.0	6437.0	710.0	7558.0	3080.0	4058.0	8383.0	1635.0	8262.0	4439.0	1396.0	1145.0	7326.0	4561.0	8893.0	5553.0	6363.0	9267.0	6599.0	3451.0	9576.0
