alnA	alnB	A	B	YOR094W_63	YOR094W_09	YOR094W_48	YOR094W_26	YOR094W_32	YOR094W_02	YOR094W_39	YOR094W_20	YOR094W_22	YOR094W_10	YOR094W_03	YOR094W_56	YOR094W_17	YOR094W_29	YOR094W_49	YOR094W_16	YOR094W_33	YOR094W_47	YOR094W_07	YOR094W_18	YOR094W_37	YOR094W_57	YOR094W_14	YOR094W_59	YOR094W_11	YOR094W_67	YOR094W_13	YOR094W_19	YOR094W_55	YOR094W_12	YOR094W_70	YOR094W_66	YOR094W_15	YOR094W_06	YOR094W_21	YOR094W_62	YOR094W_31	YOR094W_36	YOR094W_51	YOR094W_45	YOR094W_04	YOR094W_23	YOR094W_01	YOR094W_52	YOR094W_64
48	54	22	28	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
48	177	22	66	8960.0	7953.0	451.0	4873.0	3260.0	1227.0	3347.0	5670.0	7148.0	7078.0	2351.0	6247.0	1633.0	8116.0	1824.0	2519.0	2125.0	3423.0	3783.0	104.0	444.0	5127.0	4125.0	2161.0	7387.0	7376.0	2512.0	6062.0	2134.0	353.0	3648.0	2312.0	1504.0	1578.0	376.0	8342.0	4314.0	4431.0	3045.0	7444.0	6669.0	4265.0	696.0	7624.0	2606.0
49	209	23	90	8918.0	7938.0	402.0	4806.0	3261.0	1140.0	3382.0	5400.0	7136.0	7039.0	2276.0	6072.0	1496.0	8101.0	1727.0	2571.0	2008.0	3425.0	3731.0	92.0	376.0	5070.0	4026.0	2056.0	7367.0	7369.0	2330.0	5890.0	2118.0	311.0	3636.0	2175.0	1483.0	1584.0	384.0	8274.0	4259.0	4403.0	2960.0	7420.0	6629.0	4221.0	705.0	7603.0	2419.0
49	53	23	27	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
54	256	28	124	8912.0	7844.0	361.0	4784.0	3252.0	1032.0	3319.0	5363.0	7092.0	6967.0	2267.0	6023.0	1396.0	8062.0	1719.0	2334.0	1965.0	3428.0	3656.0	64.0	261.0	4988.0	3938.0	2041.0	7357.0	7360.0	2252.0	5832.0	2021.0	268.0	3569.0	2073.0	1376.0	1578.0	364.0	8263.0	4172.0	4398.0	2910.0	7424.0	6617.0	4207.0	601.0	7548.0	2368.0
54	177	28	66	9109.0	7943.0	455.0	4887.0	3211.0	1217.0	3458.0	5361.0	7153.0	7119.0	2353.0	6246.0	1643.0	8108.0	1827.0	2519.0	2124.0	3442.0	3788.0	108.0	447.0	5154.0	4127.0	2162.0	7390.0	7382.0	2509.0	6036.0	2134.0	344.0	3663.0	2317.0	1499.0	1527.0	379.0	8338.0	4317.0	4442.0	3047.0	7448.0	6665.0	4277.0	699.0	7623.0	2608.0
54	119	28	42	8971.0	8018.0	491.0	5031.0	3371.0	1245.0	3447.0	5317.0	7225.0	7122.0	2153.0	6246.0	1485.0	8155.0	1808.0	2586.0	2193.0	3567.0	3795.0	251.0	456.0	20000.0	20000.0	2315.0	7521.0	7438.0	2534.0	20000.0	2141.0	374.0	3736.0	2318.0	1518.0	1583.0	594.0	8598.0	4393.0	4493.0	3123.0	7467.0	6743.0	4487.0	704.0	7626.0	2465.0
56	61	30	35	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
57	372	31	158	8871.0	7800.0	356.0	4774.0	3213.0	1013.0	3316.0	5353.0	7088.0	6937.0	2263.0	5940.0	1386.0	8056.0	1708.0	2278.0	1881.0	3339.0	3593.0	32.0	248.0	4915.0	3928.0	1989.0	7276.0	7359.0	2238.0	5832.0	2015.0	257.0	3556.0	2063.0	1337.0	1554.0	325.0	8235.0	4078.0	4368.0	2874.0	7373.0	6542.0	4151.0	593.0	7517.0	2364.0
58	63	32	37	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
61	142	35	57	8911.0	8010.0	460.0	4886.0	3278.0	1269.0	3415.0	5423.0	7237.0	7117.0	2353.0	6256.0	1591.0	8125.0	1783.0	2528.0	2150.0	3413.0	3797.0	156.0	346.0	5163.0	4207.0	2205.0	7418.0	7357.0	2367.0	5937.0	2129.0	434.0	3634.0	2190.0	1601.0	1726.0	433.0	20000.0	20000.0	4466.0	3045.0	7419.0	6654.0	4230.0	710.0	7594.0	2589.0
136	167	53	58	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
169	203	60	84	8912.0	7902.0	387.0	4801.0	3246.0	1118.0	3331.0	5320.0	7132.0	6967.0	2273.0	6068.0	1386.0	8120.0	1762.0	2533.0	2010.0	3413.0	3777.0	88.0	372.0	5050.0	4107.0	2074.0	7370.0	7354.0	2258.0	5888.0	2073.0	291.0	3633.0	2265.0	1524.0	1558.0	406.0	8317.0	4247.0	4398.0	2945.0	7416.0	6632.0	4227.0	708.0	7620.0	2405.0
170	206	61	87	8911.0	7902.0	376.0	4799.0	3249.0	1116.0	3371.0	5321.0	7130.0	6970.0	2272.0	6066.0	1387.0	8105.0	1756.0	2533.0	2008.0	3413.0	3773.0	88.0	378.0	5056.0	3970.0	2076.0	7368.0	7352.0	2300.0	5886.0	2072.0	304.0	3631.0	2205.0	1520.0	1557.0	408.0	8339.0	4246.0	4397.0	2947.0	7416.0	6630.0	4223.0	707.0	7618.0	2404.0
173	191	64	76	20000.0	20000.0	20000.0	4984.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	2305.0	20000.0	20000.0	20000.0	20000.0	20000.0	2172.0	20000.0	20000.0	229.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	581.0	20000.0	2276.0	20000.0	1906.0	20000.0	20000.0	20000.0	20000.0	2991.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
173	194	64	79	8933.0	8030.0	459.0	4846.0	3274.0	1367.0	3446.0	5331.0	7325.0	7044.0	2299.0	6085.0	1604.0	20000.0	1870.0	2548.0	2104.0	3507.0	3788.0	140.0	20000.0	20000.0	4116.0	2086.0	7403.0	7457.0	2476.0	20000.0	2114.0	572.0	3647.0	2269.0	1624.0	1693.0	419.0	8623.0	4367.0	4532.0	2972.0	7443.0	6721.0	4280.0	722.0	7892.0	2439.0
188	193	73	78	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
192	226	77	104	8933.0	7854.0	363.0	4804.0	3188.0	1129.0	3334.0	5382.0	7125.0	6978.0	2250.0	6065.0	1383.0	8072.0	1724.0	2399.0	1952.0	3395.0	3709.0	56.0	283.0	5015.0	3995.0	2048.0	7282.0	7351.0	2282.0	5848.0	2075.0	308.0	3681.0	2150.0	1406.0	1580.0	395.0	8361.0	4242.0	4395.0	2983.0	7415.0	6601.0	4278.0	565.0	7581.0	2410.0
192	236	77	111	8926.0	7864.0	375.0	4808.0	3305.0	1118.0	3345.0	5377.0	7139.0	6975.0	2294.0	6068.0	1390.0	8070.0	1716.0	2401.0	1953.0	3396.0	3711.0	56.0	283.0	5015.0	3987.0	2061.0	7290.0	7354.0	2340.0	5847.0	2080.0	298.0	3761.0	2149.0	1462.0	1586.0	396.0	8359.0	4244.0	4472.0	2959.0	7422.0	6679.0	4275.0	568.0	7601.0	2408.0
204	251	85	119	8919.0	7848.0	440.0	4793.0	3311.0	1112.0	3363.0	5380.0	7130.0	6983.0	2388.0	6080.0	1394.0	8073.0	1766.0	2405.0	1957.0	3427.0	3707.0	66.0	308.0	5017.0	3994.0	2066.0	7379.0	7430.0	2363.0	5856.0	2115.0	275.0	3747.0	2143.0	1433.0	1594.0	393.0	8364.0	4180.0	4455.0	2946.0	7450.0	6636.0	4245.0	584.0	7621.0	2405.0
208	253	89	121	8924.0	7864.0	442.0	4822.0	3271.0	1145.0	3353.0	5387.0	7105.0	6991.0	2389.0	6084.0	1398.0	8072.0	1787.0	2364.0	1964.0	3432.0	3694.0	73.0	306.0	5007.0	3991.0	2071.0	7385.0	7436.0	2367.0	5861.0	2079.0	276.0	3653.0	2105.0	1421.0	1614.0	393.0	8397.0	4191.0	4442.0	2955.0	7442.0	6634.0	4280.0	593.0	7558.0	2399.0
209	214	90	95	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
210	214	91	95	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
211	368	92	154	8875.0	7805.0	408.0	4795.0	3257.0	1023.0	3338.0	5358.0	7090.0	6949.0	2383.0	5957.0	1380.0	8064.0	1715.0	2292.0	1900.0	3370.0	3629.0	36.0	255.0	4924.0	3955.0	1998.0	7287.0	7415.0	2246.0	5820.0	2024.0	271.0	3633.0	2071.0	1383.0	1621.0	330.0	8278.0	4091.0	4397.0	2923.0	7427.0	6553.0	4160.0	563.0	7529.0	2379.0
212	256	93	124	8923.0	7860.0	440.0	4814.0	3264.0	1144.0	3341.0	5360.0	7098.0	7002.0	2394.0	6080.0	1395.0	8071.0	1764.0	2358.0	1970.0	3431.0	3662.0	72.0	295.0	4992.0	3964.0	2063.0	7324.0	7431.0	2262.0	5890.0	2072.0	277.0	3642.0	2091.0	1399.0	1624.0	377.0	8351.0	4192.0	4426.0	2918.0	7438.0	6625.0	4279.0	594.0	7552.0	2394.0
212	283	93	131	8907.0	7852.0	440.0	4809.0	3265.0	1104.0	3339.0	5352.0	7096.0	7004.0	2398.0	6065.0	1397.0	8074.0	1755.0	2335.0	1970.0	3505.0	3657.0	83.0	293.0	4989.0	3957.0	2065.0	7305.0	7425.0	2257.0	5883.0	2024.0	291.0	3639.0	2070.0	1404.0	1631.0	373.0	8336.0	4196.0	4423.0	2912.0	7426.0	6618.0	4252.0	573.0	7548.0	2385.0
212	290	93	132	8917.0	7852.0	440.0	4809.0	3266.0	1105.0	3340.0	5353.0	7097.0	7004.0	2398.0	6066.0	1396.0	8073.0	1755.0	2347.0	1971.0	3506.0	3657.0	75.0	294.0	4989.0	3959.0	2066.0	7306.0	7424.0	2257.0	5883.0	2025.0	291.0	3639.0	2070.0	1405.0	1633.0	373.0	8337.0	4197.0	4425.0	2915.0	7430.0	6619.0	4252.0	575.0	7548.0	2386.0
214	291	95	133	8899.0	7853.0	438.0	4810.0	3266.0	1101.0	3342.0	5351.0	7095.0	7007.0	2399.0	6072.0	1390.0	8074.0	1754.0	2333.0	1971.0	3430.0	3655.0	60.0	292.0	4990.0	3958.0	2062.0	7296.0	7424.0	2256.0	5882.0	2024.0	297.0	3636.0	2069.0	1418.0	1639.0	374.0	8336.0	4197.0	4425.0	2918.0	7438.0	6618.0	4251.0	573.0	7549.0	2391.0
219	368	98	154	8870.0	7799.0	397.0	4774.0	3242.0	1011.0	3339.0	5353.0	7085.0	6949.0	2250.0	5943.0	1369.0	8052.0	1711.0	2293.0	1877.0	3365.0	3558.0	30.0	245.0	4913.0	3950.0	1989.0	7283.0	7406.0	2249.0	5811.0	2015.0	278.0	3630.0	2062.0	1372.0	1623.0	309.0	8270.0	4083.0	4398.0	2868.0	7434.0	6518.0	4145.0	546.0	7535.0	2382.0
222	228	101	106	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
225	230	103	108	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
231	249	109	117	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
231	241	109	114	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
253	342	121	143	8946.0	7889.0	413.0	4941.0	3319.0	1016.0	3409.0	5355.0	7106.0	6954.0	2440.0	6029.0	1378.0	8099.0	1753.0	2375.0	2019.0	3353.0	3726.0	138.0	303.0	4977.0	3974.0	2081.0	7309.0	7422.0	2294.0	5853.0	2058.0	351.0	3558.0	2117.0	1480.0	1619.0	456.0	8342.0	4160.0	4373.0	2879.0	7384.0	6542.0	4187.0	612.0	7547.0	2410.0
254	368	122	154	8880.0	7938.0	462.0	4992.0	3319.0	1019.0	3372.0	5491.0	7103.0	6949.0	2409.0	6024.0	1448.0	8073.0	1729.0	2314.0	1974.0	3401.0	3670.0	176.0	301.0	4983.0	3974.0	2009.0	7310.0	7419.0	2289.0	5825.0	2132.0	362.0	3646.0	2175.0	1431.0	1618.0	447.0	8339.0	4100.0	4380.0	2888.0	7502.0	6578.0	4173.0	601.0	7530.0	2394.0
259	371	127	157	8878.0	7808.0	456.0	4947.0	3304.0	1062.0	3362.0	5484.0	7100.0	6953.0	2400.0	5952.0	1543.0	8067.0	1718.0	2291.0	1886.0	3483.0	3639.0	39.0	299.0	4930.0	4004.0	1994.0	7348.0	7442.0	2276.0	5826.0	2127.0	391.0	3688.0	2179.0	1432.0	1618.0	326.0	8323.0	4090.0	4402.0	2933.0	7504.0	6575.0	4161.0	600.0	7529.0	2388.0
290	368	132	154	8878.0	7807.0	455.0	4951.0	3304.0	1090.0	3363.0	5487.0	7098.0	6963.0	2404.0	5953.0	1451.0	8071.0	1716.0	2291.0	1882.0	3483.0	3622.0	37.0	292.0	4921.0	4008.0	1995.0	7347.0	7516.0	2278.0	5830.0	2140.0	394.0	3694.0	2094.0	1436.0	1641.0	325.0	8320.0	4101.0	4398.0	2944.0	7507.0	6568.0	4161.0	604.0	7531.0	2387.0
293	302	135	142	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
342	367	143	153	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
373	381	159	165	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
377	383	163	167	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
383	389	167	172	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
43	196	17	81	8917.0	7967.0	380.0	4809.0	3274.0	1121.0	3332.0	5408.0	7134.0	6972.0	2299.0	6070.0	1444.0	8126.0	1762.0	2584.0	2013.0	3415.0	3758.0	90.0	368.0	5046.0	4106.0	2073.0	7386.0	7377.0	2322.0	5893.0	2105.0	294.0	3660.0	2264.0	1511.0	1555.0	389.0	8391.0	4247.0	4400.0	2948.0	7417.0	6636.0	4248.0	696.0	7619.0	2411.0
43	193	17	78	8919.0	7963.0	379.0	4804.0	3274.0	1124.0	3328.0	5411.0	7132.0	7025.0	2297.0	6067.0	1448.0	8126.0	1762.0	2584.0	2014.0	3414.0	3757.0	91.0	366.0	5043.0	4036.0	2073.0	7384.0	7374.0	2285.0	5895.0	2106.0	298.0	3663.0	2265.0	1509.0	1553.0	387.0	8392.0	4247.0	4400.0	2948.0	7418.0	6638.0	4250.0	696.0	7620.0	2408.0
43	194	17	79	8918.0	7964.0	382.0	4805.0	3273.0	1123.0	3330.0	5410.0	7133.0	7029.0	2302.0	6069.0	1448.0	8127.0	1766.0	2583.0	2016.0	3414.0	3759.0	91.0	365.0	5043.0	4039.0	2073.0	7385.0	7376.0	2287.0	5895.0	2105.0	298.0	3663.0	2265.0	1510.0	1554.0	386.0	8391.0	4247.0	4399.0	2946.0	7418.0	6639.0	4250.0	697.0	7621.0	2413.0
43	195	17	80	8918.0	7965.0	380.0	4806.0	3274.0	1122.0	3331.0	5409.0	7138.0	7029.0	2302.0	6069.0	1445.0	8126.0	1764.0	2584.0	2016.0	3415.0	3759.0	91.0	367.0	5045.0	4106.0	2073.0	7387.0	7376.0	2322.0	5894.0	2105.0	297.0	3661.0	2264.0	1510.0	1555.0	387.0	8392.0	4247.0	4399.0	2947.0	7418.0	6638.0	4249.0	697.0	7621.0	2413.0
44	203	18	84	8916.0	7969.0	397.0	4819.0	3273.0	1124.0	3375.0	5403.0	7134.0	6973.0	2299.0	6071.0	1443.0	8125.0	1762.0	2583.0	2011.0	3417.0	3757.0	90.0	372.0	5055.0	4109.0	2072.0	7389.0	7393.0	2324.0	5892.0	2108.0	295.0	3662.0	2263.0	1512.0	1557.0	390.0	8365.0	4249.0	4403.0	2949.0	7419.0	6635.0	4234.0	697.0	7616.0	2413.0
44	390	18	173	8865.0	7829.0	400.0	4854.0	3276.0	1029.0	3323.0	5378.0	7095.0	6937.0	2269.0	5962.0	1378.0	8062.0	1712.0	2279.0	1820.0	3268.0	3626.0	67.0	253.0	4923.0	3917.0	1918.0	7348.0	7393.0	2228.0	5875.0	1955.0	253.0	3630.0	2067.0	1305.0	1555.0	297.0	8239.0	4049.0	4346.0	2878.0	7360.0	6586.0	4147.0	592.0	7483.0	2373.0
44	194	18	79	8919.0	7966.0	387.0	4809.0	3267.0	1144.0	3333.0	5411.0	7142.0	7032.0	2303.0	6073.0	1450.0	8126.0	1769.0	2583.0	2020.0	3415.0	3760.0	92.0	370.0	5045.0	4041.0	2074.0	7388.0	7380.0	2323.0	5954.0	2107.0	300.0	3666.0	2266.0	1509.0	1556.0	386.0	8393.0	4249.0	4403.0	2950.0	7419.0	6640.0	4250.0	699.0	7619.0	2418.0
46	194	20	79	8922.0	7965.0	440.0	4824.0	3263.0	1150.0	3440.0	5415.0	7141.0	7037.0	2306.0	6084.0	1503.0	8126.0	1775.0	2582.0	2135.0	3416.0	3763.0	94.0	373.0	5054.0	4110.0	2076.0	7391.0	7383.0	2326.0	6039.0	2113.0	303.0	3669.0	2267.0	1505.0	1561.0	385.0	8395.0	4258.0	4412.0	2956.0	7426.0	6645.0	4251.0	703.0	7616.0	2431.0
46	55	20	29	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
46	385	20	169	8866.0	7836.0	406.0	4832.0	3264.0	1029.0	3321.0	5363.0	7092.0	6939.0	2270.0	5959.0	1383.0	8057.0	1710.0	2280.0	1885.0	3273.0	3629.0	70.0	253.0	4930.0	3921.0	1926.0	7355.0	7389.0	2234.0	5841.0	1958.0	252.0	3623.0	2065.0	1311.0	1563.0	302.0	8240.0	4053.0	4351.0	2881.0	7362.0	6576.0	4147.0	539.0	7490.0	2380.0
46	190	20	75	8926.0	7960.0	387.0	4829.0	3259.0	1227.0	3332.0	5562.0	7138.0	7045.0	2306.0	6089.0	1504.0	8123.0	1802.0	2524.0	2129.0	3417.0	3764.0	107.0	387.0	5052.0	4037.0	2083.0	7388.0	7378.0	2320.0	6042.0	2137.0	315.0	3667.0	2275.0	1502.0	1563.0	381.0	8350.0	4283.0	4432.0	2963.0	7434.0	6656.0	4256.0	697.0	7615.0	2427.0
47	194	21	79	8923.0	7964.0	442.0	4828.0	3261.0	1150.0	3444.0	5417.0	7140.0	7040.0	2309.0	6087.0	1502.0	8125.0	1813.0	2581.0	2134.0	3416.0	3764.0	99.0	375.0	5066.0	4114.0	2076.0	7393.0	7384.0	2562.0	6038.0	2113.0	307.0	3669.0	2203.0	1502.0	1564.0	384.0	8396.0	4271.0	4432.0	2959.0	7427.0	6650.0	4250.0	704.0	7615.0	2433.0
47	177	21	66	8958.0	7959.0	450.0	4872.0	3215.0	1227.0	3343.0	5670.0	7151.0	7076.0	2307.0	6245.0	1432.0	8118.0	1823.0	2519.0	2120.0	3421.0	3781.0	103.0	443.0	5125.0	4125.0	2162.0	7386.0	7376.0	2512.0	6059.0	2084.0	347.0	3645.0	2310.0	1505.0	1578.0	377.0	8343.0	4312.0	4428.0	3044.0	7444.0	6669.0	4263.0	696.0	7626.0	2607.0
47	190	21	75	8949.0	7958.0	445.0	4831.0	3257.0	1226.0	3334.0	5561.0	7138.0	7047.0	2308.0	6139.0	1504.0	8122.0	1813.0	2522.0	2129.0	3419.0	3767.0	165.0	439.0	5067.0	4038.0	2084.0	7388.0	7380.0	2320.0	6041.0	2137.0	317.0	3668.0	2282.0	1500.0	1566.0	380.0	8342.0	4299.0	4435.0	2989.0	7435.0	6659.0	4257.0	698.0	7614.0	2434.0
48	173	22	64	8963.0	7985.0	451.0	4880.0	3267.0	1229.0	3515.0	5671.0	7153.0	7080.0	2349.0	6250.0	1401.0	8127.0	1825.0	2521.0	2129.0	3419.0	3783.0	104.0	444.0	5128.0	4126.0	2168.0	7388.0	7361.0	2517.0	6065.0	2132.0	357.0	3640.0	2311.0	1515.0	1579.0	380.0	8346.0	4313.0	4433.0	3045.0	7446.0	6673.0	4260.0	699.0	7628.0	2655.0
48	207	22	88	8918.0	7972.0	401.0	4818.0	3265.0	1139.0	3383.0	5393.0	7136.0	7037.0	2276.0	6074.0	1450.0	8111.0	1731.0	2579.0	2010.0	3422.0	3741.0	92.0	381.0	5068.0	4030.0	2066.0	7371.0	7382.0	2342.0	5891.0	2116.0	307.0	3671.0	2202.0	1487.0	1575.0	387.0	8369.0	4256.0	4406.0	2956.0	7421.0	6632.0	4223.0	703.0	7609.0	2433.0
49	213	23	94	8916.0	7885.0	368.0	4799.0	3254.0	1135.0	3326.0	5399.0	7135.0	7037.0	2272.0	6067.0	1511.0	8087.0	1724.0	2550.0	2006.0	3420.0	3727.0	90.0	371.0	5069.0	4021.0	2049.0	7342.0	7358.0	2312.0	5884.0	2114.0	315.0	3629.0	2164.0	1476.0	1585.0	375.0	8269.0	4251.0	4396.0	2968.0	7418.0	6623.0	4219.0	710.0	7593.0	2406.0
