alnA	alnB	A	B	YKR014C_44	YKR014C_69	YKR014C_10	YKR014C_62	YKR014C_08	YKR014C_49	YKR014C_12	YKR014C_11	YKR014C_06	YKR014C_52	YKR014C_50	YKR014C_70	YKR014C_67	YKR014C_28	YKR014C_61	YKR014C_34	YKR014C_43	YKR014C_01	YKR014C_32	YKR014C_30	YKR014C_21	YKR014C_56	YKR014C_13	YKR014C_64	YKR014C_55	YKR014C_15	YKR014C_36	YKR014C_18	YKR014C_51	YKR014C_05	YKR014C_47	YKR014C_20	YKR014C_31	YKR014C_26	YKR014C_29	YKR014C_33	YKR014C_38	YKR014C_40	YKR014C_66	YKR014C_25	YKR014C_39	YKR014C_58	YKR014C_19	YKR014C_24	YKR014C_42	YKR014C_41	YKR014C_63	YKR014C_37	YKR014C_07	YKR014C_59	YKR014C_54	YKR014C_53	YKR014C_45	YKR014C_27	YKR014C_46	YKR014C_48	YKR014C_14	YKR014C_16	YKR014C_22	YKR014C_68	YKR014C_60	YKR014C_35	YKR014C_09	YKR014C_57	YKR014C_02	YKR014C_04	YKR014C_03
43	194	3	78	6880.0	832.0	1241.0	812.0	419.0	4233.0	4212.0	3947.0	6510.0	1660.0	4581.0	2646.0	3705.0	914.0	721.0	1795.0	6526.0	376.0	803.0	2268.0	1876.0	274.0	417.0	1067.0	370.0	6058.0	228.0	1133.0	188.0	598.0	1721.0	3034.0	2108.0	3470.0	1963.0	6735.0	2381.0	3758.0	1939.0	5570.0	1713.0	2238.0	1417.0	2179.0	3991.0	129.0	946.0	617.0	2967.0	1257.0	2897.0	2316.0	2134.0	1663.0	6759.0	2733.0	820.0	6599.0	6222.0	1959.0	2858.0	543.0	862.0	3415.0	5304.0	1633.0	550.0
43	195	3	79	6880.0	833.0	1265.0	815.0	421.0	4233.0	4211.0	3947.0	6509.0	1660.0	4583.0	2647.0	3706.0	915.0	722.0	1795.0	6526.0	375.0	803.0	2269.0	1876.0	275.0	417.0	1067.0	369.0	6058.0	228.0	1131.0	188.0	599.0	1724.0	3034.0	2108.0	3471.0	1963.0	6736.0	2382.0	3756.0	1938.0	5571.0	1713.0	2237.0	1418.0	2181.0	3990.0	129.0	947.0	618.0	2967.0	1259.0	2897.0	2317.0	2133.0	1664.0	6759.0	2733.0	819.0	6599.0	6225.0	1958.0	2860.0	543.0	862.0	3416.0	5303.0	1633.0	556.0
44	203	4	83	6877.0	834.0	1264.0	833.0	441.0	4233.0	4212.0	3940.0	6505.0	1657.0	4595.0	2660.0	3737.0	920.0	726.0	1795.0	6527.0	376.0	802.0	2273.0	1876.0	297.0	421.0	1070.0	366.0	6065.0	244.0	1128.0	184.0	601.0	1838.0	3036.0	2110.0	3475.0	1966.0	6739.0	2384.0	3752.0	1934.0	5572.0	1643.0	2235.0	1446.0	2183.0	3986.0	130.0	947.0	617.0	2971.0	1288.0	2895.0	2318.0	2136.0	1667.0	6758.0	2732.0	820.0	6600.0	6231.0	1952.0	2863.0	549.0	865.0	3425.0	5298.0	1631.0	624.0
44	390	4	188	6872.0	784.0	1240.0	790.0	416.0	4224.0	4209.0	3865.0	6393.0	1632.0	4583.0	2634.0	3692.0	921.0	713.0	1749.0	6517.0	384.0	809.0	2212.0	1764.0	294.0	412.0	936.0	354.0	6065.0	201.0	1115.0	174.0	575.0	1605.0	3033.0	2106.0	3476.0	1831.0	6780.0	2371.0	3700.0	1936.0	5560.0	1634.0	2220.0	1292.0	2177.0	3981.0	124.0	937.0	567.0	2906.0	1258.0	2891.0	2309.0	2124.0	1666.0	6737.0	2715.0	810.0	6593.0	6247.0	1938.0	2830.0	538.0	860.0	3439.0	5287.0	1586.0	556.0
44	194	4	78	6880.0	832.0	1266.0	817.0	420.0	4234.0	4235.0	3947.0	6509.0	1660.0	4582.0	2659.0	3732.0	915.0	722.0	1794.0	6527.0	377.0	804.0	2271.0	1876.0	275.0	418.0	1068.0	375.0	6064.0	227.0	1135.0	189.0	599.0	1842.0	3035.0	2109.0	3471.0	1964.0	6734.0	2382.0	3760.0	1939.0	5571.0	1714.0	2243.0	1419.0	2180.0	3991.0	130.0	948.0	617.0	2969.0	1261.0	2899.0	2316.0	2157.0	1663.0	6759.0	2734.0	820.0	6601.0	6222.0	1959.0	2860.0	545.0	862.0	3416.0	5305.0	1640.0	553.0
46	194	6	78	6849.0	833.0	1276.0	832.0	419.0	4236.0	4235.0	3943.0	6510.0	1658.0	4584.0	2663.0	3734.0	918.0	722.0	1793.0	6528.0	378.0	804.0	2276.0	1876.0	276.0	419.0	1069.0	378.0	6066.0	225.0	1155.0	190.0	600.0	1841.0	3039.0	2110.0	3472.0	1967.0	6730.0	2382.0	3764.0	1941.0	5572.0	1716.0	2248.0	1442.0	2183.0	3990.0	132.0	956.0	617.0	2974.0	1263.0	2902.0	2313.0	2166.0	1664.0	6759.0	2735.0	823.0	6614.0	6221.0	1956.0	2864.0	547.0	863.0	3422.0	5306.0	1639.0	627.0
46	55	6	15	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
46	385	6	184	6858.0	790.0	1271.0	788.0	412.0	4223.0	4208.0	3864.0	6441.0	1629.0	4574.0	2632.0	3699.0	922.0	710.0	1753.0	6497.0	385.0	811.0	2236.0	1828.0	293.0	418.0	939.0	354.0	6068.0	248.0	1116.0	175.0	578.0	1611.0	3059.0	2104.0	3482.0	1901.0	6778.0	2372.0	3747.0	1905.0	5542.0	1640.0	2223.0	1429.0	2177.0	3973.0	128.0	939.0	569.0	2909.0	1258.0	2897.0	2311.0	2128.0	1664.0	6738.0	2715.0	814.0	6597.0	6248.0	1933.0	2828.0	545.0	860.0	3445.0	5287.0	1590.0	561.0
46	190	6	74	6851.0	832.0	1274.0	827.0	416.0	4239.0	4231.0	3947.0	6516.0	1660.0	4583.0	2667.0	3705.0	913.0	723.0	1794.0	6526.0	376.0	805.0	2281.0	1881.0	273.0	413.0	1069.0	382.0	6068.0	226.0	1184.0	192.0	597.0	1727.0	3041.0	2110.0	3467.0	1962.0	6724.0	2379.0	3773.0	1979.0	5570.0	1671.0	2255.0	1420.0	2178.0	3991.0	137.0	953.0	617.0	2976.0	1257.0	2907.0	2310.0	2174.0	1663.0	6759.0	2735.0	820.0	6626.0	6219.0	1960.0	2854.0	544.0	860.0	3416.0	5313.0	1640.0	560.0
47	194	7	78	6844.0	834.0	1293.0	831.0	419.0	4236.0	4235.0	3940.0	6510.0	1656.0	4585.0	2665.0	3735.0	920.0	721.0	1793.0	6529.0	378.0	804.0	2276.0	1876.0	278.0	419.0	1069.0	379.0	6066.0	224.0	1178.0	189.0	600.0	1840.0	3041.0	2110.0	3473.0	1967.0	6728.0	2382.0	3768.0	1948.0	5573.0	1716.0	2249.0	1442.0	2183.0	3990.0	133.0	957.0	617.0	2975.0	1264.0	2906.0	2312.0	2167.0	1664.0	6759.0	2736.0	824.0	6617.0	6219.0	1954.0	2867.0	560.0	863.0	3424.0	5307.0	1639.0	626.0
47	177	7	67	6771.0	833.0	1246.0	823.0	411.0	4243.0	4226.0	3969.0	6371.0	1653.0	4586.0	2673.0	3627.0	909.0	668.0	1795.0	6522.0	367.0	808.0	2288.0	1817.0	252.0	395.0	1030.0	387.0	6073.0	142.0	1086.0	205.0	538.0	1710.0	3017.0	2108.0	3466.0	1984.0	6722.0	2382.0	3726.0	1874.0	5447.0	1668.0	2265.0	1416.0	2160.0	3992.0	234.0	949.0	617.0	2990.0	1246.0	2913.0	2300.0	2178.0	1664.0	6755.0	2618.0	804.0	6633.0	6223.0	1963.0	2838.0	542.0	860.0	3390.0	5306.0	1641.0	547.0
47	190	7	74	6844.0	833.0	1295.0	829.0	416.0	4240.0	4230.0	3944.0	6516.0	1658.0	4584.0	2668.0	3706.0	914.0	723.0	1794.0	6526.0	376.0	804.0	2279.0	1928.0	273.0	407.0	1069.0	385.0	6068.0	224.0	1180.0	191.0	546.0	1845.0	3042.0	2110.0	3467.0	1961.0	6719.0	2378.0	3838.0	1905.0	5569.0	1671.0	2255.0	1421.0	2178.0	3991.0	216.0	956.0	617.0	2981.0	1258.0	2909.0	2309.0	2172.0	1663.0	6759.0	2649.0	820.0	6627.0	6218.0	1958.0	2855.0	544.0	861.0	3420.0	5316.0	1640.0	594.0
48	173	8	65	6756.0	731.0	1295.0	825.0	413.0	4242.0	4225.0	3970.0	6375.0	1652.0	4585.0	2674.0	3626.0	912.0	664.0	1794.0	6520.0	366.0	807.0	2290.0	1812.0	250.0	392.0	1032.0	386.0	6074.0	140.0	1073.0	202.0	537.0	1696.0	3013.0	2105.0	3291.0	1959.0	6727.0	2383.0	3724.0	1871.0	5441.0	1644.0	2265.0	1297.0	2157.0	3883.0	203.0	949.0	617.0	2993.0	1242.0	2955.0	2301.0	2105.0	1665.0	6754.0	2616.0	805.0	6242.0	6226.0	1965.0	2837.0	512.0	861.0	3386.0	5306.0	1641.0	546.0
48	207	8	87	6876.0	842.0	1275.0	833.0	444.0	4228.0	4229.0	3923.0	6461.0	1655.0	4595.0	2670.0	3740.0	929.0	714.0	1780.0	6522.0	378.0	801.0	2276.0	1884.0	351.0	426.0	1073.0	363.0	6068.0	241.0	1127.0	178.0	603.0	1835.0	3047.0	2115.0	3483.0	1973.0	6731.0	2386.0	3765.0	1936.0	5572.0	1718.0	2233.0	1448.0	2187.0	3965.0	135.0	951.0	608.0	2976.0	1268.0	2908.0	2316.0	2167.0	1668.0	6759.0	2731.0	849.0	6604.0	6225.0	1943.0	2864.0	558.0	866.0	3432.0	5298.0	1621.0	623.0
49	213	9	93	6885.0	828.0	1268.0	836.0	406.0	4222.0	4217.0	3904.0	6441.0	1650.0	4595.0	2644.0	3729.0	920.0	707.0	1769.0	6492.0	374.0	795.0	2273.0	1818.0	262.0	423.0	1077.0	357.0	6071.0	229.0	1117.0	171.0	609.0	1842.0	3042.0	2118.0	3467.0	1951.0	6722.0	2392.0	3768.0	1898.0	5570.0	1676.0	2227.0	1424.0	2190.0	3955.0	133.0	935.0	571.0	2923.0	1261.0	2918.0	2316.0	2157.0	1665.0	6755.0	2721.0	855.0	6599.0	6220.0	1937.0	2853.0	557.0	864.0	3427.0	5290.0	1606.0	610.0
49	226	9	103	6850.0	826.0	1267.0	830.0	408.0	4220.0	4207.0	3921.0	6442.0	1653.0	4588.0	2629.0	3732.0	918.0	709.0	1768.0	6495.0	374.0	804.0	2240.0	1888.0	261.0	421.0	1063.0	355.0	6055.0	228.0	1119.0	175.0	602.0	1728.0	3036.0	2111.0	3471.0	1960.0	6721.0	2392.0	3743.0	1906.0	5568.0	1669.0	2226.0	1427.0	2187.0	3954.0	132.0	940.0	582.0	2931.0	1260.0	2909.0	2319.0	2160.0	1663.0	6754.0	2722.0	850.0	6600.0	6216.0	1946.0	2840.0	559.0	863.0	3425.0	5303.0	1609.0	624.0
50	54	10	14	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
52	254	12	121	6846.0	848.0	1276.0	809.0	414.0	4213.0	4213.0	3908.0	6440.0	1666.0	4569.0	2639.0	3731.0	923.0	705.0	1769.0	6488.0	378.0	801.0	2234.0	1879.0	261.0	424.0	1063.0	378.0	6057.0	266.0	1124.0	167.0	608.0	1664.0	3046.0	2154.0	3493.0	1985.0	6722.0	2387.0	3774.0	1893.0	5533.0	1664.0	2235.0	1445.0	2188.0	3955.0	143.0	945.0	584.0	2916.0	1277.0	2913.0	2312.0	2165.0	1661.0	6760.0	2726.0	850.0	6613.0	6217.0	1939.0	2836.0	554.0	867.0	3450.0	5293.0	1591.0	595.0
55	134	15	36	6870.0	691.0	1107.0	808.0	382.0	4268.0	4147.0	3911.0	6187.0	1591.0	4505.0	2511.0	3656.0	871.0	666.0	1691.0	6545.0	311.0	681.0	2067.0	1769.0	231.0	259.0	931.0	210.0	6079.0	94.0	1111.0	110.0	547.0	1582.0	2900.0	2100.0	3282.0	1829.0	6591.0	2437.0	3711.0	1856.0	5469.0	1654.0	2169.0	1288.0	2142.0	3564.0	25.0	941.0	545.0	2911.0	1200.0	2821.0	2175.0	2020.0	1646.0	6655.0	2476.0	683.0	6190.0	6228.0	1847.0	2784.0	615.0	829.0	3348.0	5157.0	1504.0	441.0
56	256	16	123	6843.0	851.0	1274.0	797.0	408.0	4215.0	4211.0	3906.0	6438.0	1671.0	4564.0	2644.0	3732.0	917.0	706.0	1765.0	6487.0	380.0	800.0	2228.0	1878.0	260.0	434.0	1062.0	372.0	6060.0	246.0	1127.0	163.0	611.0	1665.0	3050.0	2141.0	3501.0	1981.0	6720.0	2384.0	3775.0	1893.0	5531.0	1674.0	2230.0	1444.0	2186.0	3957.0	143.0	944.0	576.0	2935.0	1280.0	2916.0	2259.0	2167.0	1663.0	6763.0	2733.0	850.0	6642.0	6220.0	1937.0	2835.0	550.0	869.0	3447.0	5291.0	1588.0	594.0
56	381	16	180	6840.0	859.0	1273.0	781.0	410.0	4214.0	4207.0	3875.0	6438.0	1611.0	4561.0	2632.0	3730.0	878.0	704.0	1764.0	6483.0	373.0	804.0	2228.0	1866.0	263.0	440.0	1055.0	381.0	6067.0	245.0	1126.0	162.0	593.0	1634.0	3018.0	2098.0	3498.0	1793.0	6725.0	2368.0	3770.0	1893.0	5530.0	1662.0	2229.0	1440.0	2173.0	3967.0	143.0	951.0	577.0	2913.0	1260.0	2914.0	2249.0	2172.0	1662.0	6801.0	2730.0	845.0	6641.0	6220.0	1934.0	2799.0	486.0	866.0	3400.0	5288.0	1584.0	567.0
58	134	18	36	6872.0	693.0	1193.0	854.0	384.0	4270.0	4252.0	3917.0	6210.0	1646.0	4506.0	2572.0	3655.0	861.0	677.0	1694.0	6599.0	311.0	683.0	2069.0	1775.0	254.0	274.0	932.0	210.0	6080.0	96.0	1112.0	179.0	507.0	1581.0	2901.0	2240.0	3281.0	1822.0	6597.0	2345.0	3741.0	1860.0	5470.0	1654.0	2175.0	1288.0	2152.0	3566.0	36.0	946.0	538.0	2912.0	1198.0	2850.0	2199.0	2023.0	1668.0	6659.0	2485.0	695.0	6192.0	6231.0	1863.0	2786.0	617.0	884.0	3348.0	5191.0	1506.0	468.0
58	135	18	37	6872.0	693.0	1201.0	931.0	434.0	4269.0	4252.0	3918.0	6212.0	1646.0	4507.0	2587.0	3654.0	862.0	680.0	1696.0	6583.0	316.0	719.0	2071.0	1821.0	254.0	274.0	934.0	210.0	6079.0	97.0	1113.0	176.0	511.0	1581.0	2901.0	2239.0	3282.0	1822.0	6599.0	2345.0	3705.0	1861.0	5467.0	1653.0	2176.0	1288.0	2153.0	3566.0	39.0	954.0	547.0	2915.0	1196.0	2852.0	2199.0	2028.0	1668.0	6659.0	2593.0	796.0	6203.0	6233.0	1881.0	2786.0	488.0	884.0	3349.0	5191.0	1509.0	541.0
58	136	18	38	6767.0	692.0	1203.0	929.0	435.0	4267.0	4251.0	3918.0	6216.0	1600.0	4507.0	2592.0	3644.0	862.0	684.0	1697.0	6587.0	427.0	753.0	2073.0	1821.0	254.0	276.0	936.0	210.0	6079.0	106.0	1113.0	175.0	511.0	1580.0	2900.0	2137.0	3285.0	1822.0	6600.0	2345.0	3702.0	1862.0	5466.0	1651.0	2177.0	1287.0	2153.0	3566.0	51.0	977.0	549.0	3036.0	1172.0	2854.0	2226.0	2029.0	1648.0	6659.0	2597.0	803.0	6197.0	6235.0	1884.0	2779.0	486.0	884.0	3425.0	5190.0	1515.0	540.0
58	171	18	63	6750.0	692.0	1135.0	830.0	409.0	4223.0	4214.0	3972.0	6328.0	1599.0	4596.0	2670.0	3613.0	876.0	653.0	1766.0	6506.0	359.0	753.0	2182.0	1804.0	242.0	387.0	949.0	336.0	6070.0	137.0	1072.0	188.0	519.0	1662.0	3004.0	2105.0	3278.0	1857.0	6680.0	2398.0	3647.0	1873.0	5441.0	1632.0	2214.0	1284.0	2152.0	3548.0	208.0	1041.0	589.0	2933.0	1175.0	2884.0	2298.0	2076.0	1643.0	6679.0	2601.0	802.0	6234.0	6236.0	1963.0	2775.0	646.0	855.0	3388.0	5216.0	1609.0	532.0
59	137	19	39	6759.0	691.0	1205.0	866.0	437.0	4256.0	4250.0	3918.0	6219.0	1599.0	4509.0	2592.0	3638.0	862.0	685.0	1699.0	6588.0	428.0	756.0	2078.0	1816.0	253.0	277.0	939.0	213.0	6078.0	108.0	1079.0	171.0	516.0	1582.0	2908.0	2110.0	3308.0	1820.0	6583.0	2345.0	3692.0	1866.0	5452.0	1645.0	2179.0	1280.0	2154.0	3569.0	52.0	1048.0	550.0	3038.0	1171.0	2868.0	2241.0	2045.0	1652.0	6661.0	2598.0	803.0	6197.0	6237.0	1884.0	2778.0	485.0	882.0	3345.0	5191.0	1630.0	535.0
61	387	21	185	6833.0	677.0	1262.0	779.0	412.0	4210.0	4193.0	3866.0	6430.0	1610.0	4563.0	2628.0	3731.0	873.0	678.0	1759.0	6481.0	370.0	804.0	2156.0	1865.0	245.0	431.0	1053.0	379.0	6051.0	215.0	1130.0	162.0	582.0	1600.0	3009.0	2090.0	3452.0	1782.0	6724.0	2365.0	3660.0	1903.0	5525.0	1661.0	2231.0	1254.0	2146.0	3754.0	139.0	959.0	574.0	2915.0	1259.0	2912.0	2236.0	2177.0	1662.0	6745.0	2754.0	825.0	6636.0	6206.0	1935.0	2797.0	480.0	869.0	3375.0	5287.0	1580.0	519.0
63	137	23	39	6754.0	689.0	1152.0	866.0	440.0	4246.0	4213.0	3916.0	6224.0	1624.0	4524.0	2593.0	3607.0	858.0	688.0	1704.0	6592.0	438.0	758.0	2088.0	1740.0	254.0	379.0	973.0	215.0	6078.0	182.0	1077.0	168.0	544.0	1582.0	3002.0	2137.0	3307.0	1814.0	6627.0	2343.0	3690.0	1870.0	5451.0	1634.0	2309.0	1251.0	2158.0	3657.0	94.0	1048.0	548.0	3054.0	1166.0	2891.0	2246.0	2041.0	1653.0	6662.0	2541.0	808.0	6242.0	6258.0	2009.0	2776.0	485.0	877.0	3374.0	5192.0	1637.0	531.0
135	194	37	78	6748.0	523.0	1095.0	792.0	356.0	4238.0	4147.0	3852.0	6180.0	1565.0	4497.0	2504.0	3600.0	809.0	656.0	1681.0	6476.0	306.0	686.0	2063.0	1713.0	223.0	249.0	930.0	211.0	6038.0	85.0	1035.0	96.0	502.0	1595.0	2904.0	2059.0	3276.0	1785.0	6573.0	2362.0	3652.0	1848.0	5412.0	1644.0	2150.0	1243.0	2116.0	3555.0	18.0	930.0	574.0	2884.0	1241.0	2811.0	2162.0	2010.0	1596.0	6627.0	2470.0	683.0	6169.0	6224.0	1842.0	2793.0	419.0	819.0	3333.0	5142.0	1500.0	436.0
136	172	38	64	6763.0	775.0	1191.0	831.0	402.0	4259.0	4219.0	3917.0	6189.0	1581.0	4504.0	2513.0	3618.0	962.0	659.0	1695.0	6507.0	317.0	723.0	2071.0	1769.0	416.0	261.0	938.0	215.0	6101.0	97.0	1077.0	172.0	539.0	1601.0	2911.0	2128.0	3281.0	1851.0	6580.0	2449.0	3653.0	1868.0	5651.0	1642.0	2169.0	1419.0	2150.0	3567.0	27.0	1002.0	611.0	2945.0	1241.0	2851.0	2189.0	2018.0	1660.0	6662.0	2518.0	707.0	6187.0	6462.0	1852.0	2851.0	808.0	833.0	3343.0	5192.0	1623.0	452.0
140	382	41	181	6743.0	599.0	1122.0	779.0	290.0	4223.0	4159.0	3861.0	6213.0	1590.0	4499.0	2524.0	3584.0	849.0	684.0	1698.0	6462.0	315.0	668.0	2081.0	1679.0	225.0	277.0	932.0	208.0	6030.0	109.0	1062.0	136.0	494.0	1555.0	2896.0	2092.0	3279.0	1780.0	6576.0	2334.0	3651.0	1849.0	5413.0	1621.0	2178.0	1233.0	2131.0	3546.0	86.0	946.0	542.0	2908.0	1162.0	2836.0	2192.0	2015.0	1619.0	6630.0	2505.0	866.0	6097.0	6199.0	1890.0	2770.0	482.0	854.0	3296.0	5183.0	1516.0	506.0
172	194	64	78	6800.0	690.0	1268.0	856.0	465.0	4234.0	4209.0	4037.0	6555.0	1722.0	4718.0	2629.0	3755.0	1104.0	734.0	1796.0	6526.0	387.0	825.0	2318.0	1738.0	349.0	553.0	969.0	335.0	6053.0	20000.0	1099.0	247.0	593.0	20000.0	2961.0	2245.0	3311.0	1881.0	6796.0	2438.0	3764.0	1875.0	5513.0	1712.0	2263.0	1313.0	2265.0	3745.0	142.0	945.0	687.0	2945.0	1274.0	2925.0	2387.0	2169.0	1650.0	6676.0	2748.0	918.0	6235.0	6410.0	1968.0	2906.0	670.0	1031.0	3377.0	5161.0	1730.0	604.0
172	176	64	66	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
173	190	65	74	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
173	177	65	67	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
176	190	66	74	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
176	188	66	73	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
176	194	66	78	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	592.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	640.0
176	226	66	103	6741.0	685.0	1294.0	816.0	473.0	4220.0	4184.0	3927.0	6347.0	1643.0	4571.0	2604.0	3624.0	865.0	656.0	1774.0	6498.0	359.0	775.0	2198.0	1805.0	229.0	387.0	998.0	318.0	6045.0	135.0	1064.0	165.0	529.0	1612.0	3003.0	2103.0	3477.0	1908.0	6672.0	2407.0	3645.0	1862.0	5429.0	1634.0	2221.0	1291.0	2149.0	3555.0	131.0	911.0	572.0	2930.0	1177.0	2920.0	2249.0	2065.0	1637.0	6751.0	2600.0	801.0	6238.0	6256.0	1935.0	2773.0	502.0	892.0	3491.0	5154.0	1589.0	549.0
177	190	67	74	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
177	188	67	73	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
