alnA	alnB	A	B	YBR264C_51	YBR264C_41	YBR264C_67	YBR264C_56	YBR264C_53	YBR264C_48	YBR264C_21	YBR264C_29	YBR264C_35	YBR264C_49	YBR264C_26	YBR264C_33	YBR264C_27	YBR264C_66	YBR264C_05	YBR264C_25	YBR264C_22	YBR264C_69	YBR264C_11	YBR264C_52	YBR264C_20	YBR264C_23	YBR264C_18	YBR264C_09	YBR264C_42	YBR264C_40	YBR264C_13	YBR264C_31	YBR264C_19	YBR264C_50	YBR264C_38	YBR264C_28	YBR264C_16	YBR264C_01	YBR264C_59	YBR264C_61	YBR264C_06	YBR264C_60	YBR264C_44	YBR264C_64	YBR264C_34	YBR264C_30	YBR264C_68	YBR264C_43	YBR264C_12	YBR264C_70	YBR264C_54	YBR264C_37	YBR264C_15	YBR264C_47	YBR264C_10	YBR264C_62	YBR264C_17	YBR264C_07	YBR264C_39	YBR264C_65	YBR264C_63	YBR264C_24	YBR264C_14	YBR264C_02	YBR264C_58	YBR264C_08	YBR264C_03	YBR264C_46	YBR264C_04
369	383	145	157	2823.0	2072.0	20000.0	3181.0	20000.0	20000.0	20000.0	4328.0	20000.0	20000.0	1407.0	20000.0	20000.0	9890.0	20000.0	1415.0	20000.0	20000.0	3275.0	2624.0	8912.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	2011.0	20000.0	20000.0	20000.0	5125.0	20000.0	8093.0	1821.0	8203.0	20000.0	20000.0	20000.0	20000.0	20000.0	4626.0	20000.0	6520.0	1178.0	20000.0	3202.0	20000.0	20000.0	20000.0	20000.0	761.0	2150.0	20000.0	2340.0	6793.0	4718.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	2382.0	1737.0
369	388	145	161	2818.0	1981.0	2159.0	3133.0	6151.0	3461.0	7768.0	4286.0	7699.0	3760.0	1406.0	806.0	3547.0	9628.0	463.0	1254.0	1235.0	943.0	3174.0	2578.0	8912.0	3514.0	3378.0	1953.0	5160.0	20000.0	7792.0	1998.0	850.0	1521.0	1650.0	5061.0	1301.0	8066.0	1799.0	7917.0	528.0	1643.0	5940.0	1390.0	3039.0	4616.0	6660.0	6511.0	1082.0	3556.0	3186.0	2495.0	1499.0	2183.0	601.0	615.0	2145.0	7814.0	2329.0	6783.0	4713.0	2245.0	1262.0	8823.0	516.0	4658.0	6523.0	2224.0	1590.0
370	378	146	154	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
370	377	146	153	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
371	377	147	153	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
371	378	147	154	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
371	376	147	152	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
371	381	147	155	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
371	384	147	158	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
372	377	148	153	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
372	381	148	155	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
372	376	148	152	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
376	382	152	156	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
378	384	154	158	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
381	385	155	159	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
382	387	156	160	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
383	388	157	161	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
384	389	158	162	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
385	390	159	163	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
48	54	9	15	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
48	177	9	68	2534.0	1771.0	2031.0	3225.0	6236.0	3413.0	7673.0	4246.0	7623.0	3806.0	1335.0	615.0	3577.0	9526.0	418.0	1317.0	1144.0	849.0	3142.0	2700.0	8852.0	3517.0	3244.0	2018.0	4748.0	1059.0	7642.0	1950.0	318.0	1466.0	1712.0	4998.0	1089.0	7915.0	1830.0	7929.0	629.0	1688.0	6023.0	1496.0	3071.0	4520.0	6375.0	6310.0	881.0	3511.0	3083.0	2436.0	1396.0	2363.0	587.0	669.0	1991.0	7681.0	2081.0	6635.0	4631.0	2150.0	1227.0	8794.0	572.0	4531.0	6312.0	2271.0	1553.0
49	209	10	88	2906.0	1844.0	2041.0	3144.0	6235.0	3396.0	7634.0	4228.0	7637.0	3714.0	1443.0	633.0	3568.0	9598.0	415.0	1264.0	1195.0	853.0	3140.0	2635.0	8836.0	3546.0	3193.0	2041.0	5120.0	1172.0	7609.0	1925.0	808.0	1447.0	1643.0	5034.0	1164.0	7929.0	1832.0	7916.0	637.0	1674.0	5878.0	1512.0	3022.0	4591.0	6404.0	6323.0	934.0	3524.0	3246.0	2439.0	1582.0	2408.0	570.0	734.0	2078.0	7534.0	2164.0	6594.0	4724.0	2237.0	1284.0	8783.0	525.0	4582.0	6355.0	2271.0	1567.0
49	53	10	14	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
54	256	15	120	2910.0	1853.0	2042.0	3099.0	6204.0	3400.0	7605.0	4234.0	7630.0	3744.0	1438.0	617.0	3566.0	9584.0	399.0	1233.0	1195.0	846.0	3157.0	2582.0	8831.0	3539.0	3188.0	2041.0	5119.0	1177.0	7590.0	1933.0	797.0	1438.0	1642.0	4996.0	1158.0	7916.0	1783.0	7878.0	515.0	1622.0	5869.0	1468.0	2982.0	4522.0	6375.0	6293.0	897.0	3516.0	3177.0	2438.0	1518.0	2383.0	552.0	673.0	2071.0	7520.0	2021.0	6608.0	4725.0	2206.0	1223.0	8767.0	516.0	4574.0	6274.0	2250.0	1529.0
54	177	15	68	2528.0	1764.0	2005.0	3167.0	6213.0	3413.0	7555.0	4222.0	7617.0	3783.0	1326.0	601.0	3502.0	9520.0	417.0	1319.0	1141.0	828.0	2987.0	2625.0	8856.0	3492.0	3171.0	2012.0	4695.0	1050.0	7647.0	1916.0	312.0	1420.0	1710.0	4962.0	1081.0	7914.0	1831.0	7920.0	549.0	1682.0	6018.0	1111.0	2980.0	4497.0	6370.0	6292.0	873.0	3496.0	3080.0	2373.0	1390.0	2352.0	590.0	672.0	1977.0	7567.0	2079.0	6635.0	4624.0	2141.0	1171.0	8764.0	465.0	4527.0	6124.0	2272.0	1487.0
54	119	15	34	2556.0	1696.0	1994.0	2978.0	6237.0	3385.0	7563.0	4160.0	7610.0	3811.0	1302.0	564.0	3427.0	9525.0	339.0	996.0	1023.0	777.0	2980.0	2599.0	8854.0	3449.0	3096.0	1961.0	4742.0	1068.0	7559.0	1851.0	232.0	1329.0	1509.0	4904.0	1100.0	7913.0	2009.0	7967.0	620.0	1543.0	5981.0	1065.0	2875.0	4679.0	6724.0	6181.0	1048.0	3502.0	2929.0	2306.0	1252.0	2135.0	470.0	733.0	2158.0	7480.0	1916.0	6602.0	4497.0	2073.0	1137.0	8665.0	391.0	4536.0	5889.0	2118.0	1444.0
56	61	17	22	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
57	372	18	148	2908.0	1844.0	1995.0	3092.0	6156.0	3351.0	7566.0	4193.0	7626.0	3737.0	1412.0	576.0	3560.0	9549.0	377.0	1230.0	1169.0	837.0	3145.0	2583.0	8821.0	3531.0	3182.0	1962.0	5119.0	1188.0	7585.0	1937.0	767.0	1432.0	1612.0	4991.0	1158.0	7910.0	1782.0	7837.0	499.0	1617.0	5866.0	1068.0	2948.0	4511.0	6353.0	6287.0	861.0	3515.0	3169.0	2436.0	1490.0	2323.0	560.0	628.0	2065.0	7515.0	2016.0	6579.0	4718.0	2197.0	1214.0	8759.0	504.0	4570.0	6245.0	2238.0	1521.0
58	63	19	24	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
61	142	22	43	2538.0	1766.0	1996.0	3122.0	6146.0	3375.0	7642.0	4213.0	7621.0	3738.0	1305.0	516.0	3486.0	9528.0	374.0	1311.0	1118.0	672.0	2985.0	2541.0	8835.0	3453.0	3115.0	1995.0	4654.0	1053.0	7579.0	1860.0	289.0	1393.0	1551.0	4908.0	1079.0	7880.0	1807.0	7870.0	564.0	1576.0	5892.0	1029.0	2912.0	4488.0	6332.0	6196.0	858.0	3492.0	2959.0	2365.0	1304.0	2144.0	507.0	592.0	1950.0	7477.0	2059.0	6649.0	4538.0	2090.0	1094.0	8760.0	425.0	4505.0	5901.0	2174.0	1447.0
136	167	39	58	2509.0	1885.0	2233.0	3201.0	6265.0	3389.0	7645.0	4383.0	7684.0	3809.0	1330.0	612.0	3403.0	9729.0	378.0	978.0	1094.0	829.0	2977.0	2595.0	8836.0	3471.0	3169.0	2007.0	4909.0	1241.0	7649.0	1857.0	370.0	1335.0	1582.0	5005.0	1096.0	7939.0	2076.0	7789.0	547.0	1696.0	20000.0	1035.0	2955.0	4571.0	6433.0	6302.0	955.0	3454.0	2946.0	2438.0	1317.0	2247.0	635.0	923.0	1981.0	7534.0	1888.0	6597.0	4490.0	2110.0	1261.0	8677.0	474.0	4554.0	5881.0	2326.0	1707.0
169	203	60	82	2535.0	1777.0	1997.0	3157.0	6218.0	3397.0	7644.0	4204.0	7628.0	3709.0	1289.0	539.0	3560.0	9505.0	435.0	1255.0	1102.0	689.0	2994.0	2612.0	8830.0	3434.0	3200.0	1993.0	4653.0	1111.0	7641.0	1830.0	314.0	1415.0	1596.0	4932.0	1100.0	7861.0	1866.0	7935.0	558.0	1605.0	5881.0	1043.0	3009.0	4512.0	6393.0	6350.0	897.0	3516.0	3016.0	2374.0	1350.0	2186.0	553.0	590.0	1953.0	7517.0	1988.0	6592.0	4523.0	2145.0	1085.0	8782.0	395.0	4505.0	5899.0	2177.0	1494.0
170	206	61	85	2529.0	1771.0	1996.0	3130.0	6218.0	3395.0	7644.0	4203.0	7616.0	3709.0	1293.0	538.0	3543.0	9510.0	387.0	1257.0	1101.0	707.0	2992.0	2547.0	8830.0	3473.0	3202.0	2015.0	4654.0	1063.0	7602.0	1839.0	309.0	1410.0	1540.0	4958.0	1093.0	7874.0	1863.0	7932.0	557.0	1605.0	5873.0	1043.0	3004.0	4509.0	6351.0	6301.0	892.0	3514.0	3017.0	2373.0	1360.0	2182.0	550.0	607.0	1926.0	7511.0	1990.0	6591.0	4536.0	2137.0	1088.0	8771.0	392.0	4504.0	5901.0	2175.0	1489.0
173	191	64	74	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
173	194	64	77	2738.0	20000.0	20000.0	3268.0	6233.0	20000.0	20000.0	20000.0	7827.0	3739.0	20000.0	20000.0	20000.0	20000.0	20000.0	1391.0	20000.0	720.0	20000.0	20000.0	20000.0	3682.0	20000.0	20000.0	5333.0	20000.0	20000.0	20000.0	442.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	6537.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	622.0	2199.0	20000.0	20000.0	20000.0	4986.0	20000.0	20000.0	20000.0	691.0	20000.0	6138.0	20000.0	20000.0
188	193	72	76	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
192	226	75	102	2904.0	1788.0	2094.0	3125.0	6371.0	3412.0	7567.0	4259.0	7633.0	3704.0	1341.0	564.0	3567.0	9527.0	433.0	1244.0	1151.0	845.0	3138.0	2595.0	8874.0	3527.0	3205.0	2010.0	4759.0	1084.0	7615.0	1916.0	830.0	1414.0	1605.0	5039.0	1118.0	7919.0	1796.0	7910.0	545.0	1638.0	5874.0	1465.0	2988.0	4523.0	6369.0	6342.0	887.0	3533.0	3230.0	2467.0	1503.0	2360.0	560.0	698.0	2123.0	7604.0	2028.0	6621.0	4811.0	2216.0	1247.0	8842.0	493.0	4528.0	6332.0	2242.0	1547.0
192	236	75	109	2906.0	1842.0	2055.0	3125.0	6266.0	3411.0	7653.0	4261.0	7636.0	3709.0	1352.0	565.0	3567.0	9591.0	435.0	1232.0	1198.0	854.0	3146.0	2544.0	8861.0	3535.0	3212.0	1996.0	5157.0	1137.0	7617.0	1917.0	832.0	1474.0	1596.0	5033.0	1128.0	7928.0	1791.0	7912.0	525.0	1634.0	5873.0	1468.0	2990.0	4537.0	6362.0	6349.0	882.0	3522.0	3184.0	2658.0	1504.0	2214.0	563.0	700.0	2098.0	7593.0	2044.0	6600.0	4778.0	2216.0	1246.0	8844.0	494.0	4644.0	6353.0	2253.0	1552.0
204	251	83	115	2916.0	1847.0	2094.0	3116.0	6265.0	3419.0	7638.0	4298.0	7733.0	3788.0	1496.0	620.0	3636.0	9639.0	445.0	1243.0	1199.0	869.0	3164.0	2586.0	8872.0	3602.0	3230.0	2062.0	5227.0	1222.0	7683.0	1970.0	897.0	1519.0	1601.0	5054.0	1362.0	7971.0	1794.0	7922.0	527.0	1615.0	5890.0	1476.0	2990.0	4611.0	6377.0	6351.0	884.0	3515.0	3187.0	2654.0	1515.0	2372.0	575.0	689.0	2097.0	7577.0	2042.0	6599.0	4821.0	2215.0	1258.0	8791.0	503.0	4649.0	6393.0	2259.0	1561.0
208	253	87	117	2926.0	1907.0	2096.0	3117.0	6216.0	3426.0	7638.0	4299.0	7743.0	3792.0	1531.0	624.0	3740.0	9868.0	441.0	1246.0	1201.0	895.0	3177.0	2590.0	8876.0	3644.0	3289.0	2064.0	5221.0	1244.0	7684.0	1974.0	948.0	1520.0	1696.0	5013.0	1384.0	7963.0	1807.0	7922.0	552.0	1653.0	5899.0	1489.0	2993.0	4608.0	6421.0	6350.0	906.0	3520.0	3184.0	2623.0	1519.0	2432.0	577.0	695.0	2100.0	7587.0	2045.0	6611.0	4747.0	2217.0	1261.0	8786.0	569.0	4620.0	6410.0	2263.0	1569.0
