alnA	alnB	A	B	YLR293C_13	YLR293C_32	YLR293C_09	YLR293C_29	YLR293C_27	YLR293C_39	YLR293C_69	YLR293C_56	YLR293C_65	YLR293C_52	YLR293C_44	YLR293C_03	YLR293C_24	YLR293C_68	YLR293C_22	YLR293C_02	YLR293C_63	YLR293C_05	YLR293C_06	YLR293C_67	YLR293C_17	YLR293C_40	YLR293C_55	YLR293C_23	YLR293C_11	YLR293C_14	YLR293C_36	YLR293C_10	YLR293C_31	YLR293C_42	YLR293C_15	YLR293C_66	YLR293C_30	YLR293C_34	YLR293C_50	YLR293C_28	YLR293C_38	YLR293C_45	YLR293C_04	YLR293C_59	YLR293C_26	YLR293C_57	YLR293C_61	YLR293C_53	YLR293C_33	YLR293C_18	YLR293C_62	YLR293C_01	YLR293C_20	YLR293C_60	YLR293C_48	YLR293C_47	YLR293C_37	YLR293C_43	YLR293C_46	YLR293C_41
46	190	15	75	6384.0	1008.0	7922.0	538.0	3602.0	1016.0	2223.0	803.0	7707.0	2580.0	2451.0	361.0	2779.0	8915.0	1568.0	1490.0	3111.0	4465.0	7995.0	1932.0	1626.0	2839.0	8387.0	2111.0	1395.0	1450.0	3967.0	561.0	9521.0	1443.0	9120.0	2338.0	1401.0	2770.0	503.0	1588.0	4175.0	4243.0	8162.0	8978.0	3022.0	1700.0	943.0	9907.0	3268.0	1136.0	1700.0	5026.0	2322.0	8798.0	7502.0	9953.0	739.0	7473.0	5266.0	1495.0
47	194	16	79	6392.0	1004.0	7928.0	540.0	3603.0	1024.0	2317.0	805.0	7706.0	2580.0	2452.0	389.0	2785.0	8913.0	1567.0	1490.0	3202.0	4463.0	7990.0	1933.0	1631.0	2842.0	8388.0	2069.0	1397.0	1451.0	3971.0	558.0	9524.0	1445.0	9121.0	2337.0	1403.0	2797.0	562.0	1589.0	4178.0	4243.0	8183.0	9036.0	3030.0	1703.0	1023.0	9941.0	3271.0	1149.0	1733.0	5038.0	2323.0	8798.0	7503.0	9901.0	742.0	7500.0	5275.0	1502.0
47	177	16	68	6375.0	1009.0	7859.0	527.0	3600.0	1010.0	2199.0	778.0	7710.0	2446.0	2451.0	414.0	2774.0	8828.0	1543.0	1439.0	3111.0	4496.0	7884.0	1932.0	1624.0	2845.0	8394.0	2208.0	1231.0	1420.0	3934.0	195.0	9301.0	1348.0	9095.0	2339.0	1404.0	2731.0	567.0	1594.0	4185.0	4244.0	8086.0	8986.0	3019.0	1552.0	943.0	9853.0	3263.0	1139.0	1645.0	5024.0	2319.0	8674.0	7501.0	9923.0	709.0	7432.0	5262.0	1495.0
47	190	16	75	6381.0	1007.0	7909.0	540.0	3602.0	1017.0	2221.0	804.0	7708.0	2582.0	2451.0	401.0	2777.0	8915.0	1569.0	1491.0	3113.0	4459.0	7995.0	1932.0	1626.0	2841.0	8387.0	2113.0	1261.0	1449.0	3968.0	561.0	9521.0	1350.0	9120.0	2335.0	1402.0	2770.0	561.0	1588.0	4175.0	4244.0	8165.0	8976.0	3024.0	1700.0	943.0	9906.0	3268.0	1131.0	1659.0	5024.0	2323.0	8797.0	7502.0	9954.0	739.0	7472.0	5271.0	1493.0
48	173	17	66	6375.0	1008.0	7855.0	528.0	3600.0	964.0	2201.0	777.0	7674.0	2442.0	2453.0	417.0	2776.0	8891.0	1542.0	1432.0	3114.0	4496.0	7920.0	1935.0	1606.0	2856.0	8390.0	2212.0	1226.0	1411.0	3930.0	202.0	9268.0	1339.0	9093.0	2226.0	1405.0	2731.0	485.0	1596.0	4186.0	4244.0	8088.0	8985.0	2899.0	1544.0	945.0	9852.0	3132.0	1137.0	1642.0	5025.0	2315.0	8674.0	7500.0	9921.0	693.0	7424.0	5267.0	1497.0
48	207	17	88	6398.0	1012.0	7969.0	504.0	3613.0	1025.0	2293.0	808.0	7705.0	2579.0	2455.0	331.0	2815.0	8855.0	1567.0	1481.0	3206.0	4504.0	7983.0	1931.0	1630.0	2848.0	8386.0	2061.0	1278.0	1448.0	3968.0	495.0	9525.0	1436.0	9115.0	2387.0	1412.0	2826.0	559.0	1612.0	4186.0	4242.0	8208.0	8956.0	3046.0	1708.0	977.0	9935.0	3227.0	1128.0	1747.0	4985.0	2315.0	8798.0	7514.0	9888.0	744.0	7456.0	5273.0	1523.0
49	213	18	94	6393.0	1009.0	7943.0	498.0	3608.0	996.0	2286.0	767.0	7682.0	2553.0	2447.0	325.0	2830.0	8844.0	1558.0	1476.0	3105.0	4502.0	7971.0	1923.0	1624.0	2846.0	8379.0	1984.0	1271.0	1434.0	3939.0	502.0	9513.0	1415.0	9093.0	2339.0	1344.0	2774.0	469.0	1578.0	4173.0	4242.0	8106.0	8946.0	3048.0	1696.0	948.0	9852.0	3218.0	1113.0	1742.0	4951.0	2304.0	8785.0	7522.0	9874.0	739.0	7444.0	5260.0	1505.0
49	226	18	104	6388.0	1004.0	7943.0	501.0	3585.0	1009.0	2273.0	781.0	7700.0	2573.0	2453.0	325.0	2842.0	8844.0	1565.0	1474.0	3097.0	4511.0	7968.0	1923.0	1622.0	2841.0	8375.0	1988.0	1278.0	1433.0	3938.0	490.0	9531.0	1423.0	9098.0	2334.0	1343.0	2781.0	503.0	1602.0	4178.0	4243.0	8109.0	8952.0	3043.0	1697.0	952.0	9852.0	3222.0	1114.0	1747.0	4946.0	2306.0	8788.0	7510.0	9882.0	740.0	7445.0	5242.0	1498.0
50	54	19	23	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
52	254	21	120	6390.0	1008.0	7933.0	572.0	3587.0	998.0	2280.0	816.0	7700.0	2583.0	2489.0	328.0	2760.0	8841.0	1570.0	1483.0	3102.0	4465.0	8005.0	1950.0	1630.0	2850.0	8371.0	2035.0	1276.0	1438.0	3937.0	465.0	9510.0	1427.0	9097.0	2338.0	1345.0	2789.0	529.0	1603.0	4176.0	4255.0	8106.0	8943.0	3039.0	1700.0	961.0	9854.0	3226.0	1119.0	1697.0	4971.0	2302.0	8794.0	7472.0	9879.0	744.0	7451.0	5265.0	1520.0
55	134	24	45	6376.0	1030.0	7855.0	510.0	3547.0	982.0	2189.0	611.0	7655.0	2441.0	2448.0	407.0	2778.0	8873.0	1560.0	1433.0	3153.0	4435.0	7882.0	1956.0	1586.0	2870.0	8356.0	2149.0	1236.0	1427.0	3980.0	306.0	9262.0	1324.0	9099.0	2263.0	1295.0	2733.0	446.0	1751.0	4170.0	4265.0	8067.0	8965.0	2932.0	1451.0	964.0	9947.0	3101.0	1134.0	1648.0	5077.0	2228.0	8825.0	7532.0	9814.0	684.0	7435.0	5373.0	1595.0
56	256	25	122	6389.0	979.0	7990.0	577.0	3577.0	995.0	2283.0	818.0	7690.0	2648.0	2492.0	326.0	2759.0	8846.0	1563.0	1484.0	3097.0	4460.0	8013.0	1948.0	1631.0	2852.0	8374.0	2036.0	1274.0	1434.0	3937.0	459.0	9467.0	1426.0	9094.0	2385.0	1418.0	2760.0	465.0	1564.0	4164.0	4260.0	8094.0	8941.0	3030.0	1697.0	962.0	9869.0	3223.0	1153.0	1692.0	4973.0	2306.0	8799.0	7472.0	9874.0	744.0	7450.0	5259.0	1513.0
56	381	25	157	6386.0	981.0	7934.0	564.0	3559.0	932.0	2282.0	752.0	7684.0	2659.0	2536.0	291.0	2709.0	8853.0	1635.0	1475.0	3133.0	4454.0	7989.0	2004.0	1617.0	2851.0	8366.0	2040.0	1249.0	1435.0	3938.0	443.0	9281.0	1426.0	9093.0	2187.0	1324.0	2727.0	452.0	1539.0	4148.0	4258.0	8026.0	8938.0	3017.0	1555.0	968.0	9855.0	3227.0	1150.0	1690.0	4942.0	2295.0	8827.0	7442.0	9863.0	749.0	7443.0	5224.0	1462.0
58	134	27	45	6373.0	1024.0	7853.0	512.0	3545.0	991.0	2190.0	611.0	7664.0	2442.0	2447.0	415.0	2779.0	8874.0	1589.0	1432.0	3154.0	4435.0	7882.0	1957.0	1639.0	2872.0	8356.0	2147.0	1244.0	1428.0	4023.0	201.0	9261.0	1321.0	9101.0	2295.0	1303.0	2742.0	456.0	1631.0	4170.0	4265.0	8078.0	8972.0	2917.0	1459.0	964.0	9947.0	3109.0	1134.0	1650.0	5072.0	2246.0	8757.0	7532.0	9815.0	685.0	7436.0	5376.0	1595.0
58	135	27	46	6352.0	1019.0	7853.0	485.0	3546.0	1046.0	2189.0	644.0	7664.0	2441.0	2447.0	415.0	2778.0	8874.0	1588.0	1431.0	3156.0	4432.0	7882.0	1957.0	1608.0	2871.0	8345.0	2145.0	1241.0	1428.0	4022.0	194.0	9253.0	1321.0	9099.0	2321.0	1303.0	2734.0	455.0	1587.0	4173.0	4266.0	8082.0	8974.0	2914.0	1502.0	963.0	9940.0	3113.0	1134.0	1647.0	5071.0	2334.0	8754.0	7530.0	9816.0	689.0	7433.0	5374.0	1519.0
58	136	27	47	6349.0	1019.0	7853.0	477.0	3547.0	961.0	2189.0	647.0	7663.0	2441.0	2447.0	414.0	2778.0	8874.0	1588.0	1430.0	3211.0	4430.0	7883.0	1956.0	1605.0	2870.0	8341.0	2142.0	1239.0	1428.0	4015.0	193.0	9248.0	1320.0	9092.0	2321.0	1299.0	2733.0	455.0	1584.0	4175.0	4267.0	8083.0	8976.0	2908.0	1502.0	955.0	9939.0	3144.0	1134.0	1644.0	5071.0	2329.0	8680.0	7530.0	9818.0	690.0	7431.0	5329.0	1517.0
58	171	27	64	6346.0	1009.0	7850.0	474.0	3589.0	956.0	2193.0	789.0	7667.0	2436.0	2425.0	427.0	2772.0	8809.0	1536.0	1429.0	3146.0	4419.0	7882.0	1962.0	1600.0	2862.0	8316.0	2049.0	1224.0	1407.0	3971.0	192.0	9229.0	1332.0	9080.0	2225.0	1301.0	2737.0	460.0	1535.0	4148.0	4239.0	8089.0	8988.0	2886.0	1507.0	940.0	9861.0	3140.0	1133.0	1638.0	5018.0	2258.0	8667.0	7506.0	9927.0	693.0	7414.0	5258.0	1490.0
59	137	28	48	6349.0	1017.0	7854.0	476.0	3559.0	956.0	2191.0	798.0	7664.0	2441.0	2446.0	414.0	2775.0	8875.0	1589.0	1430.0	3155.0	4429.0	7883.0	1956.0	1604.0	2868.0	8341.0	2056.0	1236.0	1429.0	4015.0	192.0	9229.0	1323.0	9079.0	2323.0	1302.0	2733.0	455.0	1563.0	4181.0	4265.0	8086.0	8986.0	2900.0	1504.0	954.0	9875.0	3128.0	1114.0	1646.0	5027.0	2327.0	8680.0	7529.0	9818.0	694.0	7428.0	5322.0	1506.0
61	387	30	162	6375.0	982.0	7921.0	564.0	3550.0	921.0	2249.0	738.0	7680.0	2654.0	2446.0	283.0	2704.0	8851.0	1634.0	1471.0	3088.0	4454.0	7891.0	1906.0	1613.0	2832.0	8365.0	2027.0	1204.0	1432.0	3935.0	351.0	9278.0	1429.0	9058.0	2179.0	1312.0	2705.0	447.0	1534.0	4139.0	4261.0	8026.0	8937.0	3005.0	1501.0	916.0	9845.0	3109.0	1153.0	1679.0	4882.0	2293.0	8758.0	7430.0	9848.0	699.0	7443.0	5221.0	1448.0
63	137	32	48	6346.0	950.0	7854.0	465.0	3641.0	950.0	2192.0	793.0	7668.0	2439.0	2440.0	328.0	2773.0	8878.0	1592.0	1431.0	3156.0	4428.0	7922.0	1958.0	1605.0	2836.0	8320.0	2000.0	1242.0	1432.0	4015.0	193.0	9217.0	1319.0	9075.0	2349.0	1302.0	2734.0	455.0	1545.0	4142.0	4251.0	8088.0	8985.0	2897.0	1505.0	952.0	9869.0	3123.0	1107.0	1645.0	4940.0	2328.0	8678.0	7448.0	9819.0	699.0	7422.0	5294.0	1499.0
135	194	46	79	6377.0	945.0	7872.0	443.0	3532.0	978.0	2059.0	632.0	7645.0	2422.0	2340.0	268.0	2702.0	8846.0	1545.0	1437.0	3094.0	4441.0	7876.0	1910.0	1577.0	2881.0	8357.0	2024.0	1298.0	1395.0	3957.0	216.0	9192.0	1424.0	9046.0	2244.0	1278.0	2716.0	430.0	1594.0	4173.0	4210.0	8068.0	8916.0	2989.0	1444.0	941.0	9834.0	3091.0	1228.0	1673.0	4950.0	2214.0	8772.0	7457.0	9877.0	684.0	7465.0	5208.0	1533.0
136	172	47	65	6380.0	976.0	8050.0	517.0	3599.0	1014.0	2186.0	642.0	7949.0	2581.0	2421.0	20000.0	2930.0	8859.0	1539.0	1558.0	3313.0	4467.0	20000.0	2053.0	1651.0	2917.0	8442.0	20000.0	1363.0	20000.0	4084.0	346.0	9733.0	1424.0	9139.0	2285.0	1380.0	2810.0	479.0	1642.0	4187.0	4247.0	8093.0	9253.0	3159.0	1813.0	1101.0	20000.0	3105.0	1230.0	1680.0	5164.0	2221.0	8948.0	7504.0	20000.0	791.0	7658.0	5381.0	1752.0
140	382	50	158	6338.0	936.0	7826.0	452.0	3542.0	942.0	2040.0	614.0	7648.0	2358.0	2429.0	286.0	2680.0	8841.0	1545.0	1393.0	3091.0	4416.0	7823.0	1827.0	1593.0	2852.0	8268.0	1921.0	1226.0	1390.0	3913.0	184.0	9200.0	1260.0	9059.0	2320.0	1282.0	2713.0	457.0	1524.0	4162.0	4243.0	8015.0	8922.0	2853.0	1498.0	942.0	9849.0	3098.0	1097.0	1611.0	4881.0	2216.0	8664.0	7445.0	9816.0	687.0	7391.0	5112.0	1466.0
172	194	65	79	6498.0	961.0	7871.0	481.0	3640.0	1050.0	2323.0	824.0	7667.0	2550.0	2483.0	337.0	2840.0	8864.0	1676.0	1437.0	3198.0	4522.0	7969.0	1945.0	1603.0	20000.0	8469.0	2065.0	1229.0	1407.0	4065.0	256.0	9249.0	1458.0	9285.0	20000.0	1419.0	2878.0	516.0	1717.0	4235.0	4264.0	8244.0	9001.0	3024.0	1538.0	1093.0	9855.0	3133.0	1171.0	1747.0	5127.0	2307.0	8716.0	7563.0	9888.0	716.0	7706.0	5297.0	1586.0
172	176	65	67	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
173	190	66	75	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
173	177	66	68	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
176	190	67	75	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
176	188	67	74	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
176	194	67	79	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
176	226	67	104	6396.0	1007.0	7852.0	512.0	3549.0	967.0	2196.0	700.0	7646.0	2438.0	2415.0	263.0	2756.0	8811.0	1541.0	1415.0	3093.0	4416.0	7871.0	1893.0	1596.0	2891.0	8375.0	1980.0	1207.0	1404.0	3924.0	188.0	9251.0	1334.0	9100.0	2208.0	1298.0	2726.0	447.0	1528.0	4170.0	4230.0	8083.0	8916.0	2889.0	1539.0	940.0	9839.0	3120.0	1106.0	1636.0	4936.0	2304.0	8660.0	7493.0	9805.0	674.0	7410.0	5213.0	1471.0
177	190	68	75	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
177	188	68	74	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
177	226	68	104	6398.0	1007.0	7854.0	554.0	3549.0	974.0	2196.0	715.0	7647.0	2440.0	2413.0	261.0	2755.0	8811.0	1542.0	1415.0	3093.0	4415.0	7872.0	1893.0	1598.0	2893.0	8376.0	1979.0	1206.0	1406.0	3925.0	188.0	9257.0	1334.0	9100.0	2206.0	1297.0	2726.0	449.0	1529.0	4168.0	4232.0	8084.0	8918.0	2891.0	1541.0	941.0	9840.0	3120.0	1105.0	1636.0	4937.0	2249.0	8660.0	7494.0	9804.0	665.0	7409.0	5213.0	1469.0
190	226	75	104	6436.0	983.0	7859.0	558.0	3580.0	1060.0	2215.0	721.0	7656.0	2500.0	2420.0	266.0	2754.0	8818.0	1554.0	1454.0	3097.0	4455.0	7876.0	1893.0	1624.0	2894.0	8390.0	1979.0	1222.0	1420.0	3930.0	191.0	9393.0	1342.0	9114.0	2222.0	1301.0	2741.0	477.0	1565.0	4203.0	4278.0	8093.0	8927.0	3092.0	1752.0	946.0	9843.0	3221.0	1112.0	1646.0	4946.0	2241.0	8677.0	7498.0	9809.0	802.0	7428.0	5216.0	1459.0
190	195	75	80	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
190	229	75	107	6482.0	1017.0	7869.0	559.0	3582.0	1060.0	2231.0	722.0	7656.0	2559.0	2460.0	305.0	2753.0	8827.0	1584.0	1458.0	3096.0	4469.0	7875.0	1893.0	1626.0	2901.0	8391.0	1979.0	1232.0	1420.0	3930.0	193.0	9535.0	1351.0	9115.0	2222.0	1309.0	2739.0	495.0	1566.0	4201.0	4283.0	8096.0	9005.0	3092.0	1751.0	947.0	9845.0	3222.0	1113.0	1648.0	4946.0	2246.0	8798.0	7496.0	9810.0	797.0	7435.0	5221.0	1457.0
190	236	75	111	6487.0	1025.0	7917.0	559.0	3587.0	1059.0	2241.0	773.0	7671.0	2618.0	2459.0	305.0	2753.0	8839.0	1580.0	1461.0	3097.0	4482.0	7873.0	1894.0	1627.0	2907.0	8401.0	1982.0	1252.0	1539.0	3932.0	196.0	9577.0	1425.0	9116.0	2392.0	1376.0	2742.0	494.0	1568.0	4198.0	4281.0	8142.0	9003.0	3094.0	1750.0	949.0	9948.0	3223.0	1209.0	1686.0	4872.0	2384.0	8804.0	7495.0	9902.0	793.0	7490.0	5235.0	1456.0
191	236	76	111	6490.0	1026.0	7931.0	560.0	3588.0	1060.0	2244.0	775.0	7703.0	2624.0	2461.0	317.0	2755.0	8842.0	1580.0	1463.0	3101.0	4483.0	7875.0	1896.0	1631.0	2907.0	8404.0	1986.0	1314.0	1541.0	3937.0	522.0	9577.0	1437.0	9118.0	2394.0	1377.0	2789.0	494.0	1572.0	4199.0	4281.0	8143.0	9003.0	3098.0	1752.0	950.0	9949.0	3226.0	1210.0	1693.0	4987.0	2384.0	8815.0	7496.0	9911.0	792.0	7491.0	5237.0	1458.0
191	234	76	110	6491.0	1026.0	7933.0	560.0	3587.0	1060.0	2244.0	778.0	7702.0	2624.0	2460.0	319.0	2756.0	8839.0	1580.0	1463.0	3101.0	4482.0	7874.0	1897.0	1630.0	2906.0	8451.0	1987.0	1317.0	1541.0	3936.0	522.0	9578.0	1435.0	9118.0	2395.0	1377.0	2789.0	495.0	1572.0	4199.0	4282.0	8143.0	9004.0	3097.0	1752.0	949.0	9951.0	3226.0	1211.0	1694.0	4983.0	2385.0	8815.0	7496.0	9912.0	792.0	7492.0	5238.0	1457.0
195	205	80	86	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
203	389	84	164	6421.0	995.0	7941.0	565.0	3541.0	1055.0	2251.0	775.0	7682.0	2665.0	2457.0	298.0	2703.0	8793.0	1564.0	1499.0	3044.0	4463.0	7870.0	1925.0	1632.0	2905.0	8449.0	1962.0	1261.0	1476.0	3955.0	319.0	9514.0	1427.0	9168.0	2386.0	1375.0	2742.0	534.0	1539.0	4176.0	4227.0	8050.0	8983.0	3008.0	1715.0	915.0	9883.0	3242.0	1176.0	1704.0	4951.0	2294.0	8948.0	7434.0	9867.0	742.0	7480.0	5231.0	1441.0
207	366	88	144	6425.0	1036.0	7945.0	572.0	3555.0	1062.0	2266.0	799.0	7709.0	2682.0	2470.0	317.0	2745.0	8843.0	1568.0	1479.0	3201.0	4476.0	8010.0	1989.0	1670.0	2928.0	8443.0	2038.0	1265.0	1484.0	4002.0	465.0	9579.0	1491.0	9164.0	2380.0	1435.0	2785.0	501.0	1569.0	4182.0	4255.0	8012.0	8969.0	3094.0	1756.0	964.0	9884.0	3239.0	1221.0	1693.0	4989.0	2330.0	8948.0	7471.0	9904.0	769.0	7472.0	5223.0	1463.0
208	371	89	149	6426.0	1016.0	7956.0	570.0	3596.0	1056.0	2288.0	806.0	7719.0	2692.0	2463.0	316.0	2738.0	8881.0	1573.0	1497.0	3224.0	4473.0	8004.0	2005.0	1691.0	2926.0	8478.0	2031.0	1256.0	1493.0	3964.0	457.0	9580.0	1506.0	9203.0	2392.0	1440.0	2781.0	535.0	1564.0	4182.0	4246.0	8112.0	8969.0	3098.0	1723.0	970.0	9886.0	3246.0	1219.0	1696.0	4981.0	2318.0	8949.0	7468.0	9895.0	765.0	7470.0	5234.0	1511.0
211	371	92	149	6427.0	1013.0	7979.0	572.0	3638.0	1058.0	2283.0	808.0	7720.0	2695.0	2460.0	323.0	2736.0	8877.0	1577.0	1504.0	3213.0	4476.0	8074.0	2005.0	1631.0	2922.0	8470.0	2031.0	1268.0	1492.0	3967.0	456.0	9586.0	1504.0	9194.0	2433.0	1443.0	2777.0	536.0	1564.0	4182.0	4253.0	8044.0	8966.0	3097.0	1725.0	970.0	9896.0	3242.0	1218.0	1692.0	4983.0	2313.0	8987.0	7484.0	9908.0	758.0	7469.0	5234.0	1513.0
220	226	99	104	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
221	227	100	105	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
