alnA	alnB	A	B	YMR138W_22	YMR138W_66	YMR138W_24	YMR138W_46	YMR138W_42	YMR138W_49	YMR138W_11	YMR138W_17	YMR138W_37	YMR138W_19	YMR138W_31	YMR138W_21	YMR138W_62	YMR138W_35	YMR138W_18	YMR138W_03	YMR138W_07	YMR138W_53	YMR138W_69	YMR138W_15	YMR138W_67	YMR138W_41	YMR138W_43	YMR138W_55	YMR138W_12	YMR138W_44	YMR138W_23	YMR138W_64	YMR138W_05	YMR138W_51	YMR138W_08	YMR138W_45	YMR138W_10	YMR138W_38	YMR138W_65	YMR138W_56	YMR138W_04	YMR138W_09	YMR138W_48	YMR138W_34	YMR138W_33	YMR138W_29	YMR138W_26	YMR138W_58	YMR138W_30	YMR138W_06	YMR138W_59	YMR138W_54	YMR138W_63	YMR138W_02	YMR138W_27	YMR138W_36	YMR138W_68	YMR138W_32	YMR138W_39	YMR138W_60	YMR138W_52	YMR138W_28	YMR138W_16	YMR138W_70	YMR138W_25	YMR138W_57	YMR138W_14	YMR138W_61	YMR138W_50	YMR138W_01
225	230	105	110	20000.0	20000.0	20000.0	20000.0	20000.0	1250.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
231	249	111	122	20000.0	20000.0	20000.0	20000.0	20000.0	1251.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
231	241	111	116	20000.0	20000.0	20000.0	20000.0	20000.0	1251.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
253	342	126	146	1270.0	3069.0	684.0	1584.0	2384.0	1250.0	4539.0	8209.0	7269.0	1859.0	9227.0	9176.0	6628.0	629.0	541.0	6512.0	310.0	6695.0	4301.0	6888.0	887.0	4739.0	1130.0	20000.0	3599.0	4030.0	2138.0	4987.0	2251.0	6839.0	1324.0	2885.0	4082.0	3280.0	1767.0	3998.0	858.0	3531.0	3365.0	6107.0	3224.0	1341.0	5311.0	3189.0	2532.0	9030.0	617.0	7809.0	1488.0	481.0	1751.0	2780.0	1484.0	222.0	5769.0	8434.0	1482.0	139.0	3863.0	6294.0	3474.0	702.0	2497.0	7553.0	3375.0	8133.0
254	368	127	163	1381.0	3092.0	786.0	1572.0	2487.0	1250.0	4335.0	8238.0	7300.0	1862.0	9228.0	9176.0	6632.0	626.0	548.0	6609.0	261.0	6689.0	4265.0	6881.0	885.0	4719.0	1149.0	4136.0	3617.0	4052.0	2173.0	5025.0	2188.0	6872.0	1327.0	2825.0	4076.0	3259.0	1728.0	4024.0	851.0	3509.0	3368.0	6093.0	3215.0	1336.0	5302.0	3223.0	2501.0	9025.0	644.0	7850.0	1555.0	482.0	1832.0	2749.0	1534.0	215.0	5763.0	8430.0	1494.0	137.0	3776.0	6300.0	3483.0	718.0	2571.0	7558.0	3395.0	8144.0
259	371	132	166	1294.0	3091.0	892.0	1576.0	2406.0	1250.0	4326.0	8234.0	7306.0	1864.0	9227.0	9217.0	6627.0	594.0	553.0	6625.0	257.0	6699.0	4269.0	6881.0	955.0	4691.0	1170.0	4135.0	3633.0	4064.0	2169.0	5028.0	2169.0	6874.0	1316.0	2818.0	4054.0	3258.0	1723.0	4019.0	856.0	3478.0	3352.0	6085.0	3209.0	1334.0	5300.0	3196.0	2504.0	9025.0	635.0	7743.0	1547.0	482.0	1778.0	2751.0	1535.0	201.0	5758.0	8446.0	1490.0	131.0	3777.0	6321.0	3516.0	731.0	2530.0	7556.0	3367.0	8194.0
290	368	135	163	1296.0	3089.0	890.0	1574.0	2452.0	1250.0	4327.0	8237.0	7327.0	1866.0	9229.0	9218.0	6631.0	594.0	635.0	6627.0	289.0	6700.0	4268.0	6878.0	959.0	4682.0	1177.0	4125.0	3657.0	4062.0	2173.0	5027.0	2172.0	6878.0	1349.0	2816.0	4054.0	3258.0	1724.0	4017.0	858.0	3472.0	3354.0	6088.0	3210.0	1330.0	5297.0	3201.0	2507.0	9025.0	637.0	7744.0	1552.0	469.0	1790.0	2757.0	1534.0	181.0	5758.0	8466.0	1503.0	131.0	3777.0	6319.0	3523.0	738.0	2545.0	7558.0	3363.0	8199.0
293	302	138	145	20000.0	20000.0	20000.0	20000.0	20000.0	1250.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
342	367	146	162	1382.0	3184.0	1068.0	1587.0	2526.0	1250.0	4338.0	8244.0	7337.0	1903.0	9241.0	9238.0	6664.0	630.0	896.0	6669.0	374.0	6718.0	4363.0	20000.0	1032.0	4786.0	1301.0	4140.0	3751.0	4082.0	2170.0	5184.0	2209.0	6924.0	1459.0	3003.0	20000.0	3262.0	1759.0	4116.0	1300.0	3659.0	3583.0	6256.0	3288.0	1353.0	5372.0	3197.0	2557.0	20000.0	867.0	7963.0	1566.0	676.0	1841.0	2769.0	1572.0	20000.0	5794.0	8514.0	1711.0	347.0	3814.0	6545.0	20000.0	767.0	2593.0	7677.0	3516.0	8163.0
373	381	168	174	20000.0	20000.0	20000.0	20000.0	20000.0	1250.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
377	383	172	176	20000.0	20000.0	20000.0	20000.0	20000.0	1250.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
383	389	176	181	20000.0	20000.0	20000.0	20000.0	20000.0	1250.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
43	196	16	83	1342.0	3180.0	809.0	1812.0	2401.0	1250.0	4321.0	8254.0	7339.0	1921.0	9176.0	9170.0	6665.0	618.0	682.0	6591.0	258.0	6822.0	4251.0	6727.0	983.0	4693.0	1181.0	4277.0	3605.0	4080.0	2274.0	4947.0	2363.0	7152.0	1360.0	3047.0	4169.0	3294.0	1708.0	4061.0	1046.0	3535.0	3474.0	6068.0	3218.0	1461.0	5343.0	3323.0	2470.0	9070.0	649.0	7847.0	1564.0	616.0	1863.0	2626.0	1517.0	254.0	5780.0	8546.0	1378.0	178.0	3849.0	6321.0	3498.0	893.0	2668.0	7665.0	3446.0	8242.0
43	193	16	80	1344.0	3045.0	803.0	1809.0	2398.0	1250.0	4320.0	8254.0	7341.0	1918.0	9174.0	9168.0	6663.0	616.0	681.0	6586.0	258.0	6823.0	4248.0	6726.0	983.0	4692.0	1179.0	4276.0	3606.0	4079.0	2265.0	4950.0	2358.0	7151.0	1360.0	3028.0	4166.0	3289.0	1707.0	4120.0	1044.0	3536.0	3437.0	6069.0	3216.0	1457.0	5345.0	3325.0	2471.0	9070.0	649.0	7845.0	1561.0	613.0	1863.0	2622.0	1521.0	255.0	5780.0	8549.0	1375.0	174.0	3849.0	6324.0	3498.0	887.0	2669.0	7666.0	3428.0	8242.0
43	194	16	81	1343.0	3046.0	804.0	1810.0	2398.0	1250.0	4321.0	8255.0	7341.0	1919.0	9175.0	9169.0	6663.0	617.0	681.0	6588.0	258.0	6821.0	4250.0	6727.0	984.0	4691.0	1180.0	4276.0	3605.0	4080.0	2266.0	4948.0	2361.0	7151.0	1361.0	3030.0	4167.0	3292.0	1707.0	4119.0	1045.0	3536.0	3438.0	6068.0	3216.0	1458.0	5344.0	3324.0	2472.0	9069.0	649.0	7845.0	1561.0	614.0	1863.0	2623.0	1519.0	255.0	5780.0	8547.0	1376.0	175.0	3850.0	6322.0	3498.0	888.0	2668.0	7666.0	3434.0	8242.0
43	195	16	82	1342.0	3050.0	808.0	1811.0	2399.0	1250.0	4321.0	8255.0	7339.0	1921.0	9176.0	9170.0	6665.0	618.0	682.0	6590.0	258.0	6822.0	4251.0	6727.0	984.0	4692.0	1180.0	4275.0	3714.0	4080.0	2270.0	4947.0	2364.0	7152.0	1361.0	3045.0	4169.0	3294.0	1708.0	4118.0	1045.0	3535.0	3439.0	6067.0	3216.0	1460.0	5344.0	3324.0	2472.0	9070.0	649.0	7846.0	1563.0	616.0	1863.0	2625.0	1519.0	256.0	5780.0	8546.0	1377.0	177.0	3849.0	6321.0	3499.0	891.0	2668.0	7666.0	3445.0	8242.0
44	203	17	86	1341.0	3180.0	810.0	1813.0	2404.0	1250.0	4323.0	8254.0	7325.0	1922.0	9176.0	9174.0	6668.0	618.0	686.0	6885.0	259.0	6829.0	4255.0	6729.0	984.0	4692.0	1182.0	4285.0	3603.0	4082.0	2276.0	4948.0	2381.0	7152.0	1363.0	3053.0	4175.0	3295.0	1708.0	4055.0	1046.0	3534.0	3475.0	6067.0	3187.0	1462.0	5341.0	3324.0	2471.0	9068.0	650.0	7849.0	1565.0	618.0	1863.0	2628.0	1517.0	253.0	5781.0	8533.0	1383.0	184.0	3850.0	6318.0	3499.0	897.0	2668.0	7665.0	3433.0	8243.0
44	390	17	182	1216.0	3025.0	744.0	1428.0	2382.0	1250.0	4344.0	8263.0	7265.0	1849.0	9174.0	9170.0	6610.0	578.0	507.0	6421.0	257.0	6700.0	4204.0	6723.0	978.0	4569.0	1055.0	4144.0	3522.0	4056.0	2083.0	4838.0	1982.0	6854.0	1327.0	2819.0	4043.0	3224.0	1630.0	4043.0	848.0	3509.0	3388.0	5890.0	3135.0	1380.0	5287.0	3196.0	2434.0	8971.0	552.0	7688.0	1506.0	461.0	1776.0	2627.0	1494.0	198.0	5695.0	8421.0	1419.0	151.0	3770.0	6229.0	3463.0	702.0	2504.0	7595.0	3323.0	8118.0
44	194	17	81	1343.0	3052.0	808.0	1810.0	2401.0	1250.0	4322.0	8255.0	7341.0	1919.0	9175.0	9171.0	6666.0	617.0	684.0	6587.0	259.0	6824.0	4251.0	6729.0	985.0	4692.0	1181.0	4278.0	3604.0	4081.0	2269.0	4950.0	2364.0	7153.0	1363.0	3052.0	4169.0	3294.0	1707.0	4057.0	1045.0	3537.0	3477.0	6070.0	3218.0	1460.0	5348.0	3329.0	2473.0	9070.0	651.0	7847.0	1563.0	617.0	1864.0	2624.0	1521.0	256.0	5783.0	8546.0	1377.0	177.0	3852.0	6324.0	3500.0	890.0	2669.0	7667.0	3426.0	8243.0
46	194	19	81	1342.0	3186.0	810.0	1811.0	2404.0	1250.0	4324.0	8256.0	7341.0	1918.0	9175.0	9176.0	6669.0	616.0	690.0	6583.0	261.0	6837.0	4251.0	6737.0	988.0	4694.0	1184.0	4284.0	3602.0	4079.0	2271.0	4954.0	2389.0	7154.0	1372.0	3057.0	4172.0	3297.0	1708.0	4052.0	1047.0	3553.0	3479.0	6147.0	3218.0	1461.0	5353.0	3334.0	2431.0	9070.0	656.0	7850.0	1565.0	626.0	1864.0	2624.0	1524.0	255.0	5817.0	8544.0	1553.0	178.0	3877.0	6326.0	3501.0	892.0	2669.0	7671.0	3421.0	8246.0
46	55	19	28	20000.0	20000.0	20000.0	20000.0	20000.0	1250.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
46	385	19	178	1222.0	3024.0	742.0	1437.0	2386.0	1250.0	4343.0	8230.0	7276.0	1850.0	9169.0	9171.0	6611.0	585.0	513.0	6427.0	256.0	6704.0	4206.0	6721.0	983.0	4613.0	1060.0	4121.0	3526.0	4056.0	2184.0	4819.0	1986.0	6867.0	1315.0	2817.0	4042.0	3230.0	1629.0	4043.0	830.0	3506.0	3388.0	5904.0	3138.0	1382.0	5288.0	3198.0	2434.0	8975.0	574.0	7705.0	1510.0	463.0	1767.0	2625.0	1513.0	186.0	5703.0	8426.0	1422.0	149.0	3770.0	6228.0	3465.0	699.0	2518.0	7595.0	3336.0	8123.0
46	190	19	77	1343.0	3190.0	803.0	1582.0	2405.0	1250.0	4321.0	8261.0	7344.0	1916.0	9163.0	9171.0	6665.0	614.0	691.0	6576.0	268.0	6839.0	4247.0	6801.0	988.0	4705.0	1188.0	4204.0	3626.0	4082.0	2266.0	5032.0	2458.0	7154.0	1371.0	3034.0	4171.0	3294.0	1705.0	4053.0	1045.0	3561.0	3479.0	6146.0	3217.0	1456.0	5374.0	3341.0	2425.0	9070.0	703.0	7848.0	1564.0	638.0	1849.0	2622.0	1526.0	255.0	5819.0	8547.0	1382.0	175.0	3947.0	6353.0	3517.0	887.0	2671.0	7654.0	3413.0	8291.0
47	194	20	81	1341.0	3189.0	811.0	1811.0	2406.0	1250.0	4325.0	8257.0	7340.0	1917.0	9175.0	9182.0	6670.0	615.0	713.0	6581.0	262.0	6838.0	4250.0	6798.0	989.0	4694.0	1184.0	4292.0	3599.0	4078.0	2270.0	5012.0	2392.0	7154.0	1411.0	3057.0	4172.0	3301.0	1689.0	4050.0	1047.0	3555.0	3479.0	6147.0	3185.0	1461.0	5355.0	3337.0	2425.0	9070.0	656.0	7852.0	1566.0	629.0	1864.0	2623.0	1525.0	253.0	5819.0	8542.0	1552.0	178.0	3904.0	6327.0	3501.0	893.0	2669.0	7671.0	3419.0	8295.0
47	177	20	68	1347.0	3292.0	809.0	1558.0	2594.0	1250.0	4355.0	8293.0	7351.0	1915.0	9154.0	9216.0	6664.0	621.0	716.0	6572.0	275.0	6718.0	4213.0	6807.0	1003.0	4752.0	1228.0	4164.0	3626.0	4091.0	2245.0	5061.0	2427.0	7158.0	1423.0	3039.0	4176.0	3406.0	1623.0	4055.0	1014.0	3568.0	3451.0	6261.0	3132.0	1450.0	5516.0	3370.0	2422.0	9071.0	795.0	7844.0	1526.0	763.0	1839.0	2625.0	1530.0	233.0	5870.0	8555.0	1533.0	180.0	3999.0	6357.0	3601.0	852.0	2676.0	7654.0	3415.0	8305.0
47	190	20	77	1342.0	3191.0	804.0	1571.0	2409.0	1250.0	4317.0	8278.0	7344.0	1915.0	9153.0	9175.0	6667.0	613.0	711.0	6574.0	269.0	6839.0	4247.0	6803.0	990.0	4743.0	1277.0	4200.0	3607.0	4081.0	2266.0	5054.0	2455.0	7155.0	1410.0	3035.0	4172.0	3331.0	1705.0	4051.0	1045.0	3560.0	3479.0	6147.0	3185.0	1456.0	5516.0	3344.0	2424.0	9069.0	782.0	7850.0	1565.0	643.0	1840.0	2622.0	1526.0	254.0	5823.0	8546.0	1553.0	176.0	3995.0	6352.0	3555.0	888.0	2671.0	7653.0	3409.0	8293.0
48	173	21	66	1349.0	3397.0	820.0	1560.0	2598.0	1251.0	4356.0	8300.0	7351.0	1919.0	9164.0	9218.0	6667.0	624.0	719.0	6577.0	276.0	6715.0	4213.0	6929.0	1005.0	4759.0	1224.0	4217.0	3625.0	4092.0	2249.0	5062.0	2427.0	7161.0	1424.0	3064.0	4181.0	3427.0	1624.0	4059.0	1013.0	3572.0	3460.0	6061.0	3130.0	1454.0	5516.0	3371.0	2421.0	9076.0	798.0	7842.0	1532.0	532.0	1776.0	2627.0	1530.0	234.0	5871.0	8600.0	1596.0	186.0	3970.0	6362.0	3601.0	852.0	2679.0	7680.0	3413.0	8308.0
48	207	21	90	1336.0	3181.0	788.0	1770.0	2428.0	1250.0	4325.0	8259.0	7320.0	1920.0	9176.0	9183.0	6677.0	614.0	593.0	6592.0	267.0	6821.0	4251.0	6740.0	986.0	4676.0	1186.0	4298.0	3598.0	4084.0	2271.0	4948.0	2425.0	7122.0	1417.0	3010.0	4190.0	3298.0	1672.0	4048.0	903.0	3540.0	3474.0	6070.0	3179.0	1464.0	5336.0	3331.0	2478.0	9071.0	652.0	7846.0	1616.0	618.0	1861.0	2629.0	1532.0	232.0	5819.0	8521.0	1545.0	226.0	3832.0	6323.0	3495.0	902.0	2658.0	7626.0	3420.0	8177.0
49	213	22	96	1330.0	3137.0	782.0	1588.0	2413.0	1250.0	4327.0	8264.0	7314.0	1895.0	9173.0	9210.0	6680.0	609.0	578.0	6852.0	277.0	6811.0	4229.0	6724.0	980.0	4661.0	1194.0	4139.0	3589.0	4093.0	2241.0	4857.0	2390.0	6983.0	1350.0	3002.0	4128.0	3278.0	1656.0	4044.0	889.0	3541.0	3476.0	6074.0	3166.0	1407.0	5305.0	3252.0	2480.0	9076.0	653.0	7837.0	1541.0	604.0	1760.0	2624.0	1524.0	229.0	5808.0	8479.0	1516.0	222.0	3816.0	6325.0	3487.0	805.0	2642.0	7622.0	3410.0	8175.0
49	226	22	106	1336.0	3105.0	786.0	1581.0	2369.0	1250.0	4325.0	8275.0	7302.0	1841.0	9161.0	9169.0	6670.0	610.0	579.0	6532.0	265.0	6667.0	4205.0	6710.0	961.0	4678.0	1188.0	4138.0	3586.0	4089.0	2226.0	4853.0	2287.0	6992.0	1317.0	2998.0	4120.0	3277.0	1662.0	4002.0	890.0	3517.0	3472.0	6063.0	3157.0	1380.0	5303.0	3292.0	2425.0	9068.0	638.0	7830.0	1507.0	610.0	1741.0	2622.0	1525.0	228.0	5782.0	8464.0	1510.0	220.0	3807.0	6322.0	3499.0	791.0	2497.0	7575.0	3403.0	8162.0
50	54	23	27	20000.0	20000.0	20000.0	20000.0	20000.0	1251.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
52	254	25	127	1271.0	3033.0	733.0	1456.0	2384.0	1251.0	4324.0	8228.0	7283.0	1864.0	9173.0	9167.0	6646.0	598.0	576.0	6534.0	253.0	6663.0	4210.0	6735.0	946.0	4652.0	1153.0	4095.0	3577.0	4064.0	2174.0	4818.0	2164.0	6947.0	1369.0	2996.0	4037.0	3264.0	1633.0	4029.0	853.0	3514.0	3382.0	6088.0	3146.0	1337.0	5350.0	3201.0	2431.0	9049.0	656.0	7801.0	1497.0	474.0	1755.0	2619.0	1518.0	225.0	5755.0	8444.0	1406.0	135.0	3780.0	6314.0	3475.0	706.0	2494.0	7553.0	3341.0	8143.0
55	134	28	53	1354.0	3192.0	817.0	1509.0	2359.0	1250.0	4376.0	8280.0	7349.0	1676.0	9072.0	9166.0	6530.0	613.0	713.0	6544.0	276.0	6680.0	4245.0	6855.0	1020.0	4759.0	1203.0	4149.0	3665.0	4074.0	2243.0	4796.0	2230.0	7171.0	1272.0	3067.0	4154.0	3338.0	1612.0	4046.0	1004.0	3522.0	3452.0	6023.0	3100.0	1522.0	5297.0	3261.0	2410.0	9099.0	646.0	7832.0	1485.0	490.0	1828.0	2622.0	1514.0	234.0	5870.0	8493.0	1530.0	183.0	3842.0	6329.0	3589.0	784.0	2514.0	7644.0	3409.0	8334.0
56	256	29	129	1280.0	3039.0	734.0	1459.0	2388.0	1250.0	4323.0	8227.0	7287.0	1868.0	9160.0	9166.0	6644.0	604.0	573.0	6573.0	257.0	6666.0	4216.0	6745.0	946.0	4653.0	1152.0	4101.0	3573.0	4062.0	2175.0	4821.0	2141.0	6951.0	1374.0	2908.0	4035.0	3263.0	1634.0	4029.0	855.0	3516.0	3382.0	6076.0	3140.0	1336.0	5306.0	3198.0	2469.0	9044.0	647.0	7806.0	1496.0	476.0	1752.0	2616.0	1519.0	228.0	5754.0	8440.0	1399.0	135.0	3783.0	6294.0	3477.0	740.0	2496.0	7554.0	3342.0	8148.0
56	381	29	174	1247.0	3022.0	739.0	1441.0	2386.0	1250.0	4345.0	8219.0	7289.0	1854.0	9149.0	9167.0	6606.0	588.0	529.0	6443.0	256.0	6741.0	4207.0	6741.0	984.0	4639.0	1156.0	4084.0	3540.0	4050.0	2205.0	4815.0	1972.0	6868.0	1305.0	2815.0	4031.0	3254.0	1628.0	4044.0	828.0	3470.0	3383.0	6075.0	3135.0	1449.0	5291.0	3187.0	2427.0	8985.0	609.0	7705.0	1535.0	463.0	1746.0	2608.0	1527.0	181.0	5747.0	8391.0	1402.0	195.0	3768.0	6274.0	3472.0	698.0	2520.0	7599.0	3327.0	8130.0
58	134	31	53	1355.0	3193.0	819.0	1480.0	2363.0	1250.0	4380.0	8277.0	7354.0	1683.0	9075.0	9166.0	6532.0	626.0	713.0	6547.0	277.0	6682.0	4247.0	6858.0	1024.0	4759.0	1193.0	4236.0	3669.0	4071.0	2253.0	4796.0	2230.0	7180.0	1273.0	3066.0	4155.0	3338.0	1611.0	4046.0	1005.0	3511.0	3452.0	6027.0	3103.0	1525.0	5297.0	3261.0	2409.0	9097.0	648.0	7846.0	1485.0	493.0	1830.0	2626.0	1515.0	235.0	5872.0	8529.0	1380.0	188.0	3866.0	6332.0	3501.0	788.0	2518.0	7656.0	3411.0	8298.0
58	135	31	54	1356.0	3205.0	828.0	1514.0	2370.0	1250.0	4379.0	8278.0	7356.0	1690.0	9173.0	9167.0	6664.0	627.0	717.0	6549.0	289.0	6692.0	4223.0	6886.0	1028.0	4759.0	1199.0	4297.0	3704.0	4075.0	2254.0	4800.0	2251.0	7184.0	1431.0	3067.0	4269.0	3513.0	1611.0	4052.0	1007.0	3514.0	3451.0	6031.0	3106.0	1521.0	5312.0	3466.0	2413.0	9096.0	661.0	7844.0	1485.0	522.0	1843.0	2671.0	1517.0	255.0	5873.0	8603.0	1580.0	311.0	3869.0	6337.0	3500.0	835.0	2720.0	7691.0	3411.0	8463.0
58	136	31	55	1355.0	3121.0	828.0	1520.0	2371.0	1250.0	4379.0	8279.0	7369.0	1694.0	9176.0	9168.0	6668.0	628.0	719.0	6828.0	427.0	6712.0	4222.0	6961.0	1034.0	4754.0	1195.0	4312.0	3621.0	4091.0	2231.0	5077.0	2423.0	7181.0	1431.0	3067.0	4269.0	3515.0	1611.0	4057.0	1007.0	3516.0	3450.0	6032.0	3135.0	1429.0	5403.0	3418.0	2415.0	9096.0	761.0	7871.0	1486.0	508.0	1971.0	2931.0	1520.0	256.0	5873.0	8604.0	1588.0	245.0	3952.0	6466.0	3498.0	838.0	2732.0	7691.0	3410.0	8464.0
58	171	31	64	1354.0	3128.0	827.0	1489.0	2433.0	1250.0	4376.0	8315.0	7361.0	1908.0	9171.0	9173.0	6668.0	631.0	723.0	6827.0	391.0	6714.0	4211.0	6795.0	1034.0	4679.0	1221.0	4262.0	3616.0	4076.0	2221.0	5076.0	2422.0	7174.0	1415.0	3069.0	4211.0	3511.0	1618.0	4081.0	1006.0	3516.0	3448.0	6051.0	3284.0	1376.0	5519.0	3406.0	2492.0	9019.0	761.0	7842.0	1577.0	512.0	1891.0	2839.0	1525.0	239.0	5869.0	8601.0	1538.0	239.0	3951.0	6488.0	3500.0	903.0	2690.0	7778.0	3408.0	8425.0
59	137	32	56	1362.0	3119.0	831.0	1649.0	2433.0	1250.0	4379.0	8280.0	7371.0	1984.0	9229.0	9172.0	6672.0	628.0	724.0	6827.0	264.0	6713.0	4218.0	6965.0	1083.0	4752.0	1196.0	4316.0	3622.0	4100.0	2228.0	5080.0	2424.0	7188.0	1415.0	3069.0	4272.0	3528.0	1613.0	4081.0	1008.0	3515.0	3450.0	6040.0	3243.0	1379.0	5403.0	3466.0	2497.0	9096.0	759.0	7845.0	1488.0	515.0	1971.0	2934.0	1522.0	257.0	5877.0	8605.0	1631.0	241.0	3947.0	6497.0	3497.0	904.0	20000.0	20000.0	3409.0	8468.0
