alnA	alnB	A	B	YFL005W_28	YFL005W_08	YFL005W_35	YFL005W_43	YFL005W_14	YFL005W_70	YFL005W_16	YFL005W_57	YFL005W_19	YFL005W_34	YFL005W_01	YFL005W_30	YFL005W_10	YFL005W_45	YFL005W_23	YFL005W_13	YFL005W_12	YFL005W_68	YFL005W_26	YFL005W_11	YFL005W_49	YFL005W_17	YFL005W_09	YFL005W_61	YFL005W_54	YFL005W_22	YFL005W_18	YFL005W_41	YFL005W_32	YFL005W_44	YFL005W_38	YFL005W_06	YFL005W_21	YFL005W_46	YFL005W_66	YFL005W_05	YFL005W_31	YFL005W_15	YFL005W_58	YFL005W_56	YFL005W_37	YFL005W_50	YFL005W_51	YFL005W_20	YFL005W_40	YFL005W_42	YFL005W_53	YFL005W_65	YFL005W_24	YFL005W_67	YFL005W_07	YFL005W_27	YFL005W_25	YFL005W_63	YFL005W_55	YFL005W_02	YFL005W_33	YFL005W_59	YFL005W_62	YFL005W_36	YFL005W_29	YFL005W_04	YFL005W_52	YFL005W_69	YFL005W_03	YFL005W_48	YFL005W_39	YFL005W_47	YFL005W_60	YFL005W_64
220	226	107	112	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
221	227	108	113	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	302	109	148	1131.0	2576.0	8385.0	211.0	1139.0	2670.0	1769.0	274.0	623.0	4000.0	3319.0	2417.0	2727.0	938.0	1204.0	3783.0	228.0	617.0	1621.0	901.0	4842.0	3739.0	2349.0	1444.0	286.0	1244.0	3212.0	3770.0	2794.0	521.0	3276.0	5454.0	1407.0	614.0	2357.0	1743.0	3368.0	7945.0	995.0	410.0	2918.0	1001.0	3741.0	840.0	2832.0	1346.0	2014.0	1474.0	762.0	3275.0	3550.0	552.0	2132.0	3674.0	285.0	1111.0	2768.0	216.0	1732.0	1796.0	2923.0	168.0	425.0	1784.0	1731.0	9654.0	461.0	3276.0	667.0	229.0
222	366	109	154	1124.0	2574.0	8423.0	210.0	1103.0	2668.0	1763.0	228.0	624.0	3996.0	3309.0	2407.0	2727.0	940.0	1205.0	3775.0	163.0	617.0	1624.0	900.0	4845.0	3711.0	2346.0	1441.0	290.0	1247.0	3208.0	3876.0	2792.0	520.0	3262.0	5451.0	1401.0	611.0	2359.0	1771.0	3358.0	7941.0	1018.0	415.0	2913.0	922.0	3737.0	843.0	2758.0	1357.0	2007.0	1476.0	761.0	3279.0	3550.0	551.0	2126.0	3604.0	278.0	1115.0	2753.0	192.0	1733.0	1775.0	2925.0	177.0	400.0	1771.0	1734.0	9653.0	457.0	3276.0	668.0	230.0
226	231	112	117	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
252	388	127	173	1136.0	2533.0	8398.0	170.0	1207.0	2694.0	1741.0	170.0	608.0	3966.0	3277.0	2408.0	2733.0	863.0	1149.0	3776.0	133.0	556.0	1630.0	900.0	4909.0	3699.0	2308.0	1387.0	311.0	1259.0	3190.0	3861.0	2839.0	500.0	3213.0	5426.0	1427.0	632.0	2379.0	1725.0	3348.0	7878.0	1023.0	372.0	2993.0	974.0	3732.0	820.0	2754.0	1337.0	1982.0	1529.0	819.0	3284.0	3555.0	583.0	2073.0	3605.0	294.0	1172.0	2716.0	173.0	1630.0	1718.0	2923.0	142.0	425.0	1889.0	1718.0	9592.0	450.0	3193.0	611.0	243.0
254	370	129	158	1149.0	2544.0	8410.0	219.0	1209.0	2722.0	1768.0	258.0	633.0	4068.0	3341.0	2436.0	2840.0	947.0	1271.0	3797.0	211.0	622.0	1645.0	920.0	4883.0	3735.0	2346.0	1451.0	314.0	1271.0	3237.0	3884.0	2908.0	533.0	3342.0	5468.0	1423.0	622.0	2372.0	1766.0	3364.0	7900.0	1028.0	430.0	2921.0	991.0	3791.0	855.0	2781.0	1383.0	2024.0	1514.0	877.0	3285.0	3560.0	630.0	2122.0	3627.0	344.0	1167.0	2773.0	276.0	1804.0	1758.0	2958.0	186.0	433.0	1852.0	1800.0	9668.0	468.0	3306.0	681.0	358.0
256	381	131	167	1139.0	2533.0	8405.0	210.0	1109.0	2688.0	1758.0	252.0	631.0	4029.0	3293.0	2432.0	2777.0	943.0	1274.0	3788.0	148.0	620.0	1637.0	925.0	4867.0	3737.0	2317.0	1444.0	263.0	1231.0	3233.0	3885.0	2905.0	526.0	3291.0	5439.0	1398.0	643.0	2381.0	1764.0	3354.0	7871.0	1026.0	418.0	2970.0	990.0	3809.0	843.0	2770.0	1392.0	2019.0	1532.0	829.0	3287.0	3556.0	587.0	2112.0	3627.0	345.0	1152.0	2769.0	258.0	1805.0	1753.0	2941.0	181.0	430.0	1859.0	1786.0	9670.0	460.0	3292.0	677.0	210.0
257	283	132	138	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
257	370	132	158	1148.0	2542.0	8412.0	221.0	1112.0	2703.0	1765.0	260.0	637.0	4079.0	3345.0	2444.0	2839.0	946.0	1276.0	3797.0	213.0	624.0	1642.0	930.0	4914.0	3737.0	2338.0	1451.0	312.0	1237.0	3242.0	3891.0	2907.0	536.0	3340.0	5474.0	1424.0	626.0	2366.0	1767.0	3364.0	7887.0	1028.0	431.0	2922.0	993.0	3784.0	863.0	2787.0	1394.0	2026.0	1542.0	847.0	3293.0	3560.0	614.0	2133.0	3628.0	345.0	1172.0	2775.0	275.0	1808.0	1762.0	2963.0	185.0	439.0	1860.0	1796.0	9670.0	468.0	3310.0	681.0	356.0
292	369	142	157	20000.0	20000.0	8603.0	289.0	1398.0	2881.0	1968.0	286.0	646.0	4173.0	3472.0	20000.0	20000.0	20000.0	20000.0	20000.0	253.0	755.0	1797.0	1113.0	4928.0	4027.0	20000.0	20000.0	20000.0	1531.0	3308.0	4066.0	2988.0	20000.0	3519.0	5523.0	1586.0	746.0	2518.0	20000.0	3412.0	20000.0	1124.0	483.0	3045.0	1046.0	20000.0	1006.0	20000.0	1453.0	2044.0	1751.0	1017.0	3569.0	20000.0	625.0	2211.0	20000.0	532.0	20000.0	20000.0	20000.0	1947.0	1852.0	20000.0	458.0	20000.0	20000.0	1842.0	9701.0	478.0	3332.0	762.0	372.0
292	297	142	147	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
376	383	164	169	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
382	388	168	173	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
33	38	16	19	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
34	168	17	69	941.0	2463.0	8423.0	124.0	1017.0	2652.0	1406.0	151.0	643.0	3882.0	3282.0	2359.0	2721.0	799.0	1234.0	3559.0	147.0	739.0	1534.0	925.0	4800.0	3713.0	2228.0	1398.0	258.0	1161.0	3205.0	3848.0	2759.0	496.0	3215.0	5288.0	1249.0	597.0	2234.0	1644.0	3307.0	7807.0	1009.0	441.0	2983.0	991.0	3744.0	820.0	2737.0	1271.0	1810.0	1514.0	798.0	3176.0	3475.0	527.0	2088.0	3554.0	304.0	1081.0	2681.0	163.0	1741.0	1719.0	2911.0	52.0	419.0	1737.0	1711.0	9537.0	383.0	3229.0	653.0	102.0
37	138	18	57	941.0	2431.0	8375.0	111.0	1009.0	2650.0	1413.0	134.0	640.0	3867.0	3279.0	2359.0	2668.0	790.0	1179.0	3548.0	133.0	745.0	1534.0	908.0	4802.0	3668.0	2203.0	1397.0	252.0	1160.0	3190.0	3862.0	2696.0	500.0	3157.0	5271.0	1245.0	593.0	2234.0	1619.0	3311.0	7779.0	1005.0	309.0	2977.0	994.0	3734.0	809.0	2734.0	1276.0	1844.0	1427.0	794.0	3123.0	3491.0	469.0	2103.0	3511.0	301.0	1081.0	2674.0	154.0	1732.0	1711.0	2908.0	43.0	418.0	1734.0	1703.0	9534.0	371.0	3200.0	609.0	83.0
37	142	18	59	942.0	2435.0	8381.0	120.0	1012.0	2651.0	1407.0	149.0	642.0	3872.0	3279.0	2360.0	2727.0	791.0	1187.0	3555.0	161.0	742.0	1532.0	918.0	4801.0	3664.0	2206.0	1398.0	256.0	1162.0	3195.0	3853.0	2721.0	501.0	3167.0	5285.0	1247.0	596.0	2234.0	1622.0	3305.0	7786.0	1007.0	447.0	2977.0	994.0	3740.0	813.0	2735.0	1273.0	1830.0	1434.0	797.0	3133.0	3474.0	514.0	2097.0	3544.0	302.0	1079.0	2678.0	159.0	1736.0	1718.0	2910.0	47.0	419.0	1734.0	1706.0	9533.0	379.0	3234.0	611.0	89.0
43	136	20	55	942.0	2437.0	8363.0	115.0	1004.0	2651.0	1415.0	122.0	641.0	3865.0	3264.0	2317.0	2663.0	792.0	1172.0	3537.0	131.0	575.0	1563.0	909.0	4757.0	3672.0	2202.0	1397.0	202.0	1160.0	3114.0	3873.0	2694.0	504.0	3156.0	5271.0	1246.0	592.0	2235.0	1619.0	3320.0	7769.0	1005.0	309.0	2942.0	996.0	3719.0	808.0	2738.0	1292.0	1848.0	1426.0	793.0	3132.0	3498.0	462.0	2081.0	3500.0	305.0	1080.0	2673.0	147.0	1733.0	1711.0	2908.0	45.0	384.0	1735.0	1700.0	9520.0	370.0	3188.0	609.0	75.0
43	138	20	57	943.0	2436.0	8376.0	118.0	1009.0	2654.0	1414.0	132.0	643.0	3870.0	3288.0	2360.0	2735.0	792.0	1181.0	3548.0	156.0	743.0	1561.0	916.0	4803.0	3668.0	2204.0	1400.0	252.0	1163.0	3190.0	3868.0	2721.0	503.0	3161.0	5298.0	1250.0	596.0	2235.0	1622.0	3308.0	7786.0	1007.0	313.0	2980.0	996.0	3737.0	812.0	2739.0	1285.0	1904.0	1428.0	796.0	3172.0	3494.0	476.0	2104.0	3539.0	305.0	1084.0	2683.0	155.0	1735.0	1718.0	2910.0	49.0	421.0	1736.0	1705.0	9536.0	377.0	3236.0	613.0	80.0
46	52	23	29	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
47	176	24	77	1088.0	2446.0	8455.0	210.0	1116.0	2728.0	1740.0	145.0	645.0	4159.0	3335.0	2452.0	2715.0	954.0	1242.0	3752.0	137.0	722.0	1623.0	940.0	4825.0	3732.0	2270.0	1413.0	229.0	1196.0	3245.0	3867.0	2783.0	499.0	3213.0	5344.0	1324.0	637.0	2270.0	1735.0	3332.0	7817.0	1037.0	444.0	3155.0	1005.0	3745.0	858.0	2788.0	1309.0	1913.0	1535.0	808.0	3221.0	3476.0	579.0	2107.0	3588.0	344.0	1199.0	2748.0	162.0	1802.0	1744.0	2929.0	160.0	422.0	1881.0	1743.0	9514.0	532.0	3214.0	656.0	187.0
47	251	24	126	1083.0	2519.0	8324.0	208.0	1080.0	2692.0	1743.0	149.0	627.0	3939.0	3306.0	2399.0	2724.0	904.0	1225.0	3731.0	126.0	620.0	1584.0	907.0	4832.0	3729.0	2255.0	1445.0	220.0	1270.0	3249.0	3812.0	2775.0	516.0	3217.0	5386.0	1359.0	604.0	2257.0	1705.0	3331.0	7811.0	1030.0	400.0	2973.0	995.0	3747.0	831.0	2719.0	1423.0	1915.0	1454.0	790.0	3259.0	3529.0	505.0	2087.0	3612.0	284.0	1103.0	2759.0	197.0	1741.0	1751.0	2934.0	152.0	428.0	1760.0	1740.0	9566.0	458.0	3290.0	639.0	211.0
48	176	25	77	1089.0	2446.0	8404.0	211.0	1072.0	2729.0	1738.0	144.0	645.0	4161.0	3336.0	2453.0	2716.0	955.0	1241.0	3751.0	139.0	720.0	1621.0	940.0	4827.0	3672.0	2271.0	1415.0	200.0	1199.0	3245.0	3867.0	2787.0	499.0	3213.0	5349.0	1321.0	637.0	2271.0	1735.0	3332.0	7819.0	1027.0	445.0	3155.0	949.0	3746.0	859.0	2789.0	1306.0	1914.0	1532.0	808.0	3220.0	3476.0	585.0	2108.0	3587.0	343.0	1200.0	2746.0	215.0	1805.0	1748.0	2930.0	160.0	414.0	1881.0	1742.0	9509.0	585.0	3213.0	657.0	197.0
49	222	26	109	1064.0	2523.0	8307.0	213.0	1081.0	2677.0	1734.0	140.0	617.0	3928.0	3301.0	2403.0	2722.0	907.0	1226.0	3748.0	121.0	611.0	1576.0	907.0	4828.0	3705.0	2259.0	1404.0	226.0	1203.0	3232.0	3845.0	2777.0	533.0	3229.0	5379.0	1359.0	606.0	2240.0	1692.0	3332.0	7808.0	991.0	403.0	2995.0	976.0	3793.0	822.0	2709.0	1384.0	1914.0	1455.0	785.0	3274.0	3534.0	506.0	2093.0	3598.0	305.0	1102.0	2748.0	205.0	1732.0	1708.0	2935.0	161.0	423.0	1759.0	1720.0	9557.0	455.0	3288.0	640.0	210.0
49	207	26	96	1094.0	2610.0	8327.0	217.0	1152.0	2694.0	1808.0	201.0	627.0	4150.0	3307.0	2411.0	2727.0	916.0	1239.0	3747.0	128.0	689.0	1583.0	936.0	4833.0	3713.0	2271.0	1437.0	237.0	1243.0	3240.0	3878.0	2819.0	538.0	3217.0	5410.0	1382.0	610.0	2333.0	1754.0	3335.0	7832.0	1040.0	475.0	3001.0	1007.0	3755.0	836.0	2757.0	1411.0	1919.0	1581.0	813.0	3280.0	3536.0	507.0	2099.0	3632.0	477.0	1115.0	2765.0	218.0	1803.0	1743.0	2937.0	166.0	427.0	1792.0	1739.0	9567.0	468.0	3292.0	646.0	238.0
50	176	27	77	1067.0	2443.0	8400.0	103.0	1063.0	2648.0	1724.0	139.0	642.0	4167.0	3242.0	2451.0	2677.0	954.0	1237.0	3748.0	140.0	654.0	1621.0	943.0	4828.0	3662.0	2271.0	1421.0	196.0	1203.0	3244.0	3867.0	2812.0	499.0	3213.0	5400.0	1317.0	637.0	2276.0	1733.0	3332.0	7820.0	1020.0	337.0	2950.0	940.0	3748.0	859.0	2790.0	1302.0	1914.0	1484.0	807.0	3216.0	3467.0	475.0	2106.0	3586.0	337.0	1203.0	2715.0	216.0	1813.0	1752.0	2931.0	159.0	404.0	1881.0	1734.0	9504.0	587.0	3200.0	657.0	188.0
53	210	30	99	1066.0	2523.0	8349.0	216.0	1091.0	2686.0	1736.0	147.0	620.0	3932.0	3303.0	2404.0	2726.0	908.0	1232.0	3752.0	127.0	619.0	1578.0	915.0	4830.0	3703.0	2263.0	1412.0	230.0	1207.0	3229.0	3851.0	2770.0	536.0	3217.0	5398.0	1361.0	607.0	2329.0	1706.0	3334.0	7831.0	1004.0	409.0	2997.0	975.0	3760.0	834.0	2710.0	1379.0	1917.0	1458.0	802.0	3277.0	3534.0	500.0	2096.0	3625.0	508.0	1104.0	2753.0	218.0	1739.0	1711.0	2936.0	164.0	424.0	1769.0	1733.0	9555.0	455.0	3289.0	645.0	206.0
53	58	30	35	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
55	60	32	37	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
57	170	34	71	953.0	2440.0	8374.0	115.0	1054.0	2659.0	1408.0	131.0	633.0	4123.0	3300.0	2367.0	2689.0	830.0	1227.0	3628.0	180.0	667.0	1556.0	963.0	4821.0	3658.0	2247.0	1465.0	215.0	1177.0	3191.0	3860.0	2815.0	496.0	3213.0	5322.0	1315.0	633.0	2219.0	1695.0	3322.0	7811.0	1022.0	445.0	2951.0	916.0	3745.0	859.0	2704.0	1278.0	1794.0	1519.0	747.0	3170.0	3461.0	472.0	2091.0	3587.0	334.0	1210.0	2694.0	178.0	1764.0	1756.0	2926.0	147.0	418.0	1745.0	1733.0	9502.0	445.0	3206.0	654.0	180.0
57	206	34	95	1041.0	2517.0	8298.0	211.0	1090.0	2689.0	1761.0	134.0	620.0	3931.0	3309.0	2386.0	2724.0	907.0	1222.0	3746.0	122.0	611.0	1567.0	941.0	4831.0	3709.0	2264.0	1438.0	224.0	1219.0	3227.0	3805.0	2764.0	499.0	3207.0	5410.0	1356.0	603.0	2321.0	1692.0	3327.0	7843.0	998.0	409.0	2991.0	920.0	3751.0	843.0	2715.0	1379.0	1912.0	1439.0	797.0	3256.0	3530.0	497.0	2090.0	3641.0	341.0	1106.0	2762.0	211.0	1810.0	1780.0	2933.0	160.0	427.0	1780.0	1737.0	9560.0	460.0	3289.0	638.0	224.0
61	137	38	56	954.0	2464.0	8379.0	269.0	1055.0	2664.0	1414.0	132.0	664.0	4019.0	3297.0	2365.0	2694.0	831.0	1225.0	3595.0	182.0	675.0	1561.0	993.0	4824.0	3661.0	2201.0	1465.0	251.0	1175.0	3189.0	3864.0	2823.0	508.0	3157.0	5282.0	1300.0	646.0	2221.0	1623.0	3334.0	7807.0	1047.0	394.0	3027.0	985.0	3747.0	865.0	2734.0	1279.0	1801.0	1521.0	751.0	3169.0	3498.0	527.0	2086.0	3587.0	337.0	1215.0	2797.0	257.0	1758.0	1754.0	2916.0	57.0	524.0	1748.0	1720.0	9574.0	605.0	3260.0	665.0	79.0
63	140	40	58	952.0	2459.0	8380.0	365.0	1049.0	2658.0	1413.0	129.0	629.0	3927.0	3294.0	2357.0	2693.0	801.0	1222.0	3584.0	127.0	549.0	1556.0	987.0	4824.0	3661.0	2203.0	1463.0	216.0	1173.0	3187.0	3814.0	2817.0	504.0	3161.0	5281.0	1292.0	640.0	2219.0	1624.0	3324.0	7805.0	998.0	390.0	2946.0	930.0	3747.0	860.0	2723.0	1273.0	1796.0	1520.0	749.0	3169.0	3470.0	531.0	2082.0	3528.0	281.0	1187.0	2701.0	170.0	1721.0	1700.0	2913.0	56.0	525.0	1739.0	1716.0	9564.0	476.0	3259.0	664.0	101.0
63	135	40	54	953.0	2468.0	8379.0	155.0	1049.0	2665.0	1419.0	133.0	663.0	3935.0	3300.0	2363.0	2716.0	803.0	1214.0	3588.0	133.0	637.0	1597.0	997.0	4824.0	3665.0	2200.0	1453.0	226.0	1176.0	3186.0	3864.0	2821.0	515.0	3164.0	5280.0	1294.0	651.0	2224.0	1625.0	3333.0	7804.0	1063.0	462.0	2951.0	935.0	3745.0	890.0	2724.0	1276.0	1802.0	1521.0	750.0	3172.0	3542.0	527.0	2081.0	3529.0	345.0	1225.0	2795.0	259.0	1729.0	1699.0	2908.0	55.0	399.0	1762.0	1718.0	9534.0	496.0	3260.0	664.0	77.0
119	132	49	51	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
119	134	49	53	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
134	190	53	83	940.0	2404.0	8355.0	187.0	990.0	2614.0	1425.0	116.0	600.0	3862.0	3213.0	2307.0	2658.0	782.0	1163.0	3526.0	188.0	532.0	1560.0	906.0	4748.0	3650.0	2204.0	1412.0	195.0	1162.0	3097.0	3814.0	2692.0	457.0	3151.0	5266.0	1246.0	536.0	2210.0	1614.0	3245.0	7756.0	953.0	305.0	2944.0	881.0	3717.0	803.0	2723.0	1241.0	1802.0	1425.0	738.0	3094.0	3576.0	449.0	2067.0	3488.0	306.0	1078.0	2662.0	136.0	1695.0	1716.0	2913.0	47.0	389.0	1714.0	1716.0	9447.0	356.0	3179.0	609.0	64.0
136	194	55	87	940.0	2407.0	8338.0	116.0	992.0	2612.0	1420.0	117.0	600.0	3862.0	3220.0	2309.0	2659.0	784.0	1164.0	3530.0	119.0	540.0	1529.0	899.0	4747.0	3659.0	2203.0	1398.0	197.0	1161.0	3098.0	3814.0	2692.0	467.0	3157.0	5267.0	1246.0	538.0	2213.0	1618.0	3285.0	7761.0	1005.0	305.0	2939.0	883.0	3713.0	803.0	2727.0	1250.0	1857.0	1420.0	822.0	3096.0	3499.0	451.0	2068.0	3491.0	303.0	1077.0	2663.0	135.0	1699.0	1715.0	2902.0	48.0	384.0	1722.0	1699.0	9452.0	357.0	3181.0	606.0	68.0
