alnA	alnB	A	B	YKL154W_10	YKL154W_16	YKL154W_65	YKL154W_01	YKL154W_05	YKL154W_20	YKL154W_04	YKL154W_48	YKL154W_31	YKL154W_13	YKL154W_32	YKL154W_37	YKL154W_30	YKL154W_38	YKL154W_14	YKL154W_47	YKL154W_35	YKL154W_63	YKL154W_12	YKL154W_53	YKL154W_62	YKL154W_18	YKL154W_57	YKL154W_03	YKL154W_51	YKL154W_50	YKL154W_21	YKL154W_06	YKL154W_60	YKL154W_19	YKL154W_22	YKL154W_43	YKL154W_36	YKL154W_49	YKL154W_45	YKL154W_64	YKL154W_67	YKL154W_27	YKL154W_09	YKL154W_26	YKL154W_39	YKL154W_33	YKL154W_17	YKL154W_66	YKL154W_44	YKL154W_07	YKL154W_29	YKL154W_56	YKL154W_34
140	382	76	235	5435.0	3333.0	1193.0	4253.0	7332.0	663.0	2453.0	2839.0	3421.0	3605.0	981.0	9188.0	4824.0	5146.0	2338.0	4020.0	8299.0	623.0	4257.0	7574.0	9371.0	3577.0	3218.0	2457.0	4335.0	2483.0	5996.0	9669.0	7135.0	4084.0	4908.0	5677.0	4087.0	2544.0	940.0	7821.0	2805.0	7045.0	964.0	9586.0	6302.0	2823.0	4616.0	596.0	9879.0	633.0	650.0	2713.0	8423.0
172	194	85	99	5550.0	3410.0	1212.0	4309.0	7633.0	830.0	2735.0	2992.0	3472.0	3610.0	1115.0	9547.0	4947.0	5243.0	2643.0	4158.0	8372.0	848.0	4356.0	7627.0	9417.0	3809.0	3235.0	2746.0	4578.0	2765.0	6029.0	9682.0	7191.0	4192.0	5164.0	5699.0	4159.0	2824.0	1212.0	7851.0	2793.0	7140.0	1042.0	9636.0	6309.0	20000.0	4673.0	836.0	20000.0	752.0	665.0	2857.0	8454.0
172	176	85	87	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
173	190	86	95	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
173	177	86	88	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
176	190	87	95	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
176	188	87	94	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
176	194	87	99	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
176	226	87	129	5478.0	3352.0	1195.0	4277.0	7325.0	708.0	2462.0	2859.0	3399.0	3570.0	1026.0	9193.0	4821.0	5140.0	2330.0	3964.0	8295.0	634.0	4158.0	7592.0	9380.0	3607.0	3221.0	2469.0	4368.0	2500.0	6013.0	9646.0	7145.0	4125.0	4916.0	5693.0	4056.0	2623.0	871.0	7972.0	2681.0	7064.0	995.0	9591.0	6302.0	2839.0	4666.0	661.0	9830.0	671.0	625.0	2713.0	8511.0
177	190	88	95	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
177	188	88	94	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
177	226	88	129	5477.0	3368.0	1196.0	4278.0	7324.0	707.0	2461.0	2833.0	3397.0	3569.0	1026.0	9193.0	4821.0	5139.0	2329.0	3964.0	8295.0	634.0	4159.0	7592.0	9380.0	3609.0	3224.0	2470.0	4369.0	2502.0	6019.0	9791.0	7143.0	4125.0	4918.0	5705.0	4055.0	2622.0	872.0	7971.0	2681.0	7064.0	995.0	9592.0	6303.0	2836.0	4666.0	661.0	9830.0	672.0	649.0	2719.0	8519.0
190	226	95	129	5480.0	3376.0	1199.0	4278.0	7349.0	892.0	2465.0	2969.0	3397.0	3569.0	1034.0	9193.0	4819.0	5151.0	2331.0	3971.0	8303.0	639.0	4159.0	7601.0	9380.0	3616.0	3386.0	2475.0	4374.0	2512.0	6127.0	9792.0	7138.0	4126.0	4948.0	5756.0	4055.0	2626.0	868.0	7974.0	2686.0	7065.0	996.0	9596.0	6372.0	2889.0	4667.0	663.0	9826.0	680.0	656.0	2864.0	8577.0
190	195	95	100	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
190	229	95	132	5475.0	3440.0	1203.0	4283.0	7352.0	894.0	2465.0	2971.0	3391.0	3570.0	1035.0	9195.0	4821.0	5151.0	2333.0	3971.0	8306.0	639.0	4160.0	7740.0	9382.0	3618.0	3387.0	2475.0	4376.0	2515.0	6131.0	9793.0	7166.0	4124.0	4951.0	5748.0	4054.0	2628.0	863.0	7972.0	2688.0	7072.0	996.0	9596.0	6371.0	2887.0	4673.0	663.0	9827.0	684.0	652.0	2862.0	8584.0
190	236	95	136	5471.0	3394.0	1206.0	4287.0	7354.0	896.0	2463.0	2975.0	3387.0	3572.0	1035.0	9198.0	4823.0	5150.0	2367.0	3970.0	8303.0	639.0	4163.0	7736.0	9399.0	3619.0	3389.0	2474.0	4380.0	2516.0	6159.0	9794.0	7164.0	4120.0	4952.0	5746.0	4054.0	2628.0	858.0	7970.0	2693.0	7075.0	994.0	9598.0	6369.0	2882.0	4672.0	664.0	9829.0	692.0	650.0	2849.0	8555.0
191	236	96	136	5471.0	3438.0	1206.0	4286.0	7355.0	896.0	2463.0	2978.0	3389.0	3571.0	1036.0	9200.0	4823.0	5150.0	2368.0	3970.0	8305.0	639.0	4162.0	7733.0	9487.0	3620.0	3387.0	2475.0	4383.0	2517.0	6160.0	9794.0	7165.0	4120.0	4953.0	5746.0	4054.0	2629.0	859.0	7991.0	2693.0	7079.0	995.0	9601.0	6368.0	2880.0	4672.0	664.0	9829.0	692.0	651.0	2864.0	8555.0
191	234	96	135	5472.0	3439.0	1205.0	4286.0	7354.0	897.0	2464.0	2978.0	3388.0	3572.0	1037.0	9200.0	4823.0	5151.0	2369.0	3972.0	8307.0	640.0	4161.0	7735.0	9387.0	3619.0	3387.0	2475.0	4380.0	2517.0	6160.0	9794.0	7167.0	4121.0	4954.0	5746.0	4054.0	2629.0	861.0	7990.0	2693.0	7076.0	995.0	9599.0	6369.0	2882.0	4673.0	663.0	9830.0	690.0	652.0	2863.0	8556.0
195	205	100	110	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
203	389	108	241	5475.0	3397.0	1264.0	4287.0	7351.0	898.0	2454.0	3003.0	3416.0	3617.0	1163.0	9247.0	4869.0	5167.0	2384.0	4036.0	8336.0	697.0	4260.0	7584.0	9413.0	3635.0	3393.0	2556.0	4477.0	2568.0	6097.0	9657.0	7129.0	4096.0	4919.0	5748.0	4106.0	2648.0	937.0	7985.0	2753.0	7112.0	980.0	9646.0	6322.0	2898.0	4660.0	665.0	9842.0	858.0	704.0	2820.0	8536.0
207	366	112	219	5487.0	3317.0	1252.0	4278.0	7344.0	908.0	2441.0	3025.0	3414.0	3612.0	1200.0	9282.0	4857.0	5161.0	2398.0	4017.0	8256.0	673.0	4220.0	7599.0	9469.0	3630.0	3374.0	2516.0	4463.0	2484.0	6100.0	9759.0	7179.0	4104.0	4943.0	5742.0	4082.0	2612.0	956.0	8029.0	2762.0	7120.0	975.0	9567.0	6331.0	2836.0	4639.0	667.0	9871.0	861.0	742.0	2821.0	8547.0
208	371	113	224	5486.0	3402.0	1280.0	4273.0	7347.0	921.0	2445.0	3007.0	3450.0	3616.0	1208.0	9286.0	4862.0	5161.0	2398.0	4031.0	8339.0	670.0	4216.0	7605.0	9481.0	3631.0	3405.0	2568.0	4471.0	2517.0	6101.0	9762.0	7180.0	4112.0	4943.0	5747.0	4097.0	2630.0	965.0	8016.0	2742.0	7136.0	976.0	9577.0	6332.0	2854.0	4674.0	672.0	9875.0	858.0	717.0	2816.0	8546.0
211	371	116	224	5482.0	3337.0	1256.0	4264.0	7344.0	921.0	2442.0	2998.0	3397.0	3615.0	1207.0	9282.0	4863.0	5165.0	2397.0	4022.0	8325.0	646.0	4214.0	7579.0	9481.0	3631.0	3393.0	2532.0	4465.0	2509.0	6097.0	9759.0	7182.0	4104.0	4950.0	5746.0	4088.0	2644.0	962.0	7982.0	2740.0	7134.0	974.0	9575.0	6337.0	2858.0	4679.0	676.0	9874.0	854.0	715.0	2815.0	8520.0
220	226	124	129	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
221	227	125	130	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	302	126	172	5424.0	3309.0	1150.0	4151.0	7341.0	886.0	2495.0	2743.0	3393.0	3714.0	1035.0	9257.0	4901.0	5094.0	2423.0	3982.0	8238.0	680.0	4193.0	7503.0	9479.0	3639.0	3328.0	2535.0	4390.0	2503.0	6133.0	9830.0	7075.0	4133.0	5049.0	5668.0	4023.0	2620.0	764.0	8175.0	2664.0	7023.0	989.0	9618.0	6354.0	2856.0	4667.0	828.0	9802.0	843.0	711.0	2842.0	8576.0
222	366	126	219	5437.0	3307.0	1132.0	4187.0	7337.0	704.0	2415.0	2747.0	3332.0	3509.0	939.0	9162.0	4815.0	5174.0	2360.0	3903.0	8232.0	544.0	4210.0	7557.0	9457.0	3635.0	3340.0	2500.0	4372.0	2339.0	6090.0	9550.0	7108.0	4083.0	4997.0	5606.0	4088.0	2472.0	766.0	7934.0	2570.0	7090.0	914.0	9437.0	6249.0	2753.0	4610.0	530.0	9724.0	695.0	624.0	2706.0	8441.0
226	231	129	134	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
252	388	148	240	5477.0	3355.0	1370.0	4285.0	7353.0	912.0	2456.0	3054.0	3402.0	3636.0	1169.0	9289.0	4864.0	5179.0	2399.0	4050.0	8336.0	692.0	4231.0	7589.0	9466.0	3647.0	3368.0	2561.0	4469.0	2543.0	6102.0	9656.0	7131.0	4100.0	4932.0	5754.0	4090.0	2617.0	958.0	7987.0	2747.0	7112.0	980.0	9693.0	6376.0	2878.0	4655.0	730.0	9890.0	857.0	682.0	2859.0	8541.0
254	370	150	223	5502.0	3361.0	1373.0	4277.0	7359.0	924.0	2447.0	20000.0	3467.0	3688.0	1276.0	9295.0	4873.0	5207.0	2422.0	4112.0	8380.0	676.0	4224.0	7625.0	9493.0	3654.0	3473.0	2561.0	4480.0	2560.0	6106.0	9846.0	7198.0	4125.0	4948.0	5815.0	4096.0	2639.0	965.0	8032.0	2756.0	7181.0	1006.0	9594.0	6394.0	2880.0	4665.0	731.0	9887.0	857.0	797.0	2866.0	8567.0
256	381	152	234	5501.0	3357.0	1374.0	4263.0	7356.0	916.0	2450.0	3134.0	3405.0	3681.0	1274.0	9290.0	4873.0	5180.0	2409.0	4114.0	8380.0	676.0	4235.0	7607.0	9516.0	3651.0	3422.0	2561.0	4470.0	2544.0	6105.0	9851.0	7196.0	4110.0	4938.0	5808.0	4094.0	2638.0	965.0	8029.0	2752.0	7170.0	982.0	9695.0	6397.0	2877.0	4659.0	730.0	9891.0	849.0	727.0	2864.0	8551.0
257	283	153	159	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
257	370	153	223	5500.0	3362.0	1371.0	4268.0	7361.0	920.0	2446.0	20000.0	3413.0	3678.0	1276.0	9293.0	4874.0	5217.0	2417.0	4126.0	8382.0	675.0	4245.0	7621.0	9521.0	3653.0	3473.0	2558.0	4475.0	2568.0	6106.0	9764.0	7198.0	4119.0	4949.0	5813.0	4098.0	2641.0	965.0	8035.0	2757.0	7182.0	1004.0	9578.0	6394.0	2879.0	4667.0	731.0	9887.0	856.0	745.0	2867.0	8562.0
292	369	162	222	5435.0	3331.0	1244.0	4213.0	7368.0	913.0	2440.0	20000.0	3402.0	3620.0	1259.0	9291.0	4811.0	5221.0	2405.0	4042.0	8252.0	649.0	4227.0	7560.0	9481.0	3643.0	3373.0	2554.0	4463.0	2521.0	6099.0	9756.0	7187.0	4100.0	4943.0	5815.0	4101.0	2703.0	960.0	8042.0	2758.0	7177.0	998.0	9577.0	6381.0	2873.0	4670.0	690.0	9909.0	844.0	636.0	2870.0	8528.0
292	297	162	167	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
376	383	229	236	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
382	388	235	240	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
33	38	32	37	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
34	168	33	81	5482.0	3373.0	1211.0	4287.0	7372.0	664.0	2497.0	2834.0	3405.0	3596.0	982.0	9206.0	4846.0	5155.0	2336.0	3970.0	8337.0	669.0	4300.0	7600.0	9385.0	3580.0	3219.0	2487.0	4360.0	2498.0	6027.0	9647.0	7169.0	4082.0	4939.0	5687.0	4136.0	2609.0	1024.0	7831.0	2679.0	7078.0	1024.0	9585.0	6300.0	2838.0	4626.0	604.0	9880.0	624.0	653.0	2709.0	8428.0
37	138	36	74	5490.0	3378.0	1207.0	4296.0	7323.0	764.0	2574.0	2838.0	3456.0	3604.0	1084.0	9206.0	4842.0	5183.0	2337.0	3972.0	8341.0	669.0	4313.0	7600.0	9391.0	3586.0	3230.0	2513.0	4358.0	2500.0	6025.0	9643.0	7166.0	4081.0	4929.0	5687.0	4112.0	2609.0	1024.0	7836.0	2616.0	7046.0	1026.0	9585.0	6302.0	2841.0	4634.0	604.0	9881.0	628.0	657.0	2713.0	8402.0
37	142	36	78	5492.0	3378.0	1210.0	4294.0	7366.0	765.0	2506.0	2839.0	3454.0	3606.0	1081.0	9206.0	4846.0	5176.0	2345.0	4027.0	8347.0	672.0	4311.0	7600.0	9394.0	3587.0	3225.0	2496.0	4357.0	2502.0	6022.0	9647.0	7171.0	4130.0	4943.0	5687.0	4148.0	2622.0	1026.0	7840.0	2766.0	7081.0	1027.0	9587.0	6303.0	2842.0	4636.0	604.0	9889.0	631.0	660.0	2711.0	8436.0
43	136	38	72	5495.0	3398.0	1204.0	4300.0	7321.0	750.0	2520.0	2828.0	3458.0	3595.0	1027.0	9167.0	4845.0	5207.0	2335.0	3968.0	8345.0	671.0	4312.0	7599.0	9393.0	3621.0	3232.0	2523.0	4353.0	2501.0	6002.0	9640.0	7157.0	4077.0	4927.0	5680.0	4103.0	2607.0	1023.0	7834.0	2607.0	7044.0	1029.0	9586.0	6301.0	2825.0	4634.0	602.0	9882.0	626.0	656.0	2715.0	8401.0
43	138	38	74	5498.0	3393.0	1208.0	4298.0	7368.0	765.0	2521.0	2872.0	3456.0	3606.0	1079.0	9205.0	4847.0	5204.0	2340.0	4036.0	8348.0	672.0	4313.0	7601.0	9407.0	3593.0	3230.0	2524.0	4357.0	2502.0	6022.0	9644.0	7168.0	4085.0	4943.0	5685.0	4117.0	2614.0	1026.0	7838.0	2766.0	7083.0	1030.0	9588.0	6305.0	2880.0	4638.0	604.0	9895.0	630.0	660.0	2717.0	8435.0
46	52	41	47	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
47	176	42	87	5552.0	3399.0	1236.0	4302.0	7362.0	846.0	2511.0	2877.0	3451.0	3641.0	1183.0	9198.0	4859.0	5162.0	2355.0	4123.0	8374.0	753.0	4318.0	7601.0	9678.0	3666.0	3377.0	2578.0	4358.0	2520.0	6122.0	9794.0	7171.0	4130.0	4974.0	5760.0	4155.0	2615.0	1030.0	8052.0	2808.0	7077.0	1060.0	9624.0	6397.0	2947.0	4687.0	672.0	9909.0	677.0	748.0	2774.0	8607.0
47	251	42	147	5498.0	3357.0	1258.0	4279.0	7348.0	906.0	2470.0	2980.0	3399.0	3606.0	1206.0	9285.0	4835.0	5151.0	2380.0	4016.0	8341.0	680.0	4234.0	7618.0	9483.0	3632.0	3384.0	2541.0	4563.0	2561.0	6143.0	9787.0	7194.0	4111.0	4975.0	5749.0	4078.0	2609.0	1035.0	8038.0	2740.0	7099.0	993.0	9605.0	6333.0	2869.0	4659.0	687.0	9883.0	858.0	669.0	2822.0	8572.0
48	176	43	87	5555.0	3397.0	1236.0	4298.0	7360.0	845.0	2512.0	3000.0	3450.0	3641.0	1042.0	9197.0	4859.0	5166.0	2355.0	4121.0	8374.0	753.0	4317.0	7601.0	9390.0	3638.0	3381.0	2580.0	4370.0	2518.0	6122.0	9794.0	7168.0	4131.0	4971.0	5761.0	4159.0	2615.0	1031.0	8052.0	2809.0	7075.0	1060.0	9624.0	6395.0	2950.0	4686.0	674.0	9912.0	678.0	749.0	2775.0	8607.0
49	222	44	126	5488.0	3350.0	1201.0	4278.0	7357.0	889.0	2499.0	2974.0	3409.0	3632.0	1179.0	9212.0	4824.0	5161.0	2371.0	4011.0	8321.0	645.0	4299.0	7631.0	9498.0	3625.0	3379.0	2535.0	4505.0	2538.0	6117.0	9786.0	7197.0	4117.0	4940.0	5748.0	4066.0	2628.0	1053.0	7981.0	2737.0	7070.0	1010.0	9599.0	6346.0	2880.0	4781.0	679.0	9887.0	840.0	663.0	2895.0	8559.0
49	207	44	112	5601.0	3360.0	1218.0	4322.0	7377.0	927.0	2519.0	2987.0	3453.0	3685.0	1252.0	9363.0	4876.0	5162.0	2387.0	4019.0	8396.0	769.0	4299.0	7648.0	9493.0	3660.0	3395.0	2566.0	4553.0	2671.0	6192.0	9790.0	7224.0	4120.0	5001.0	5882.0	4111.0	2656.0	1046.0	8088.0	2749.0	7087.0	1047.0	9656.0	6352.0	2890.0	4824.0	777.0	9943.0	880.0	702.0	2905.0	8570.0
50	176	45	87	5588.0	3383.0	1231.0	4294.0	7349.0	714.0	2511.0	3002.0	3444.0	3632.0	1033.0	9195.0	4856.0	5167.0	2337.0	4019.0	8309.0	752.0	4315.0	7598.0	9385.0	3630.0	3416.0	2583.0	4370.0	2506.0	6089.0	9791.0	7163.0	4131.0	4965.0	5761.0	4165.0	2616.0	1032.0	8052.0	2722.0	7072.0	1058.0	9624.0	6394.0	2838.0	4678.0	677.0	9912.0	675.0	682.0	2752.0	8581.0
53	210	48	115	5536.0	3352.0	1205.0	4315.0	7373.0	896.0	2520.0	2984.0	3408.0	3683.0	1212.0	9340.0	4854.0	5165.0	2390.0	4006.0	8326.0	767.0	4293.0	7648.0	9494.0	3656.0	3388.0	2567.0	4550.0	2550.0	6159.0	9789.0	7207.0	4118.0	4963.0	5833.0	4073.0	2648.0	1045.0	8090.0	2742.0	7085.0	1042.0	9604.0	6352.0	2878.0	4818.0	773.0	9948.0	877.0	672.0	2901.0	8565.0
53	58	48	53	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
55	60	50	55	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
57	170	52	83	5550.0	3353.0	1229.0	4288.0	7355.0	719.0	2515.0	2852.0	3420.0	3611.0	1075.0	9199.0	4851.0	5196.0	2398.0	4070.0	8306.0	691.0	4429.0	7596.0	9388.0	3587.0	3226.0	2523.0	4352.0	2491.0	6025.0	9708.0	7187.0	4103.0	4933.0	5696.0	4164.0	2636.0	1029.0	7873.0	2821.0	7072.0	998.0	9626.0	6301.0	2833.0	4674.0	614.0	9876.0	663.0	748.0	2726.0	8432.0
