alnA	alnB	A	B	YOR089C_43	YOR089C_54	YOR089C_39	YOR089C_67	YOR089C_38	YOR089C_61	YOR089C_70	YOR089C_11	YOR089C_32	YOR089C_36	YOR089C_28	YOR089C_69	YOR089C_56	YOR089C_15	YOR089C_64	YOR089C_10	YOR089C_20	YOR089C_24	YOR089C_12	YOR089C_03	YOR089C_07	YOR089C_44	YOR089C_52	YOR089C_26	YOR089C_17	YOR089C_59	YOR089C_02	YOR089C_33	YOR089C_48	YOR089C_35	YOR089C_60	YOR089C_47	YOR089C_41	YOR089C_27
212	283	88	129	2519.0	4610.0	4062.0	2473.0	6497.0	3053.0	5931.0	4602.0	5211.0	9601.0	2718.0	7738.0	3414.0	7085.0	954.0	1569.0	20000.0	3190.0	8908.0	5839.0	4739.0	4765.0	7472.0	4582.0	6390.0	8908.0	1131.0	8989.0	6529.0	954.0	4838.0	7183.0	4211.0	8681.0
212	290	88	131	2520.0	4610.0	4060.0	2474.0	6497.0	3055.0	5931.0	4602.0	5210.0	9599.0	2720.0	7722.0	3415.0	7085.0	953.0	1568.0	20000.0	3189.0	8908.0	5838.0	4773.0	4764.0	7476.0	4558.0	6390.0	8906.0	1104.0	8989.0	6527.0	953.0	4839.0	7181.0	4184.0	8681.0
214	291	90	132	2519.0	4613.0	4061.0	2473.0	6499.0	3056.0	5931.0	4601.0	5210.0	9596.0	2720.0	7638.0	3365.0	7086.0	950.0	1567.0	20000.0	3190.0	8908.0	5837.0	4771.0	4764.0	7464.0	4545.0	6388.0	8905.0	1134.0	8990.0	6524.0	952.0	4842.0	7182.0	4180.0	8679.0
219	368	93	147	2511.0	4522.0	4064.0	2467.0	6494.0	3027.0	5762.0	4429.0	5199.0	9569.0	2566.0	7627.0	3346.0	7135.0	945.0	1556.0	819.0	3166.0	8891.0	5819.0	4610.0	4774.0	7556.0	4539.0	6382.0	8899.0	1127.0	8979.0	5977.0	929.0	4828.0	7187.0	4157.0	8664.0
222	228	96	101	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
225	230	98	103	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
231	249	104	111	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
231	241	104	108	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
253	342	115	140	2530.0	4535.0	4072.0	2489.0	6543.0	3026.0	5834.0	4467.0	5202.0	9556.0	2593.0	7635.0	3367.0	7200.0	956.0	1574.0	887.0	3198.0	8886.0	5826.0	4649.0	4856.0	7484.0	4543.0	6390.0	8913.0	1136.0	8971.0	6537.0	975.0	4829.0	7143.0	4171.0	8684.0
254	368	116	147	2526.0	4535.0	4069.0	2487.0	6492.0	3024.0	5804.0	4437.0	5200.0	9559.0	2569.0	7644.0	3366.0	7190.0	951.0	1567.0	838.0	3187.0	8891.0	5828.0	4622.0	4854.0	7484.0	4542.0	6391.0	8979.0	1142.0	8977.0	5988.0	940.0	4861.0	7199.0	4164.0	8637.0
259	371	121	150	2507.0	4635.0	4070.0	2491.0	6490.0	3030.0	5797.0	4423.0	4938.0	9577.0	2565.0	7662.0	3364.0	7188.0	952.0	1561.0	812.0	3189.0	8920.0	5869.0	4613.0	4847.0	7481.0	4541.0	6396.0	8936.0	1154.0	8983.0	6558.0	937.0	4856.0	7235.0	4157.0	8649.0
290	368	131	147	2582.0	4662.0	4079.0	2522.0	6536.0	3067.0	5819.0	4452.0	4935.0	9576.0	2569.0	7691.0	3377.0	7351.0	962.0	1574.0	817.0	3362.0	8930.0	20000.0	4735.0	4860.0	7485.0	20000.0	6416.0	8992.0	1210.0	9140.0	6657.0	953.0	4855.0	7352.0	4163.0	8905.0
293	302	134	139	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
342	367	140	146	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
373	381	152	158	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
377	383	156	160	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
383	389	160	165	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
43	196	7	76	2446.0	4301.0	4060.0	2325.0	6294.0	2993.0	5949.0	4245.0	4829.0	9616.0	2313.0	7637.0	3224.0	7117.0	896.0	1510.0	936.0	3083.0	8615.0	5723.0	4635.0	4662.0	7396.0	4549.0	6441.0	8835.0	1135.0	8936.0	6031.0	943.0	4789.0	7127.0	4222.0	8535.0
43	193	7	73	2445.0	4281.0	4058.0	2328.0	6315.0	2995.0	5889.0	4244.0	4829.0	9623.0	2352.0	7638.0	3226.0	7119.0	896.0	1515.0	930.0	3082.0	8617.0	5725.0	4633.0	4662.0	7397.0	4552.0	6442.0	8830.0	1139.0	8935.0	6031.0	942.0	4790.0	7121.0	4224.0	8539.0
43	194	7	74	2445.0	4198.0	4059.0	2326.0	6298.0	2995.0	5889.0	4244.0	4829.0	9620.0	2352.0	7637.0	3225.0	7118.0	895.0	1514.0	930.0	3079.0	8616.0	5724.0	4634.0	4661.0	7397.0	4552.0	6440.0	8831.0	1137.0	8935.0	6031.0	943.0	4789.0	7125.0	4224.0	8536.0
43	195	7	75	2445.0	4196.0	4059.0	2326.0	6297.0	2995.0	5950.0	4245.0	4829.0	9618.0	2355.0	7638.0	3225.0	7117.0	896.0	1512.0	934.0	3081.0	8617.0	5723.0	4634.0	4662.0	7396.0	4550.0	6440.0	8834.0	1135.0	8936.0	6032.0	943.0	4788.0	7126.0	4223.0	8535.0
44	203	8	79	2452.0	4302.0	4066.0	2325.0	6291.0	2991.0	5947.0	4246.0	4828.0	9616.0	2309.0	7643.0	3229.0	7111.0	900.0	1507.0	960.0	3085.0	8614.0	5723.0	4635.0	4663.0	7396.0	4548.0	6440.0	8859.0	1129.0	8938.0	6033.0	943.0	4790.0	7131.0	4220.0	8534.0
44	390	8	166	2462.0	4164.0	4056.0	2299.0	5928.0	2981.0	5762.0	4171.0	4706.0	9467.0	2303.0	7500.0	3225.0	7082.0	858.0	1497.0	799.0	3008.0	8616.0	5705.0	4464.0	4730.0	6045.0	4462.0	6396.0	8866.0	1104.0	8938.0	5963.0	809.0	4676.0	7135.0	4151.0	8516.0
44	194	8	74	2446.0	4283.0	4060.0	2327.0	6311.0	2997.0	5949.0	4245.0	4830.0	9621.0	2351.0	7638.0	3228.0	7118.0	896.0	1515.0	934.0	3079.0	8615.0	5725.0	4634.0	4663.0	7398.0	4551.0	6439.0	8833.0	1138.0	8936.0	6032.0	945.0	4789.0	7127.0	4223.0	8538.0
46	194	10	74	2447.0	4283.0	4061.0	2326.0	6316.0	2998.0	5949.0	4247.0	4831.0	9618.0	2352.0	7641.0	3233.0	7126.0	898.0	1518.0	937.0	3126.0	8617.0	5729.0	4636.0	4664.0	7400.0	4551.0	6437.0	8835.0	1140.0	8936.0	6040.0	948.0	4789.0	7127.0	4223.0	8542.0
46	55	10	19	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
46	385	10	162	2457.0	4166.0	4034.0	2333.0	6134.0	2980.0	5764.0	4176.0	4821.0	9468.0	2308.0	7505.0	3226.0	7074.0	870.0	1503.0	801.0	3011.0	8616.0	5710.0	4472.0	4722.0	6051.0	4464.0	6394.0	8881.0	1099.0	8935.0	5963.0	813.0	4676.0	7136.0	4156.0	8524.0
46	190	10	70	2446.0	4280.0	4059.0	2332.0	6144.0	3001.0	5948.0	4245.0	4836.0	9628.0	2375.0	7553.0	3235.0	7143.0	898.0	1520.0	934.0	3125.0	8618.0	5730.0	4634.0	4665.0	7405.0	4553.0	6443.0	8169.0	1159.0	8937.0	6028.0	945.0	4805.0	7125.0	4222.0	8544.0
47	194	11	74	2447.0	4282.0	4060.0	2326.0	6318.0	2998.0	5949.0	4247.0	4833.0	9617.0	2351.0	7554.0	3235.0	7141.0	899.0	1518.0	1034.0	3127.0	8618.0	5732.0	4636.0	4664.0	7401.0	4551.0	6435.0	8837.0	1140.0	8936.0	6040.0	949.0	4789.0	7127.0	4222.0	8544.0
47	177	11	63	2444.0	3964.0	3973.0	2285.0	5982.0	2734.0	5919.0	4241.0	4727.0	9637.0	1612.0	7505.0	3238.0	7148.0	880.0	1418.0	898.0	3129.0	8622.0	5732.0	4628.0	4673.0	5792.0	4378.0	6419.0	8155.0	1162.0	8761.0	5971.0	918.0	4754.0	7123.0	4159.0	8541.0
47	190	11	70	2446.0	4280.0	4058.0	2332.0	6142.0	3001.0	5948.0	4246.0	4764.0	9626.0	2376.0	7546.0	3238.0	7143.0	898.0	1522.0	936.0	3124.0	8620.0	5733.0	4634.0	4666.0	7260.0	4553.0	6438.0	8164.0	1161.0	8937.0	6028.0	947.0	4807.0	7125.0	4221.0	8545.0
48	173	12	61	2442.0	3953.0	3894.0	2281.0	5977.0	2730.0	5919.0	4238.0	4720.0	9458.0	1600.0	7496.0	3238.0	7148.0	869.0	1413.0	892.0	3042.0	8623.0	5717.0	4628.0	4670.0	5788.0	4372.0	6415.0	8037.0	1164.0	8547.0	5968.0	782.0	4586.0	7106.0	4048.0	8533.0
48	207	12	83	2452.0	4276.0	4064.0	2323.0	6185.0	2991.0	5941.0	4253.0	4830.0	9615.0	2345.0	7544.0	3235.0	7077.0	916.0	1550.0	958.0	3089.0	8615.0	5727.0	4635.0	4663.0	7412.0	4547.0	6420.0	8857.0	1128.0	8933.0	6057.0	947.0	4814.0	7133.0	4215.0	8566.0
49	213	13	89	2445.0	4247.0	4029.0	2316.0	6176.0	2988.0	5935.0	4248.0	4825.0	9611.0	2330.0	7528.0	3216.0	7059.0	899.0	1556.0	862.0	3082.0	8604.0	5716.0	4619.0	4656.0	6030.0	4514.0	6419.0	8841.0	1118.0	8902.0	6027.0	940.0	4824.0	7142.0	4156.0	8560.0
49	226	13	99	2442.0	4259.0	4050.0	2314.0	6180.0	2992.0	5894.0	4247.0	4827.0	9507.0	2338.0	7527.0	3218.0	7054.0	899.0	1548.0	895.0	3082.0	8608.0	5721.0	4626.0	4653.0	7421.0	4538.0	6421.0	8839.0	1113.0	8904.0	6018.0	943.0	4810.0	7132.0	4153.0	8562.0
50	54	14	18	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
52	254	16	116	2443.0	4255.0	4027.0	2316.0	6177.0	2982.0	5906.0	4269.0	4828.0	9504.0	2340.0	7530.0	3238.0	7068.0	920.0	1548.0	895.0	3087.0	8613.0	5727.0	4626.0	4655.0	7415.0	4540.0	6430.0	8852.0	1099.0	8903.0	6019.0	949.0	4836.0	7128.0	4158.0	8556.0
55	134	19	40	2445.0	4090.0	4030.0	2234.0	5913.0	2728.0	6096.0	4231.0	4733.0	9630.0	1544.0	7394.0	3254.0	7110.0	874.0	1419.0	883.0	3137.0	8620.0	5738.0	4616.0	4561.0	5863.0	4157.0	6407.0	7882.0	1189.0	8583.0	5940.0	782.0	4566.0	7097.0	3830.0	8544.0
56	256	20	118	2443.0	4251.0	3977.0	2317.0	6173.0	2982.0	5905.0	4273.0	4832.0	9492.0	2336.0	7525.0	3238.0	7070.0	923.0	1550.0	896.0	3100.0	8611.0	5719.0	4608.0	4657.0	7421.0	4379.0	6391.0	8898.0	1088.0	8906.0	6013.0	949.0	4831.0	7136.0	4157.0	8552.0
56	381	20	158	2440.0	4203.0	3939.0	2298.0	6143.0	2977.0	5772.0	4198.0	4827.0	9463.0	2314.0	7530.0	3336.0	7066.0	884.0	1542.0	800.0	3076.0	8616.0	5715.0	4599.0	4640.0	6008.0	4373.0	6392.0	8902.0	1085.0	8579.0	5981.0	920.0	4760.0	7124.0	4152.0	8546.0
58	134	22	40	2451.0	4090.0	4033.0	2233.0	5916.0	2734.0	5971.0	4351.0	4742.0	9741.0	1545.0	7451.0	3257.0	7165.0	870.0	1419.0	884.0	3140.0	8664.0	5739.0	4618.0	4562.0	5868.0	4157.0	6447.0	8047.0	1379.0	8608.0	5942.0	959.0	4583.0	7097.0	3922.0	8548.0
58	135	22	41	2447.0	4087.0	4033.0	2231.0	5916.0	2731.0	5969.0	4348.0	4734.0	9736.0	1546.0	7445.0	3260.0	7165.0	868.0	1416.0	883.0	3139.0	8665.0	5745.0	4619.0	4562.0	5807.0	4159.0	6443.0	7883.0	1366.0	8592.0	5947.0	785.0	4582.0	7096.0	3928.0	8544.0
58	136	22	42	2444.0	4085.0	4032.0	2231.0	5918.0	2728.0	5869.0	4257.0	4733.0	9698.0	1546.0	7440.0	3261.0	7164.0	866.0	1413.0	883.0	3138.0	8856.0	5782.0	4620.0	4564.0	5797.0	4162.0	6440.0	7882.0	1365.0	8592.0	5960.0	783.0	4580.0	7095.0	3929.0	8534.0
58	171	22	59	2439.0	3952.0	3874.0	2228.0	5940.0	2726.0	5860.0	4239.0	4702.0	9531.0	1600.0	7431.0	3252.0	7068.0	857.0	1407.0	849.0	3034.0	8666.0	5710.0	4649.0	4518.0	5782.0	4187.0	6413.0	7844.0	1364.0	8538.0	5962.0	780.0	4579.0	7097.0	3946.0	8527.0
59	137	23	43	2442.0	3972.0	3880.0	2230.0	5920.0	2727.0	5865.0	4245.0	4710.0	9548.0	1551.0	7440.0	3263.0	7165.0	863.0	1413.0	880.0	3138.0	8751.0	5779.0	4610.0	4566.0	5796.0	4270.0	6436.0	7882.0	1366.0	8592.0	5959.0	784.0	4583.0	7094.0	3884.0	8533.0
61	387	25	163	2437.0	4171.0	3934.0	2292.0	6116.0	2782.0	5767.0	4166.0	4833.0	9443.0	1597.0	7495.0	3288.0	7063.0	878.0	1463.0	798.0	3018.0	8609.0	5706.0	4485.0	4634.0	6003.0	4343.0	6393.0	8569.0	1081.0	8585.0	5973.0	918.0	4678.0	7119.0	4143.0	8546.0
63	137	27	43	2431.0	3973.0	3876.0	2230.0	5961.0	2723.0	5865.0	4255.0	4703.0	9529.0	1596.0	7438.0	3267.0	7068.0	862.0	1415.0	858.0	3141.0	8750.0	5765.0	4515.0	4475.0	5795.0	4197.0	6421.0	7844.0	1291.0	8552.0	5960.0	788.0	4582.0	7094.0	3880.0	8533.0
135	194	41	74	2502.0	3994.0	3866.0	2207.0	5904.0	2806.0	5960.0	4197.0	4718.0	9405.0	1538.0	7388.0	3208.0	7098.0	857.0	1529.0	884.0	3048.0	8602.0	5753.0	4519.0	4478.0	5793.0	4154.0	6404.0	7754.0	1117.0	8523.0	5929.0	677.0	4552.0	7096.0	3815.0	8628.0
136	172	42	60	2764.0	4324.0	4041.0	2596.0	5916.0	3025.0	6078.0	4625.0	20000.0	20000.0	1808.0	7715.0	3419.0	20000.0	1104.0	1662.0	1090.0	3302.0	8952.0	5814.0	4711.0	4991.0	5867.0	4165.0	6433.0	8145.0	20000.0	8891.0	5948.0	1085.0	4897.0	7321.0	3920.0	8819.0
140	382	45	159	2421.0	3921.0	3866.0	2200.0	5907.0	2722.0	5764.0	4171.0	4679.0	9410.0	1538.0	7398.0	3235.0	7079.0	843.0	1403.0	798.0	2997.0	8562.0	5696.0	4471.0	4424.0	5775.0	4189.0	6392.0	7775.0	1081.0	8524.0	5935.0	691.0	4535.0	7088.0	3811.0	8523.0
172	194	60	74	2550.0	3962.0	3960.0	2220.0	6063.0	2855.0	5865.0	4244.0	4729.0	9426.0	1547.0	7469.0	3211.0	7103.0	853.0	1430.0	897.0	3046.0	8569.0	5802.0	4612.0	4516.0	5796.0	4196.0	6409.0	7828.0	1181.0	8558.0	5953.0	791.0	4592.0	7106.0	3845.0	8580.0
172	176	60	62	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
173	190	61	70	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
173	177	61	63	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
176	190	62	70	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
176	188	62	69	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
176	194	62	74	20000.0	20000.0	20000.0	20000.0	6204.0	20000.0	20000.0	4563.0	5155.0	9716.0	1599.0	20000.0	20000.0	20000.0	20000.0	1747.0	20000.0	20000.0	8713.0	20000.0	20000.0	4581.0	5836.0	20000.0	6604.0	7914.0	20000.0	8851.0	6233.0	20000.0	20000.0	20000.0	3886.0	20000.0
176	226	62	99	2452.0	3896.0	3871.0	2213.0	5909.0	2723.0	5857.0	4143.0	4688.0	9401.0	1543.0	7444.0	3214.0	7040.0	849.0	1405.0	843.0	3031.0	8566.0	5705.0	4512.0	4443.0	5782.0	4196.0	6407.0	7755.0	1103.0	8524.0	5938.0	774.0	4575.0	7096.0	3843.0	8498.0
177	190	63	70	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
177	188	63	69	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
177	226	63	99	2454.0	3896.0	3875.0	2215.0	5906.0	2724.0	5858.0	4143.0	4691.0	9402.0	1546.0	7488.0	3220.0	7039.0	853.0	1406.0	843.0	3033.0	8569.0	5705.0	4514.0	4444.0	5783.0	4231.0	6407.0	7756.0	1104.0	8525.0	5964.0	775.0	4576.0	7097.0	3844.0	8500.0
190	226	70	99	2461.0	3962.0	4030.0	2315.0	5988.0	2858.0	5895.0	4152.0	4725.0	9442.0	1670.0	7568.0	3249.0	7048.0	885.0	1412.0	860.0	3153.0	8626.0	5708.0	4564.0	4657.0	5796.0	4252.0	6415.0	7959.0	1105.0	8917.0	6007.0	946.0	4877.0	7158.0	4053.0	8516.0
190	195	70	75	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
190	229	70	102	2459.0	4124.0	4036.0	2316.0	5988.0	2862.0	5919.0	4244.0	4725.0	9441.0	1669.0	7567.0	3250.0	7047.0	890.0	1418.0	871.0	3104.0	8621.0	5712.0	4626.0	4651.0	5797.0	4252.0	6419.0	7960.0	1104.0	8918.0	6006.0	949.0	4866.0	7158.0	4051.0	8515.0
190	236	70	106	2459.0	4125.0	4061.0	2317.0	6166.0	3036.0	5918.0	4246.0	4727.0	9442.0	1672.0	7565.0	3248.0	7048.0	977.0	1502.0	875.0	3096.0	8618.0	5717.0	4628.0	4649.0	5798.0	4254.0	6397.0	7760.0	1105.0	8920.0	6000.0	994.0	4834.0	7159.0	4052.0	8516.0
191	236	71	106	2459.0	4132.0	4061.0	2320.0	6178.0	3040.0	5919.0	4265.0	4729.0	9445.0	2414.0	7566.0	3249.0	7048.0	978.0	1422.0	879.0	3097.0	8619.0	5727.0	4628.0	4650.0	5998.0	4528.0	6399.0	8162.0	1107.0	8921.0	6003.0	996.0	4857.0	7159.0	4145.0	8660.0
191	234	71	105	2458.0	4128.0	4084.0	2321.0	6174.0	3041.0	5918.0	4246.0	4728.0	9444.0	2414.0	7567.0	3250.0	7048.0	980.0	1421.0	881.0	3099.0	8620.0	5725.0	4629.0	4650.0	5802.0	4529.0	6421.0	8162.0	1107.0	8921.0	6007.0	999.0	4856.0	7159.0	4145.0	8660.0
195	205	75	81	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
203	389	79	165	2483.0	4180.0	4062.0	2298.0	6114.0	2982.0	5760.0	4142.0	4705.0	9465.0	2195.0	7497.0	3213.0	7068.0	859.0	1526.0	798.0	3003.0	8642.0	5806.0	4463.0	4646.0	6042.0	4460.0	6392.0	8883.0	1095.0	8941.0	5961.0	804.0	4673.0	7132.0	3847.0	8601.0
207	366	83	145	2489.0	4525.0	4045.0	2466.0	6494.0	3017.0	5798.0	4273.0	5018.0	9553.0	2569.0	7632.0	3346.0	7078.0	947.0	1566.0	843.0	3179.0	8887.0	5821.0	4619.0	4765.0	7474.0	4534.0	6385.0	8889.0	1128.0	8971.0	5979.0	932.0	4816.0	7141.0	4154.0	8622.0
208	371	84	150	2495.0	4536.0	4063.0	2468.0	6484.0	3024.0	5777.0	4428.0	5146.0	9559.0	2565.0	7634.0	3361.0	7076.0	949.0	1557.0	816.0	3177.0	8896.0	5827.0	4615.0	4763.0	7542.0	4532.0	6387.0	8899.0	1130.0	8979.0	6534.0	934.0	4822.0	7187.0	4158.0	8622.0
211	371	87	150	2503.0	4535.0	4065.0	2469.0	6485.0	3061.0	5797.0	4421.0	4934.0	9568.0	2566.0	7632.0	3360.0	7078.0	947.0	1556.0	812.0	3176.0	8899.0	5828.0	4613.0	4764.0	7537.0	4536.0	6387.0	8900.0	1129.0	8980.0	6525.0	935.0	4829.0	7190.0	4157.0	8651.0
220	226	94	99	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
221	227	95	100	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
222	302	96	139	2518.0	4519.0	4056.0	2470.0	6528.0	3056.0	5908.0	4560.0	5120.0	9580.0	2471.0	7628.0	3353.0	7087.0	947.0	1561.0	1177.0	3163.0	8693.0	5821.0	4610.0	4784.0	7558.0	4543.0	6384.0	8901.0	1134.0	8974.0	5976.0	950.0	4828.0	7140.0	4169.0	8676.0
222	366	96	145	2514.0	4513.0	4058.0	2386.0	6531.0	3022.0	5760.0	4553.0	5024.0	9571.0	2478.0	7556.0	3342.0	7083.0	944.0	1556.0	937.0	3166.0	8887.0	5820.0	4606.0	4888.0	7560.0	4542.0	6383.0	8898.0	1128.0	8977.0	5975.0	925.0	4825.0	7139.0	4160.0	8671.0
226	231	99	104	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
