alnA	alnB	A	B	YNL090W_36	YNL090W_17	YNL090W_11	YNL090W_19	YNL090W_42	YNL090W_32	YNL090W_28	YNL090W_57	YNL090W_67	YNL090W_51	YNL090W_37	YNL090W_50	YNL090W_66	YNL090W_03	YNL090W_22	YNL090W_60	YNL090W_06	YNL090W_56	YNL090W_21	YNL090W_62	YNL090W_09	YNL090W_15	YNL090W_64	YNL090W_12	YNL090W_05	YNL090W_20	YNL090W_44	YNL090W_24	YNL090W_25	YNL090W_43	YNL090W_40	YNL090W_54	YNL090W_68	YNL090W_30	YNL090W_01	YNL090W_23	YNL090W_65	YNL090W_02	YNL090W_61	YNL090W_41	YNL090W_46	YNL090W_58	YNL090W_55	YNL090W_33	YNL090W_48	YNL090W_49	YNL090W_16
382	387	165	170	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
383	388	166	171	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
384	389	167	172	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
385	390	168	173	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
48	54	12	18	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
48	177	12	62	1745.0	3818.0	8658.0	3688.0	3229.0	6765.0	4917.0	2558.0	2985.0	1276.0	5521.0	390.0	1842.0	6959.0	1602.0	5568.0	1803.0	6972.0	7520.0	9751.0	6666.0	2689.0	1707.0	761.0	2386.0	1085.0	1303.0	4899.0	1231.0	4897.0	5824.0	2416.0	972.0	8408.0	211.0	7595.0	9081.0	2354.0	9328.0	2510.0	1370.0	9393.0	1026.0	647.0	7196.0	4091.0	4112.0
49	209	13	84	1727.0	3842.0	8855.0	3684.0	3244.0	6790.0	4918.0	2787.0	2969.0	1292.0	5659.0	282.0	1789.0	6846.0	1585.0	5567.0	1761.0	6993.0	7547.0	9753.0	6611.0	2684.0	1688.0	770.0	2379.0	1086.0	1414.0	4925.0	1232.0	4999.0	5799.0	2363.0	953.0	8469.0	288.0	7610.0	9128.0	2367.0	9403.0	2476.0	1515.0	9382.0	1070.0	676.0	7212.0	4115.0	4139.0
49	53	13	17	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
54	256	18	117	1721.0	3831.0	8844.0	3638.0	3235.0	6782.0	4868.0	2689.0	2902.0	1262.0	5548.0	285.0	1789.0	6835.0	1596.0	5554.0	1781.0	7006.0	7484.0	9737.0	6594.0	2675.0	1691.0	830.0	2340.0	1076.0	1367.0	4834.0	1267.0	4962.0	5781.0	2339.0	934.0	8425.0	262.0	7579.0	9122.0	2300.0	9371.0	2474.0	1515.0	9382.0	1060.0	678.0	7248.0	4110.0	4104.0
54	177	18	62	1750.0	3809.0	8580.0	3691.0	3229.0	6599.0	4910.0	2554.0	2957.0	1275.0	5528.0	415.0	1835.0	6960.0	1531.0	5584.0	1810.0	6975.0	7476.0	9748.0	6668.0	2709.0	1707.0	754.0	2385.0	1113.0	1300.0	4898.0	1215.0	4886.0	5824.0	2393.0	971.0	8321.0	216.0	7530.0	9066.0	2365.0	9313.0	2507.0	1364.0	9301.0	1023.0	654.0	7198.0	4103.0	4079.0
54	119	18	37	1778.0	3821.0	8524.0	3793.0	3225.0	6710.0	4794.0	2556.0	2957.0	1272.0	5392.0	272.0	1781.0	6779.0	1546.0	5590.0	1857.0	6989.0	7471.0	9755.0	6673.0	2625.0	1763.0	828.0	2377.0	1099.0	1291.0	4788.0	1241.0	4895.0	5837.0	2291.0	899.0	8369.0	300.0	7524.0	9089.0	2177.0	9286.0	2541.0	1340.0	9371.0	1090.0	721.0	7477.0	4017.0	4197.0
56	61	20	25	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
57	372	21	157	1664.0	3775.0	8851.0	3628.0	3275.0	6685.0	4785.0	2576.0	2838.0	1041.0	5516.0	261.0	1707.0	6831.0	1588.0	5498.0	1774.0	7001.0	7430.0	9727.0	6486.0	2666.0	1609.0	807.0	2314.0	1065.0	1334.0	4699.0	1203.0	4863.0	5757.0	2334.0	922.0	8403.0	205.0	7533.0	9102.0	2250.0	9359.0	2443.0	1493.0	9382.0	1059.0	684.0	7176.0	4117.0	4103.0
58	63	22	27	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
61	142	25	46	1766.0	3784.0	8546.0	3706.0	3241.0	6585.0	4871.0	2368.0	2935.0	1216.0	5457.0	330.0	1689.0	6843.0	1542.0	5548.0	1773.0	6934.0	7478.0	9711.0	6569.0	2638.0	1661.0	727.0	2330.0	1008.0	1292.0	4683.0	1206.0	4888.0	5838.0	2309.0	1045.0	8255.0	177.0	7556.0	9064.0	2367.0	9267.0	2434.0	1382.0	9429.0	1070.0	651.0	7187.0	4171.0	4089.0
136	167	42	54	1917.0	3863.0	8640.0	3701.0	3333.0	20000.0	5015.0	20000.0	20000.0	1423.0	5675.0	506.0	20000.0	7006.0	1734.0	5796.0	20000.0	7047.0	7532.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	1240.0	20000.0	4985.0	1385.0	4980.0	5847.0	20000.0	20000.0	8645.0	20000.0	20000.0	9298.0	2482.0	9535.0	20000.0	1350.0	20000.0	20000.0	20000.0	20000.0	20000.0	4310.0
169	203	56	78	1721.0	3773.0	8593.0	3630.0	3301.0	6583.0	4906.0	2364.0	2918.0	1231.0	5445.0	280.0	1782.0	6875.0	1484.0	5568.0	1749.0	6986.0	7487.0	9717.0	6585.0	2672.0	1669.0	745.0	2342.0	1040.0	1288.0	4788.0	1224.0	4887.0	5797.0	2353.0	954.0	8267.0	174.0	7612.0	9069.0	2281.0	9336.0	2470.0	1387.0	9377.0	1040.0	643.0	7194.0	4080.0	4082.0
170	206	57	81	1721.0	3803.0	8589.0	3629.0	3315.0	6581.0	4906.0	2366.0	2962.0	1233.0	5448.0	280.0	1784.0	6870.0	1482.0	5563.0	1752.0	6979.0	7482.0	9715.0	6618.0	2673.0	1669.0	748.0	2338.0	1017.0	1288.0	4791.0	1220.0	4886.0	5799.0	2352.0	948.0	8266.0	174.0	7623.0	9068.0	2288.0	9336.0	2457.0	1382.0	9305.0	1041.0	641.0	7176.0	4082.0	4076.0
173	191	60	70	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
173	194	60	73	20000.0	3959.0	20000.0	3771.0	20000.0	6693.0	5140.0	2940.0	2984.0	1347.0	5540.0	492.0	20000.0	6961.0	20000.0	20000.0	1854.0	7021.0	7744.0	20000.0	6733.0	2743.0	20000.0	775.0	20000.0	20000.0	1505.0	20000.0	1488.0	5216.0	5827.0	20000.0	1163.0	8456.0	20000.0	20000.0	9160.0	20000.0	20000.0	2577.0	1554.0	9551.0	20000.0	20000.0	20000.0	20000.0	20000.0
188	193	68	72	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
192	226	71	99	1710.0	3802.0	8840.0	3609.0	3232.0	6809.0	4884.0	2566.0	2951.0	1282.0	5543.0	293.0	1791.0	6923.0	1600.0	5626.0	1777.0	7057.0	7513.0	9751.0	6599.0	2767.0	1680.0	757.0	2374.0	1267.0	1360.0	4831.0	1226.0	4930.0	5804.0	2342.0	964.0	8415.0	222.0	7582.0	9122.0	2364.0	9322.0	2463.0	1370.0	9385.0	1029.0	696.0	7225.0	4127.0	4158.0
192	236	71	106	1712.0	3800.0	8849.0	3611.0	3238.0	6808.0	4886.0	2652.0	2953.0	1306.0	5536.0	285.0	1792.0	6917.0	1599.0	5611.0	1782.0	7026.0	7507.0	9747.0	6613.0	2767.0	1701.0	811.0	2420.0	1187.0	1360.0	4828.0	1228.0	4983.0	5803.0	2368.0	941.0	8413.0	238.0	7582.0	9130.0	2358.0	9341.0	2511.0	1547.0	9383.0	1090.0	711.0	7227.0	4184.0	4167.0
204	251	79	112	1718.0	3834.0	8848.0	3634.0	3241.0	6800.0	4882.0	2790.0	2975.0	1314.0	5535.0	332.0	1817.0	6897.0	1594.0	5635.0	1789.0	7029.0	7496.0	9743.0	6678.0	2767.0	1717.0	813.0	2426.0	1176.0	1375.0	4897.0	1229.0	4979.0	5798.0	2361.0	940.0	8418.0	279.0	7583.0	9195.0	2351.0	9366.0	2508.0	1590.0	9384.0	1094.0	781.0	7282.0	4158.0	4162.0
208	253	83	114	1744.0	3854.0	8870.0	3636.0	3250.0	6802.0	4883.0	2791.0	3051.0	1295.0	5535.0	365.0	1886.0	6893.0	1593.0	5640.0	1786.0	7041.0	7510.0	9749.0	6680.0	2761.0	1786.0	800.0	2605.0	1204.0	1379.0	4915.0	1228.0	4981.0	5805.0	2360.0	941.0	8427.0	288.0	7587.0	9191.0	2331.0	9439.0	2508.0	1600.0	9388.0	1091.0	776.0	7280.0	4139.0	4146.0
209	214	84	89	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
210	214	85	89	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
211	368	86	153	1655.0	3828.0	8847.0	3627.0	3252.0	6809.0	4797.0	2680.0	2813.0	1045.0	5530.0	284.0	1709.0	6896.0	1589.0	5516.0	1751.0	7006.0	7442.0	9738.0	6478.0	2706.0	1602.0	772.0	2347.0	1076.0	1377.0	4825.0	1201.0	4925.0	5775.0	2357.0	922.0	8416.0	268.0	7499.0	9111.0	2260.0	9382.0	2516.0	1501.0	9393.0	1069.0	739.0	7204.0	4111.0	4126.0
212	256	87	117	1750.0	3852.0	8860.0	3631.0	3271.0	6802.0	4890.0	2772.0	2917.0	1291.0	5577.0	323.0	1814.0	6885.0	1592.0	5644.0	1751.0	7043.0	7511.0	9775.0	6679.0	2711.0	1764.0	774.0	2360.0	1118.0	1393.0	4901.0	1223.0	4983.0	5909.0	2359.0	936.0	8435.0	263.0	7596.0	9174.0	2301.0	9381.0	2506.0	1538.0	9395.0	1062.0	692.0	7220.0	4134.0	4137.0
212	283	87	130	1725.0	3848.0	8845.0	3621.0	3265.0	6786.0	4879.0	2631.0	2819.0	1108.0	5514.0	287.0	1788.0	6877.0	1589.0	5634.0	1739.0	6975.0	7425.0	9770.0	6530.0	2704.0	1755.0	766.0	2338.0	1112.0	1384.0	4893.0	1204.0	4973.0	5767.0	2352.0	919.0	8422.0	299.0	7558.0	9134.0	2293.0	9373.0	2481.0	1513.0	9404.0	1008.0	678.0	7217.0	4124.0	4130.0
212	290	87	136	1649.0	3844.0	8816.0	3596.0	3216.0	6785.0	4880.0	2620.0	2807.0	1062.0	5503.0	286.0	1703.0	6862.0	1588.0	5533.0	1735.0	6975.0	7381.0	9745.0	6519.0	2703.0	1615.0	767.0	2192.0	1080.0	1378.0	4877.0	1203.0	4967.0	5760.0	2350.0	900.0	8421.0	297.0	7502.0	9123.0	2290.0	9425.0	2468.0	1492.0	9406.0	1004.0	691.0	7215.0	4117.0	4128.0
214	291	89	137	1645.0	3845.0	8809.0	3590.0	3216.0	6578.0	4876.0	2620.0	2723.0	1059.0	5500.0	283.0	1690.0	6860.0	1589.0	5522.0	1729.0	6838.0	7373.0	9745.0	6392.0	2702.0	1611.0	766.0	2184.0	1073.0	1378.0	4766.0	1203.0	4932.0	5759.0	2349.0	893.0	8217.0	303.0	7452.0	9108.0	2279.0	9420.0	2453.0	1485.0	9406.0	1004.0	690.0	7213.0	4110.0	4084.0
219	368	92	153	1650.0	3850.0	8844.0	3630.0	3229.0	6814.0	4795.0	2675.0	2809.0	1041.0	5539.0	281.0	1708.0	6885.0	1593.0	5517.0	1717.0	7000.0	7442.0	9740.0	6475.0	2704.0	1596.0	775.0	2350.0	1073.0	1357.0	4828.0	1200.0	4860.0	5769.0	2356.0	916.0	8422.0	267.0	7491.0	9107.0	2259.0	9393.0	2523.0	1498.0	9394.0	1066.0	735.0	7200.0	4109.0	4120.0
222	228	95	101	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
225	230	98	103	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
231	249	104	110	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
231	241	104	108	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
253	342	114	145	1651.0	3910.0	8877.0	3672.0	3242.0	6757.0	4848.0	2669.0	2807.0	1048.0	5548.0	293.0	1715.0	6884.0	1597.0	5517.0	1756.0	7006.0	7509.0	9735.0	6500.0	2718.0	1607.0	782.0	2362.0	1086.0	1365.0	4823.0	1212.0	4919.0	5783.0	2380.0	933.0	8465.0	258.0	7489.0	9117.0	2267.0	9359.0	2490.0	1510.0	9389.0	1062.0	725.0	7199.0	4114.0	4117.0
254	368	115	153	1660.0	3908.0	8880.0	3673.0	3240.0	6815.0	4817.0	2674.0	2816.0	1047.0	5548.0	291.0	1717.0	6891.0	1600.0	5523.0	1763.0	7009.0	7453.0	9747.0	6488.0	2715.0	1605.0	787.0	2359.0	1082.0	1373.0	4826.0	1208.0	4926.0	5790.0	2382.0	930.0	8462.0	257.0	7502.0	9116.0	2265.0	9403.0	2528.0	1514.0	9394.0	1074.0	728.0	7202.0	4115.0	4123.0
259	371	120	156	1678.0	3901.0	8904.0	3644.0	3239.0	6808.0	4791.0	2686.0	2849.0	1046.0	5548.0	290.0	1720.0	6887.0	1610.0	5511.0	1767.0	7011.0	7431.0	9755.0	6536.0	2709.0	1633.0	781.0	2360.0	1079.0	1371.0	4831.0	1203.0	4896.0	5787.0	2389.0	930.0	8420.0	285.0	7523.0	9111.0	2263.0	9417.0	2524.0	1514.0	9407.0	1115.0	737.0	7215.0	4115.0	4124.0
290	368	136	153	1686.0	3879.0	8919.0	3743.0	3291.0	7045.0	4791.0	2658.0	2877.0	1045.0	5502.0	364.0	1817.0	6969.0	1624.0	5551.0	1904.0	7031.0	7426.0	9964.0	6534.0	2637.0	1728.0	808.0	2399.0	1208.0	1364.0	4875.0	1202.0	4950.0	5807.0	2488.0	996.0	20000.0	298.0	7607.0	9210.0	2512.0	9445.0	2520.0	1523.0	9468.0	1323.0	782.0	7146.0	4110.0	4188.0
293	302	139	144	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
342	367	145	152	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
373	381	158	164	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
377	383	162	166	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
383	389	166	172	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
43	196	7	75	1724.0	3829.0	8842.0	3634.0	3263.0	6757.0	4906.0	2709.0	2975.0	1321.0	5539.0	276.0	1787.0	6856.0	1583.0	5562.0	1751.0	6962.0	7497.0	9742.0	6666.0	2679.0	1680.0	741.0	2405.0	1088.0	1412.0	4908.0	1245.0	4959.0	5808.0	2363.0	940.0	8467.0	273.0	7600.0	9161.0	2356.0	9397.0	2475.0	1514.0	9377.0	1091.0	651.0	7198.0	4098.0	4120.0
43	193	7	72	1720.0	3917.0	8840.0	3633.0	3262.0	6755.0	4900.0	2709.0	2977.0	1325.0	5536.0	266.0	1784.0	6856.0	1584.0	5562.0	1751.0	6960.0	7494.0	9738.0	6661.0	2679.0	1682.0	739.0	2404.0	1087.0	1385.0	4908.0	1245.0	4957.0	5810.0	2365.0	936.0	8435.0	273.0	7597.0	9164.0	2356.0	9401.0	2476.0	1512.0	9384.0	1092.0	649.0	7197.0	4093.0	4117.0
43	194	7	73	1724.0	3918.0	8841.0	3635.0	3261.0	6755.0	4902.0	2709.0	2976.0	1324.0	5537.0	267.0	1787.0	6860.0	1584.0	5561.0	1753.0	6959.0	7494.0	9740.0	6590.0	2679.0	1681.0	740.0	2404.0	1088.0	1386.0	4907.0	1244.0	4957.0	5809.0	2364.0	937.0	8435.0	273.0	7597.0	9163.0	2355.0	9400.0	2475.0	1512.0	9384.0	1091.0	650.0	7197.0	4093.0	4117.0
43	195	7	74	1724.0	3836.0	8843.0	3636.0	3262.0	6757.0	4905.0	2709.0	2975.0	1322.0	5539.0	274.0	1853.0	6859.0	1583.0	5562.0	1753.0	6961.0	7496.0	9742.0	6590.0	2680.0	1681.0	741.0	2405.0	1088.0	1411.0	4907.0	1245.0	4959.0	5808.0	2363.0	938.0	8466.0	274.0	7599.0	9162.0	2356.0	9398.0	2475.0	1514.0	9382.0	1091.0	651.0	7198.0	4095.0	4119.0
44	203	8	78	1728.0	3827.0	8847.0	3637.0	3262.0	6762.0	4911.0	2733.0	2970.0	1302.0	5542.0	287.0	1850.0	6856.0	1583.0	5564.0	1752.0	6965.0	7577.0	9743.0	6670.0	2679.0	1679.0	782.0	2404.0	1089.0	1415.0	4909.0	1242.0	4962.0	5808.0	2364.0	943.0	8471.0	275.0	7605.0	9159.0	2359.0	9387.0	2472.0	1515.0	9377.0	1090.0	655.0	7202.0	4122.0	4145.0
44	390	8	173	1671.0	3813.0	8840.0	3619.0	3209.0	6558.0	4777.0	2605.0	2806.0	1037.0	5523.0	281.0	1731.0	6851.0	1601.0	5503.0	1781.0	7016.0	7439.0	9716.0	6540.0	2676.0	1614.0	748.0	2274.0	1126.0	1323.0	4813.0	1166.0	4921.0	5769.0	2394.0	936.0	8380.0	247.0	7492.0	9019.0	2234.0	9306.0	2448.0	1498.0	9342.0	1051.0	639.0	7185.0	4158.0	4149.0
44	194	8	73	1725.0	3920.0	8844.0	3637.0	3261.0	6757.0	4906.0	2710.0	2977.0	1323.0	5538.0	273.0	1852.0	6861.0	1585.0	5562.0	1755.0	6961.0	7497.0	9742.0	6662.0	2680.0	1682.0	742.0	2403.0	1089.0	1412.0	4907.0	1244.0	4958.0	5811.0	2366.0	939.0	8435.0	275.0	7597.0	9163.0	2356.0	9399.0	2477.0	1514.0	9387.0	1091.0	652.0	7199.0	4093.0	4119.0
46	194	10	73	1728.0	3928.0	8852.0	3638.0	3259.0	6765.0	4913.0	2724.0	2978.0	1318.0	5540.0	400.0	1850.0	6869.0	1586.0	5567.0	1760.0	6966.0	7574.0	9744.0	6665.0	2681.0	1686.0	791.0	2398.0	1090.0	1414.0	4909.0	1241.0	4961.0	5812.0	2369.0	945.0	8442.0	277.0	7600.0	9130.0	2359.0	9398.0	2481.0	1515.0	9390.0	1090.0	656.0	7202.0	4096.0	4144.0
46	55	10	19	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0	20000.0
46	385	10	168	1669.0	3813.0	8840.0	3625.0	3208.0	6562.0	4779.0	2603.0	2811.0	1039.0	5515.0	278.0	1725.0	6847.0	1601.0	5508.0	1782.0	7019.0	7435.0	9722.0	6526.0	2676.0	1613.0	708.0	2281.0	1130.0	1348.0	4810.0	1169.0	4914.0	5770.0	2352.0	930.0	8387.0	253.0	7493.0	9025.0	2244.0	9302.0	2449.0	1506.0	9369.0	1050.0	650.0	7186.0	4152.0	4128.0
